,Group name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
53,Western King Prawn,0,0,0,0,0,0,0.5392544,0,0,0,0.3555406,0,0,0,0,0,0,0,0,2.14E-07,0,0,0,0,0.1603352,0,0,0,0,0,0,0,0,0,0.01505459,0,0,0.02181557,0.1240038,0,0,0,0,0.02239678,0.000530585,0.002679799,0.004371929,0,0.003197923,8.35E-06,0,0,0.9999999,0.007976407,0.1886299,0.003104425,0,0.07964376,0.0742223,0,0.1773643,0.009946955,0.01913591,0,0.003462892,0.005000991,0.000220244,1.32E-05,0.000536956,0.001231366,0.001871316,3.34E-05
54,Other prawns,0,0,0,0,0,0,8.92E-05,0,0,0,0,0,0,0,0.000178205,0,0,0,0,0,0,0,7.17E-06,0,0.004502998,0,0,0,0,0,0,0.000149592,0,5.45E-05,8.78E-05,0.000146106,1.31E-05,0,0,3.85E-05,0.000232469,2.51E-05,0,0.005773779,0.000343078,0.8428579,0,0,0.002168862,1.86E-05,0,0,0.007976407,1,0.008953317,0.0023344,0,0,0.003270644,0.002696828,0.004512745,0.000609763,0.9674783,0,0.3550351,3.21E-06,3.23E-06,2.44E-07,8.01E-06,2.88E-05,0.000104059,9.26E-07
55,Sea snails,0,0,0,0,0,0,0,0,0,0,0.006920653,0,0,0,0,0,0,0,0.0191242,0.0038109,0,0,0,0,0.8514678,0,0,0,0,0,0.007327867,0,0,0,0.000249666,0,0,0.001590721,0.004110002,0.002463772,0,0,0,0.1343469,0.001299754,0,0,0,0.00799996,2.15E-05,0,0,0.1886299,0.008953317,1,0.008111206,0,0,0,0.015032,0.001972172,0.003873978,0.0229667,0,0.003752962,0.003383344,0.002857284,0.000269018,7.91E-05,0.001120757,0.000472485,8.83E-06
56,Black Mussel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02718215,0,0,0,0,0,0,0,0,0.01829242,0.146023,0,0,0,0.9231873,0.002576334,0,0,0.003104425,0.0023344,0.008111206,1,0.07563225,0,0,0.002152528,0,0.1868502,9.22E-05,0,0.001342444,0,0,0,0,0,0,0
57,Corals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001181335,0,0,0,0,0,0,0,0,0,0,0.02119271,0,0,0,0,0,0,0,0,0,0.07563225,1,0,0.02523883,0.02703621,0.2354714,0.1303091,0.009445518,0,0.001357722,0,0,0,0.000627938,0.003305161,0.005261927,0
58,Ascidians,0,0,0,0,0,0,0.1389613,0,0,0,0.0866332,0,0,0,0,0,0,0,0,0.4122915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003842222,0,0,0.2893635,0.5649828,0,0,0,0,0,0,0,0.9831268,0,0,0,0,0,0.07964376,0,0,0,0,1,0,0.9553213,0,0,0.009916548,0,0.04874617,0.001155228,3.27E-05,0,8.66E-05,0,0,0
59,Sea Cucumbers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07032683,0,0,0,0.6092437,0,0,0,0.919682,0,0,0,0,0,0,0,0,0,0,0,0,4.70E-06,5.83E-05,0.009610917,0.000981429,0,2.50E-06,0,0,0,0.0742223,0.003270644,0,0,0.02523883,0,1,0,0.1144032,0.1639133,0.07098664,0,0.05069122,0,0,0,0.000274845,0.001493599,0.002438795,0
60,Sand dollars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4243924,0,0.05212029,0,0,0,0,0,0,0,0,0.00125469,0,0,0,0.0276098,0,0.000112395,0.2909642,0.5798553,0,0,0,0,0.01869823,0.06690586,0.007700644,0.9496446,0,0,0.000101749,0,0,0,0.002696828,0.015032,0.002152528,0.02703621,0.9553213,0,1,0,0.03157284,0.01168798,0,0.05357254,0,0,0,0,0,0,0
61,Sponges,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08216988,0,0,0,0,0,0,0.1773643,0.004512745,0.001972172,0,0.2354714,0,0.1144032,0,1,0.4734891,0.03917664,0,0.004917922,0,0,0,0.00251055,0.01339647,0.02145488,1.98E-05
62,Bivalves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3617914,0,0,0.6715921,0.5050946,0,0,0,0.2317427,0,0,0.01579893,0.7633149,0,0.04357369,0,0,0,0,0,0,0.004551395,0.03153308,0.06936081,0,0,0.1905725,0.6757498,0,0,0.009946955,0.000609763,0.003873978,0.1868502,0.1303091,0,0.1639133,0.03157284,0.4734891,1,0.03281932,0,0.03682285,0,0,0,0.001116452,0.007079097,0.01188513,1.77E-05
63,Polychaetes,0,0,0,0,0,0,0.003571743,0,0,0,0.002293568,0,0,0,0.000108307,0,0,0,0.000187374,0.004178679,0,0,0.009812884,0,0.01981437,0.009483504,0.05351358,0,0,0,0.07029534,9.04E-05,0,0.000263032,0.01124282,8.63E-05,0.000625566,0.002998088,0.006399692,4.94E-05,0.000152647,1.56E-05,0,0.006691425,7.73E-05,0.8996426,0.009266061,0,0.002878664,0.009587754,0.000375811,0,0.01913591,0.9674783,0.0229667,9.22E-05,0.009445518,0.009916548,0.07098664,0.01168798,0.03917664,0.03281932,1,0.01361604,0.378989,0.002221236,1.53E-05,9.52E-07,0.000538903,0.001282275,0.002462899,9.76E-06
64,Bryozoans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01361604,1,0.000557307,0,0,0,0,0,0,0
65,Urchins,0,0,0,0,0,0,0.001198377,0,0,0,0.000767605,0,0,0,1.25E-05,0.8222331,0,0,0,0.02268223,0,0.001084246,0.8158599,0,0.00093155,0.1895959,0.09176838,0,0,0,0.05989901,1.03E-05,0.8282842,0.8371547,0.04906014,9.71E-06,0.8643883,0.01554036,0.03284945,3.01E-06,1.87E-05,1.83E-06,0.8222314,0.01156175,0.001748626,0.6066695,0.04758086,0,0.02984468,0.03249289,0.8413882,0,0.003462892,0.3550351,0.003752962,0.001342444,0.001357722,0.04874617,0.05069122,0.05357254,0.004917922,0.03682285,0.378989,0.000557307,1,1.04E-05,2.46E-07,0,1.28E-05,7.14E-05,0.000117853,0
66,Zooplankton,0,0,0,0,0,0,0.007542432,0,0,0,0.004904662,0,0,0,0,0,0,0,0,5.09E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000208964,0,0,0.02519966,0.01906561,0.024852,0.000933965,0.002871529,0,0.00367486,0,0,0,0,0,0,0,0,0.005000991,3.21E-06,0.003383344,0,0,0.001155228,0,0,0,0,0.002221236,0,1.04E-05,1,0.01251447,0.6880166,0.09694121,0.04137881,0.0692229,3.87E-07
67,Planktotrophic Larvae,0,0,0,0,0,0,0.000183433,0,0,0,0.000113423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.07E-06,0,0,7.49E-06,3.46E-05,0,0,1.26E-05,0,0,0,0,0,0,0,0,0,0,0.000220244,3.23E-06,0.002857284,0,0,3.27E-05,0,0,0,0,1.53E-05,0,2.46E-07,0.01251447,1,0.5021028,0.009159022,0.003200487,0.004998723,0
68,Phytoplankton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008175047,0.005949356,0.008176205,0,0.00105496,0,0,0,0,0,0,0,0,0,0,1.32E-05,2.44E-07,0.000269018,0,0,0,0,0,0,0,9.52E-07,0,0,0.6880166,0.5021028,0.9999999,6.67E-05,2.99E-05,5.09E-05,0
69,Seagrass,0,0,0,0,0,0,0.000482441,0,0,0,0.000458903,0,0,0,0,0,0,0,0.000432965,9.20E-05,0,0,0,0,0,0,0,0,0,0,0.000181047,0,0,0,1.33E-05,0,0,5.85E-05,0.000179323,5.82E-05,0,0,0,0,0,0.000203,0,0,0,0,0,0,0.000536956,8.01E-06,7.91E-05,0,0.000627938,8.66E-05,0.000274845,0,0.00251055,0.001116452,0.000538903,0,1.28E-05,0.09694121,0.009159022,6.67E-05,1,0.3454841,0.5376295,0.00178872
70,Macroalgae,0,0,0,0,0,0,0,0,0,0,0.002311034,0,0,0,0,0,0,0,0.006378757,0.001274295,0,0,0,0,0,0,0,0,0,0,0.002452387,0,0,0,0,0,0,0.000532082,0.001368306,0.000823145,0,0,0,0,0,0.001194568,0,0,0,0,0,0,0.001231366,2.88E-05,0.001120757,0,0.003305161,0,0.001493599,0,0.01339647,0.007079097,0.001282275,0,7.14E-05,0.04137881,0.003200487,2.99E-05,0.3454841,0.9999999,0.9403052,0.1206853
71,Macroalgal Epiphytes,0,0,0,0,0,0,0,0,0,0,0.000961548,0,0,0,0,0,0,0,0.002683695,0.000523517,0,0,0,0,0,0,0,0,0,0,0.000999535,0,0,0,0,0,0,0.000217925,0.000586172,0.000340869,0,0,0,0,0,0.02778212,0,0,0,0,0,0,0.001871316,0.000104059,0.000472485,0,0.005261927,0,0.002438795,0,0.02145488,0.01188513,0.002462899,0,0.000117853,0.0692229,0.004998723,5.09E-05,0.5376295,0.9403052,1,0.1749971
72,Microphytobenthos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34E-05,9.26E-07,8.83E-06,0,0,0,0,0,1.98E-05,1.77E-05,9.76E-06,0,0,3.87E-07,0,0,0.00178872,0.1206853,0.1749971,0.9999999
