EwEVersion,"6.6.7.17812 (compiled 28/02/2022)"
Date,"26/02/2023 11:47:52 AM"
ModelName,CS_model_V1_110722
EcosimScenario,"New Ecosim scenario"
TimeSeries,(none)
StartYear,2020

Data,FIB

year,value
2020,-8.799168E-06
2021,-2.321034E-05
2022,-3.044263E-05
2023,-6.638455E-06
2024,3.390147E-05
2025,4.381296E-05
2026,1.317967E-05
2027,-1.069603E-05
2028,8.874048E-06
2029,4.45652E-05
2030,4.472847E-05
2031,6.401453E-06
2032,-1.953631E-05
2033,1.443324E-06
2034,3.689984E-05
2035,3.38459E-05
2036,-1.540392E-06
2037,-1.624779E-05
2038,8.624355E-06
2039,3.528839E-05
2040,2.629022E-05
2041,-6.342988E-06
2042,-1.557484E-05
2043,1.4142E-05
2044,3.784057E-05
2045,1.853011E-05
2046,-1.183616E-05
2047,-8.834185E-06
2048,1.857688E-05
2049,3.301328E-05
2050,1.60331E-05
2051,-1.274171E-05
2052,-9.268306E-06
2053,2.589102E-05
2054,3.457607E-05
2055,4.056546E-06
2056,-1.216504E-05
2057,3.228031E-06
2058,2.231721E-05
2059,2.889754E-05
2060,1.017869E-05
2061,-1.703048E-05
2062,5.889597E-07
2063,3.875705E-05
2064,2.374717E-05
2065,-9.067925E-06
2066,-9.136579E-08
2067,1.26762E-05
2068,1.766532E-05
2069,3.188679E-05
2070,6.956405E-06
2071,-2.502629E-05
2072,2.092307E-05
2073,5.206301E-05
2074,-1.047993E-06
2075,-8.014504E-06
2076,2.936033E-05
2077,5.658719E-06
2078,1.500242E-05
2079,5.913557E-05
2080,-6.264784E-06
2081,-3.106707E-05
2082,7.825699E-05
2083,5.597518E-05
2084,-3.612382E-05
2085,5.093221E-05
2086,7.474401E-05
2087,-2.409845E-05
2088,7.577871E-05
2089,0.0001379372
2090,-3.701795E-05
2091,3.964375E-05
2092,0.0002395578
2093,5.106322E-05
2094,1.367367E-05
2095,0.0003040154
2096,0.0001640874
2097,3.997239E-05
2098,0.0004333782
2099,0.0003707176
2100,8.112386E-05
2101,0.0005404374
2102,0.0007452311
2103,0.0003182088
2104,0.0006507644
2105,0.001220106
2106,0.0007956254
2107,0.0008881185
2108,0.001874759
2109,0.001781791
2110,0.001439679
2111,0.001974627
2112,0.002201967
2113,0.002354341
2114,0.002619027
2115,0.002693794
2116,0.002714203
2117,0.002737394
2118,0.003040724
2119,0.002989787
