EwEVersion,"6.6.7.17812 (compiled 28/02/2022)"
Date,"26/02/2023 11:47:51 AM"
ModelName,CS_model_V1_110722
EcosimScenario,"New Ecosim scenario"
TimeSeries,(none)
StartYear,2020

Data,FeedingTime

year\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
2031,0.9995142,0.9999941,0.999808,0.9998102,0.9999821,0.9998341,0.9998271,0.9997978,0.9997976,0.9999182,0.9998326,0.9998488,0.9999582,0.9998305,0.9998135,0.9998822,0.9999115,0.9998832,0.9999012,0.9997911,0.9998114,0.9998686,0.9999529,1.000094,0.9999942,0.9999539,0.999851,0.9998737,0.9997835,0.9999157,1.000015,0.9998453,0.9998663,0.9997873,0.9997287,0.9998398,0.9997879,0.9999483,0.9999875,1.000037,0.9998236,0.9999153,0.9998135,0.9999273,0.9999447,0.9998946,0.9997011,0.9998289,1.000029,0.9997597,0.9999951,0.9999865,0.9999974,0.9997177,1.000042,1.000022,1.000214,0.9998269,0.9999735,0.999754,0.9999992,0.9998982,0.9997647,1.000104,0.9998032,1,1.000035,1,1,1,1,1,1
2032,0.9995725,0.9999675,0.9998148,0.9999201,1.000002,0.9999426,0.9999236,0.9999713,1.000074,1.000183,1.000067,0.9997903,0.9998949,0.9998935,0.9999685,0.9998958,0.9999356,0.9998648,0.9999976,0.9999044,0.9999433,0.9999167,0.9999651,0.9998894,1.000124,1.000047,1.000073,1.000045,0.9998781,1.000052,1.000022,1.000022,0.999929,0.9998909,0.9998217,0.9999328,0.9999029,0.9997432,0.9997764,0.9997802,0.9996385,0.9997024,0.9999125,1.000127,1.000062,0.9998841,0.9997566,0.9998858,0.9999461,0.9998198,1.000172,0.9999328,0.9999759,0.9996846,1.000029,0.9999342,1.000082,0.9997435,0.9998848,0.9998211,0.9999461,0.999805,0.9997308,0.9999968,0.999753,1,0.9998991,1,1,1,1,1,1
2033,0.9995971,0.9999356,0.9998072,0.999964,1.000036,1.000039,0.9999208,1.000107,1.000151,1.000175,1.000024,0.9997289,0.9997583,0.9999081,1.000055,0.9998541,1.000024,0.9999285,1.000088,0.9999714,0.9999444,0.9998631,0.9998393,0.9998446,1.0001,0.9999583,1.000046,0.9998579,0.9998951,1.000042,0.9999487,0.9996478,0.9998446,0.9997891,0.9998443,0.9998076,0.9998088,0.9996622,0.9996973,0.9996368,0.9994645,0.9996324,0.9997993,1.000038,1.00002,0.9998284,0.9996476,0.9999062,0.9998841,0.9997173,0.9991533,0.9999761,0.9999582,0.9995946,0.9999596,0.9999497,0.9999845,0.9997094,0.9998532,0.9997409,0.9999397,0.9997808,0.9996564,0.9998987,0.9996487,1,0.9997477,1,1,1,1,1,1
2034,0.9997228,1.000005,0.9997893,0.9999046,1.000021,0.9999798,0.999927,0.9999936,0.9999191,0.9998806,0.9997635,0.9998278,0.9997783,0.9997292,0.9998927,0.9998422,0.9999332,0.9998276,0.9998547,0.999687,0.999805,0.9998613,0.9998736,1.000054,0.9998226,0.9998462,0.9997756,0.9997047,0.99987,0.9998786,0.999897,0.9997125,0.9998426,0.9997227,0.9997169,0.999772,0.9997544,0.9998313,0.9998665,0.9998298,0.9995524,0.9997931,0.9997684,0.9998425,0.9998698,0.9998942,0.999617,0.9998911,0.9999943,0.9997352,0.9998081,1.000048,1.000006,0.9997678,1.000078,1.000043,1.000063,0.9998426,1.000031,0.9997177,1.000041,0.9999058,0.9998147,0.9999815,0.9998152,1,0.9997826,1,1,1,1,1,1
2035,0.9998294,1.000076,0.999723,0.9998121,0.9999692,0.9998667,0.9998579,0.9998049,0.999702,0.9996932,0.9996407,0.9997602,0.999888,0.9997261,0.9998016,0.9998565,0.9998829,0.9997742,0.9998195,0.9996662,0.9997199,0.9999273,1.000009,1.00019,0.99996,1.000029,1.000037,1.000015,0.9999013,1.000036,1.000057,0.999975,0.9999552,0.9998879,0.999827,0.9999608,0.9999328,1.000015,1.000044,1.00008,0.9997804,0.9999425,0.9999313,1.000026,0.9999675,0.9999418,0.9997599,0.999936,1.000111,0.9998744,1.000473,1.000059,0.99999,0.9998562,1.000048,1.000059,1.000212,0.9999137,0.9999671,0.9998459,1.000078,0.9999794,0.9998701,1.00014,0.9998267,1,0.9999934,1,1,1,1,1,1
2036,0.9997833,1.000038,0.9996509,0.9998288,0.999965,0.9998998,0.9997812,0.9998576,0.9998105,0.9998688,0.9998518,0.9996192,0.9998839,0.9999404,0.9999102,0.9998372,1.000019,0.9998867,1.000083,0.9999835,0.9998033,0.9998785,0.9999163,1.000026,1.000231,1.000075,1.000183,1.000002,0.9998968,1.000127,1.000098,0.9996266,0.9998651,0.9998384,0.9999269,0.9998727,0.9998543,0.9999392,0.9999604,1.000006,0.9998056,0.9998606,0.999832,1.000077,1.000058,0.9998415,0.9997351,0.9999712,0.9999894,0.9997578,0.999078,0.999986,0.99994,0.9996129,0.9998794,0.999965,1.000193,0.9997668,0.9997947,0.9997982,0.999954,0.9998536,0.9996547,1.000087,0.9996064,1,1.000065,1,1,1,1,1,1
2037,0.9997889,0.9999916,0.9996783,0.9999631,1.000012,1.000016,0.9999347,1.000053,1.000088,1.000127,1.000093,0.9997685,0.9998236,0.999897,0.9999643,0.9998563,0.9999969,0.9998243,0.9999852,0.9998736,0.9999248,0.9998594,0.9998505,0.9998522,0.9999887,0.9998727,0.9997686,0.9996903,0.999895,0.9998716,0.9999065,0.9996908,0.9997921,0.9996834,0.9997199,0.9997134,0.9996764,0.9997222,0.9997432,0.9997374,0.9995918,0.9996648,0.9997044,0.9998755,0.9999344,0.9998469,0.9996337,0.9999381,0.9998683,0.9996727,0.9994118,0.9999242,0.9999959,0.9996248,1.000039,0.9999033,1.000027,0.9997025,0.9999728,0.9996851,0.9999152,0.9997675,0.9996953,0.9999219,0.9997401,1,0.9998558,1,1,1,1,1,1
2038,0.9998953,0.9999997,0.9997048,0.9999937,1.000028,1.000033,1.000022,1.000086,1.000112,1.00005,0.9999806,0.999813,0.9997843,0.9997653,0.9999645,0.9998977,0.999898,0.999724,0.9998367,0.9996945,0.9999006,0.9999629,0.9999658,0.9999183,0.9999087,0.9999611,0.9999102,0.9999132,0.99998,0.9999567,0.9999359,1.000148,0.9999464,0.9998518,0.999747,0.9999111,0.9998824,0.9997025,0.9997261,0.9996865,0.9994714,0.9996431,0.9999115,1.000053,0.9999802,0.9999338,0.9997193,0.9999594,0.9999571,0.9998502,1.000847,0.9999835,1.000012,0.9998249,1.000148,0.9999463,0.9999778,0.9998063,1.000029,0.999798,1.000014,0.9998474,0.9998599,0.9999299,0.9998799,1,0.9997234,1,1,1,1,1,1
2039,0.9999087,1.000014,0.9996154,0.9998655,1.000005,0.9999661,0.999819,0.9999637,0.9998463,0.9997485,0.9997044,0.9996049,0.9997588,0.9998656,0.9999536,0.9998464,1.000006,0.9998539,1.000056,0.999922,0.999764,0.9999211,0.999899,1.000069,1.000159,1.000064,1.00025,1.000009,0.9999631,1.000171,1.000072,0.9996476,0.999903,0.9998755,0.9999528,0.9999132,0.9999202,0.999895,0.999919,0.999898,0.9996081,0.9998257,0.9998876,1.000141,1.000061,0.999857,0.999706,1,1.000015,0.9997917,0.9992922,1.000072,0.999938,0.9996722,0.9999024,1.000011,1.000096,0.9998286,0.9998145,0.9998128,1.000029,0.999902,0.9997041,1.000028,0.9996262,1,0.9998735,1,1,1,1,1,1
2040,0.9999229,1.000051,0.9995529,0.9998134,0.9999802,0.9999098,0.9997961,0.9998615,0.9997044,0.9996639,0.9996951,0.9996948,0.9998437,0.9998299,0.999813,0.9998147,0.9999797,0.9998126,0.9999594,0.9998181,0.9997131,0.9998403,0.9998359,1.00013,0.9999478,0.9998581,0.9997956,0.9996526,0.9998617,0.9998944,0.9999676,0.9994004,0.9997624,0.9996555,0.9997614,0.9996949,0.9996679,1.000008,1.000029,1.000065,0.9997832,0.9999353,0.99967,0.9997917,0.9998781,0.9998445,0.9996091,0.9999538,1.000001,0.9996447,0.9988484,1.000039,0.9999821,0.9996488,0.9999614,1.00001,1.000183,0.9998268,0.9999583,0.9996929,1.000005,0.9999041,0.999707,1.000068,0.9996943,1,1.000017,1,1,1,1,1,1
2041,0.999991,1.000064,0.9995701,0.9998927,0.9999717,0.9999214,0.9999723,0.9998903,0.9998809,0.9998782,0.9999146,0.99981,0.9999385,0.9997439,0.9998074,0.9998834,0.9998328,0.9996397,0.9997468,0.9996117,0.9998162,0.9999664,1.000027,1.000038,0.9998694,0.9999602,0.9998036,0.999917,0.9999443,0.9998905,0.99998,1.000189,0.9999384,0.9998323,0.9997017,0.999908,0.9998517,0.9999041,0.999918,0.9999742,0.9997612,0.9998116,0.9998907,0.999954,0.9999318,0.9999606,0.9997692,0.9999629,1.000025,0.999857,1.001043,0.9999554,1.000029,0.9998745,1.000167,0.9999363,1.000141,0.9998468,1.000071,0.9998248,1.000014,0.9998917,0.9999032,1.00007,0.9999338,1,0.9999855,1,1,1,1,1,1
2042,0.9999058,0.9999707,0.9995432,0.999948,1.000002,1.000027,0.999905,1.000065,1.000102,1.000064,1.000044,0.9995665,0.999814,0.9999718,1.000056,0.9998751,1.000018,0.9998234,1.000109,1.000016,0.9999173,0.9999771,0.9999535,0.9998519,1.000304,1.000164,1.000366,1.000176,1.000033,1.000238,1.000097,0.9999245,0.9999565,0.9999578,0.9999888,0.9999869,0.9999871,0.9997312,0.9997454,0.9997345,0.9995749,0.9996428,0.999963,1.000286,1.000165,0.9998605,0.9997935,1.000035,0.9999225,0.9998502,0.9997318,0.9999531,0.9999328,0.9996453,0.9999189,0.9998716,1.000024,0.9997175,0.9997597,0.9998643,0.9999346,0.9997851,0.9996777,0.9999678,0.9996228,1,0.9998753,1,1,1,1,1,1
2043,0.9998541,0.9999376,0.9995301,0.9999518,1.000041,1.000083,0.9998701,1.000146,1.000073,0.9999671,0.9999455,0.9996371,0.999705,0.9999474,1.000028,0.9998214,1.0001,0.9999027,1.000122,0.9999949,0.9998677,0.9998391,0.999733,0.9998792,1.000049,0.9998398,0.9998636,0.9995863,0.9999308,0.9999366,0.9998973,0.9992569,0.9997203,0.9996206,0.999801,0.9996233,0.999625,0.999723,0.9997436,0.9996872,0.9994738,0.9996684,0.9996218,0.9998574,0.9999363,0.999783,0.999542,0.9999784,0.9998405,0.9995769,0.9982135,1.000001,0.9999592,0.9995126,0.9999135,0.9999217,0.9999642,0.999696,0.9998863,0.9996262,0.9999287,0.999773,0.9995927,0.9998662,0.9995866,1,0.9997631,1,1,1,1,1,1
2044,1.00003,1.000047,0.9995537,0.9998975,1.000008,0.9999602,0.9999977,0.9999516,0.9998402,0.9996998,0.999718,0.999889,0.9998438,0.9996251,0.9997702,0.9998772,0.9998197,0.9996284,0.9996347,0.9994509,0.9997401,0.9999567,0.9999683,1.00014,0.9996334,0.9998093,0.9995691,0.9996876,0.9999378,0.9997502,0.9998769,1.000065,0.9998946,0.9997301,0.9995955,0.9998104,0.999761,0.9999173,0.9999372,0.9999425,0.9996247,0.999844,0.9998148,0.9997907,0.9998063,0.9999763,0.9996619,0.9999411,1.000052,0.9998062,1.001092,1.000045,1.000059,0.9999425,1.000242,1.000011,1.000079,0.9999263,1.000203,0.999745,1.000096,0.9999606,0.999975,1.000024,1.000017,1,0.999828,1,1,1,1,1,1
2045,1.000033,1.000057,0.9994661,0.9997988,0.9999554,0.9998803,0.9998257,0.9998212,0.9997229,0.999634,0.9996762,0.9995791,0.9999099,0.99984,0.9998565,0.9998763,0.9999097,0.9997393,0.9999467,0.9998264,0.9997182,1.000032,1.00007,1.000156,1.000224,1.000228,1.000425,1.000329,1.000022,1.000274,1.000199,1.000096,1.000041,1.000052,1.000005,1.000118,1.000107,1.000031,1.000044,1.0001,0.9998138,0.9999197,1.000077,1.00031,1.000142,0.9999338,0.9998713,1.00004,1.000115,0.9999611,1.000513,1.000047,0.9999442,0.9998178,0.9999519,0.9999745,1.000206,0.9998935,0.9998092,0.9999595,1.000058,0.9999564,0.999815,1.000165,0.9997218,1,1.000064,1,1,1,1,1,1
2046,0.9998611,0.9999652,0.9994087,0.9998536,0.9999875,0.9999954,0.9997446,0.9999972,0.9999214,0.9998951,0.9999514,0.9994948,0.9998212,1.000083,0.9999916,0.9998,1.000143,0.9999496,1.000273,1.000189,0.9998321,0.9998366,0.9997539,0.999908,1.000304,0.9999714,1.000103,0.9997602,0.9999161,1.000083,1.000035,0.9991052,0.9997129,0.9996749,0.9999328,0.9996662,0.9996684,0.9998658,0.9998775,0.9998984,0.9997277,0.9997812,0.999635,0.9999559,1.000034,0.9997409,0.9996148,1.000012,0.9998575,0.9995682,0.9974875,0.9999626,0.999914,0.9993977,0.9997626,0.9998763,1.000104,0.9996577,0.9997227,0.9996829,0.9998715,0.9997553,0.999477,0.99998,0.9994348,1,1.000031,1,1,1,1,1,1
2047,0.999961,0.9999822,0.9995226,1.000011,1.00003,1.000069,1.000093,1.000128,1.000155,1.000072,1.000098,0.9999211,0.9998444,0.9997293,0.9998763,0.9998789,0.9998698,0.9996438,0.9997011,0.9995463,0.9999121,0.9999253,0.9998912,0.9998766,0.999624,0.999706,0.9993531,0.999494,0.9999378,0.9996157,0.9997623,0.9999921,0.9998038,0.9996057,0.9994984,0.9996603,0.9996001,0.9996944,0.9997086,0.9996949,0.9995126,0.9996262,0.999681,0.9996758,0.9997755,0.9999307,0.9996029,0.9999282,0.9998795,0.9996972,1.000694,0.9999202,1.000075,0.9998233,1.000274,0.9998757,0.9999506,0.9997714,1.00023,0.9996542,0.999972,0.9998031,0.9998906,0.9998788,1.000003,1,0.9997503,1,1,1,1,1,1
2048,1.00004,0.9999967,0.999516,0.9999456,1.00001,1.000017,1.000013,1.000051,1.000046,0.9998713,0.9998476,0.9996862,0.9998232,0.9997599,0.9999644,0.9999221,0.9998621,0.9996729,0.9998227,0.9996805,0.9998387,1.000105,1.000104,1.000007,1.000074,1.000194,1.000337,1.000337,1.000108,1.000217,1.000097,1.00049,1.000118,1.000099,0.9999251,1.000172,1.000165,0.9997881,0.9998031,0.999779,0.9995129,0.9996913,1.000163,1.000364,1.000134,0.9999895,0.999876,1.000037,1.000058,1.000045,1.00171,1.000028,0.9999813,0.9999435,1.000114,0.9999307,1.000007,0.9998829,0.9999244,0.9999685,1.000076,0.9999175,0.9999343,1.000017,0.9998774,1,0.9997756,1,1,1,1,1,1
2049,0.9998837,0.9999576,0.9993809,0.9997947,0.9999987,0.9999898,0.9996516,0.9999842,0.9997864,0.9996378,0.9996662,0.9993846,0.9997337,1.000077,1.000011,0.9997854,1.000196,1.00003,1.000355,1.00025,0.9997223,0.999858,0.9997373,1.000049,1.000411,1.000061,1.000395,0.9998918,0.9999523,1.000266,1.00012,0.9989273,0.9997492,0.9997571,1.000083,0.9997427,0.9997826,0.9999566,0.9999734,0.9999596,0.9996776,0.9998751,0.9997074,1.000092,1.0001,0.9997256,0.9996127,1.000042,0.9999333,0.9996012,0.9970296,1.000082,0.9998705,0.9993889,0.9996459,0.9999595,1.000116,0.999732,0.9996117,0.99972,0.9999478,0.99984,0.9994497,1.000017,0.9993241,1,0.999986,1,1,1,1,1,1
2050,0.9999887,1.000043,0.9994346,0.9998584,0.9999921,0.99995,0.9999354,0.9999232,0.999791,0.999705,0.999806,0.9999014,0.9999044,0.9997089,0.9997042,0.999828,0.9998846,0.9996806,0.999696,0.9995281,0.9997329,0.9998499,0.999825,1.000106,0.9995514,0.9996001,0.9991753,0.9992781,0.9998361,0.9995113,0.9997716,0.9995423,0.999685,0.9994588,0.9994534,0.9995122,0.9994433,0.9999703,0.999984,1.000033,0.9997653,0.9998953,0.9995174,0.9994411,0.999657,0.9998975,0.9995218,0.9999045,0.9999564,0.99957,0.9996778,0.9999847,1.000074,0.9997686,1.000199,0.9999555,1.000124,0.9998413,1.000252,0.9995785,1.000007,0.9998915,0.9998471,1.00001,0.9999492,1,0.999969,1,1,1,1,1,1
2051,1.000108,1.000057,0.9994815,0.9999261,0.9999676,0.9999414,1.000086,0.9999313,0.9999986,0.9999077,0.9999521,0.9998031,0.9999903,0.999686,0.9998356,0.9999532,0.9997244,0.9995227,0.9996207,0.9994874,0.9998484,1.000161,1.000239,1.00003,0.9999475,1.000199,1.000154,1.000406,1.000098,1.000099,1.000099,1.000944,1.000184,1.000139,0.9998042,1.000245,1.000193,0.9998593,0.9998659,0.9999207,0.9997022,0.9997377,1.000231,1.00032,1.000093,1.000071,0.999974,1.000019,1.000106,1.000138,1.00308,0.9999511,1.000033,1.000097,1.000273,0.9998827,1.000093,0.999917,1.000058,1.000032,1.000076,0.9999333,1.000076,1.000105,1.000077,1,0.9999343,1,1,1,1,1,1
2052,0.999833,0.9998894,0.9993715,0.9998965,1.000014,1.000088,0.9997044,1.000152,1.000114,0.9999978,0.9999916,0.9992573,0.9997112,1.000247,1.000219,0.9998154,1.000267,1.000085,1.000553,1.0005,0.9998994,0.9999268,0.999774,0.9997899,1.000737,1.000269,1.000813,1.000221,1.000058,1.000519,1.000208,0.999134,0.99984,0.9999328,1.000264,0.9998956,0.9999591,0.9997296,0.9997409,0.9996948,0.9995363,0.9996396,0.9998578,1.000426,1.000316,0.9996966,0.9997202,1.000098,0.9998282,0.9996886,0.9970603,0.9999939,0.9998202,0.999292,0.999558,0.9998283,0.9999945,0.9995987,0.9994172,0.9998147,0.9998512,0.9997082,0.9993481,0.9999228,0.9991949,1,0.999908,1,1,1,1,1,1
2053,0.9998854,0.999945,0.9994432,0.9999524,1.000057,1.000105,0.9999354,1.000173,1.000033,0.9998711,0.9999129,0.9998538,0.999725,0.9998117,0.9998719,0.9997929,1.000045,0.9998324,0.9998908,0.9997197,0.999815,0.9997609,0.9996109,0.9999373,0.9995614,0.9994421,0.9990544,0.9989447,0.9998262,0.9994431,0.9996387,0.9989717,0.9995205,0.9992654,0.999437,0.9992704,0.9992342,0.999763,0.999782,0.9997333,0.9994843,0.9997225,0.9992995,0.9992965,0.9996071,0.999788,0.9993353,0.9998943,0.9997924,0.9993625,0.9980116,0.9999937,1.000051,0.99955,1.0001,0.9999261,0.9999394,0.9997218,1.000204,0.999408,0.9999408,0.9997852,0.9996713,0.9998124,0.9997823,1,0.9997311,1,1,1,1,1,1
