EwEVersion,"6.6.7.17812 (compiled 28/02/2022)"
Date,"26/02/2023 11:47:50 AM"
ModelName,CS_model_V1_110722
EcosimScenario,"New Ecosim scenario"
TimeSeries,(none)
StartYear,2020

Data,"PredationMortality of Corals"

timestep\group,"Other crabs",Seastars,
1,0.007212519,0.02798879
2,0.007211395,0.02798345
3,0.007211674,0.02798512
4,0.007211959,0.02798648
5,0.007212196,0.02798745
6,0.007212388,0.02798813
7,0.007212544,0.02798861
8,0.007212671,0.02798893
9,0.007212772,0.02798914
10,0.007212856,0.02798928
11,0.007212923,0.02798937
12,0.007212981,0.02798944
13,0.00721303,0.0279895
14,0.007213074,0.02798955
15,0.007213114,0.02798962
16,0.007213152,0.02798969
17,0.007213189,0.02798977
18,0.007213227,0.02798985
19,0.007213263,0.02798992
20,0.007213301,0.02799
21,0.007213337,0.02799006
22,0.007213376,0.0279901
23,0.007213415,0.02799013
24,0.007213452,0.02799013
25,0.00721349,0.0279901
26,0.007213525,0.02799004
27,0.00721356,0.02798993
28,0.007213591,0.02798979
29,0.007213619,0.02798961
30,0.007213645,0.02798939
31,0.007213667,0.02798914
32,0.007213683,0.02798885
33,0.007213697,0.02798853
34,0.007213704,0.02798818
35,0.007213709,0.02798781
36,0.007213708,0.02798741
37,0.007213703,0.027987
38,0.007213695,0.02798657
39,0.007213681,0.02798614
40,0.007213668,0.02798572
41,0.007213651,0.02798531
42,0.00721363,0.0279849
43,0.007213612,0.02798452
44,0.007213591,0.02798416
45,0.007213573,0.02798384
46,0.007213557,0.02798355
47,0.007213544,0.02798329
48,0.007213532,0.02798309
49,0.007213527,0.02798292
50,0.00721353,0.02798282
51,0.007213537,0.02798276
52,0.007213552,0.02798275
53,0.007213573,0.02798279
54,0.007213604,0.02798288
55,0.007213643,0.02798302
56,0.007213692,0.02798321
57,0.007213749,0.02798343
58,0.007213811,0.02798369
59,0.007213885,0.02798399
60,0.007213965,0.02798432
61,0.007214052,0.02798467
62,0.00721414,0.02798504
63,0.007214237,0.02798542
64,0.007214336,0.0279858
65,0.007214436,0.02798619
66,0.007214535,0.02798656
67,0.007214632,0.02798691
68,0.007214725,0.02798724
69,0.007214812,0.02798754
70,0.007214894,0.02798781
71,0.007214968,0.02798804
72,0.007215032,0.02798822
73,0.007215085,0.02798836
74,0.007215126,0.02798846
75,0.007215153,0.02798849
76,0.007215166,0.02798848
77,0.007215169,0.02798842
78,0.007215152,0.0279883
79,0.007215125,0.02798813
80,0.007215084,0.02798792
81,0.007215029,0.02798766
82,0.007214961,0.02798736
83,0.007214881,0.02798701
84,0.007214792,0.02798664
85,0.007214694,0.02798623
86,0.007214589,0.02798581
87,0.00721448,0.02798536
88,0.007214367,0.0279849
