EwEVersion,"6.6.7.17812 (compiled 28/02/2022)"
Date,"26/02/2023 11:47:52 AM"
ModelName,CS_model_V1_110722
EcosimScenario,"New Ecosim scenario"
TimeSeries,(none)
StartYear,2020

Data,MortFleetGroup

timestep,fleet,group,value
173,3,41,0.03451179
173,3,45,0.005274914
174,1,22,0.08660508
174,2,7,0.0001891398
174,3,15,0.0003369485
174,3,20,0.0001545894
174,3,41,0.03451179
174,3,45,0.005274914
175,1,22,0.08660508
175,2,7,0.0001891398
175,3,15,0.0003369485
175,3,20,0.0001545894
175,3,41,0.03451179
175,3,45,0.005274914
176,1,22,0.08660508
176,2,7,0.0001891398
176,3,15,0.0003369485
176,3,20,0.0001545894
176,3,41,0.03451179
176,3,45,0.005274914
177,1,22,0.08660508
177,2,7,0.0001891398
177,3,15,0.0003369485
177,3,20,0.0001545894
177,3,41,0.03451179
177,3,45,0.005274914
178,1,22,0.08660508
178,2,7,0.0001891398
178,3,15,0.0003369485
178,3,20,0.0001545894
178,3,41,0.03451179
178,3,45,0.005274914
179,1,22,0.08660508
179,2,7,0.0001891398
179,3,15,0.0003369485
179,3,20,0.0001545894
179,3,41,0.03451179
179,3,45,0.005274914
180,1,22,0.08660508
180,2,7,0.0001891398
180,3,15,0.0003369485
180,3,20,0.0001545894
180,3,41,0.03451179
180,3,45,0.005274914
181,1,22,0.08660508
181,2,7,0.0001891398
181,3,15,0.0003369485
181,3,20,0.0001545894
181,3,41,0.03451179
181,3,45,0.005274914
182,1,22,0.08660508
182,2,7,0.0001891398
182,3,15,0.0003369485
182,3,20,0.0001545894
182,3,41,0.03451179
182,3,45,0.005274914
183,1,22,0.08660508
183,2,7,0.0001891398
183,3,15,0.0003369485
183,3,20,0.0001545894
183,3,41,0.03451179
183,3,45,0.005274914
184,1,22,0.08660508
184,2,7,0.0001891398
184,3,15,0.0003369485
184,3,20,0.0001545894
184,3,41,0.03451179
184,3,45,0.005274914
185,1,22,0.08660508
185,2,7,0.0001891398
185,3,15,0.0003369485
185,3,20,0.0001545894
185,3,41,0.03451179
185,3,45,0.005274914
186,1,22,0.08660508
186,2,7,0.0001891398
186,3,15,0.0003369485
186,3,20,0.0001545894
186,3,41,0.03451179
186,3,45,0.005274914
187,1,22,0.08660508
187,2,7,0.0001891398
187,3,15,0.0003369485
187,3,20,0.0001545894
187,3,41,0.03451179
187,3,45,0.005274914
188,1,22,0.08660508
188,2,7,0.0001891398
188,3,15,0.0003369485
188,3,20,0.0001545894
188,3,41,0.03451179
188,3,45,0.005274914
189,1,22,0.08660508
189,2,7,0.0001891398
189,3,15,0.0003369485
189,3,20,0.0001545894
189,3,41,0.03451179
189,3,45,0.005274914
190,1,22,0.08660508
190,2,7,0.0001891398
190,3,15,0.0003369485
190,3,20,0.0001545894
190,3,41,0.03451179
190,3,45,0.005274914
191,1,22,0.08660508
191,2,7,0.0001891398
191,3,15,0.0003369485
191,3,20,0.0001545894
191,3,41,0.03451179
191,3,45,0.005274914
192,1,22,0.08660508
192,2,7,0.0001891398
192,3,15,0.0003369485
192,3,20,0.0001545894
192,3,41,0.03451179
192,3,45,0.005274914
193,1,22,0.08660508
193,2,7,0.0001891398
193,3,15,0.0003369485
193,3,20,0.0001545894
193,3,41,0.03451179
193,3,45,0.005274914
194,1,22,0.08660508
194,2,7,0.0001891398
194,3,15,0.0003369485
194,3,20,0.0001545894
194,3,41,0.03451179
194,3,45,0.005274914
195,1,22,0.08660508
195,2,7,0.0001891398
195,3,15,0.0003369485
195,3,20,0.0001545894
195,3,41,0.03451179
195,3,45,0.005274914
196,1,22,0.08660508
196,2,7,0.0001891398
196,3,15,0.0003369485
196,3,20,0.0001545894
196,3,41,0.03451179
196,3,45,0.005274914
197,1,22,0.08660508
197,2,7,0.0001891398
197,3,15,0.0003369485
197,3,20,0.0001545894
197,3,41,0.03451179
197,3,45,0.005274914
198,1,22,0.08660508
198,2,7,0.0001891398
198,3,15,0.0003369485
198,3,20,0.0001545894
198,3,41,0.03451179
198,3,45,0.005274914
199,1,22,0.08660508
199,2,7,0.0001891398
199,3,15,0.0003369485
199,3,20,0.0001545894
199,3,41,0.03451179
199,3,45,0.005274914
200,1,22,0.08660508
200,2,7,0.0001891398
200,3,15,0.0003369485
200,3,20,0.0001545894
200,3,41,0.03451179
200,3,45,0.005274914
201,1,22,0.08660508
201,2,7,0.0001891398
201,3,15,0.0003369485
201,3,20,0.0001545894
201,3,41,0.03451179
201,3,45,0.005274914
202,1,22,0.08660508
202,2,7,0.0001891398
202,3,15,0.0003369485
202,3,20,0.0001545894
202,3,41,0.03451179
202,3,45,0.005274914
203,1,22,0.08660508
203,2,7,0.0001891398
203,3,15,0.0003369485
203,3,20,0.0001545894
203,3,41,0.03451179
203,3,45,0.005274914
204,1,22,0.08660508
204,2,7,0.0001891398
204,3,15,0.0003369485
204,3,20,0.0001545894
204,3,41,0.03451179
204,3,45,0.005274914
205,1,22,0.08660508
205,2,7,0.0001891398
205,3,15,0.0003369485
205,3,20,0.0001545894
205,3,41,0.03451179
205,3,45,0.005274914
206,1,22,0.08660508
206,2,7,0.0001891398
206,3,15,0.0003369485
206,3,20,0.0001545894
206,3,41,0.03451179
206,3,45,0.005274914
207,1,22,0.08660508
207,2,7,0.0001891398
207,3,15,0.0003369485
207,3,20,0.0001545894
207,3,41,0.03451179
207,3,45,0.005274914
208,1,22,0.08660508
208,2,7,0.0001891398
208,3,15,0.0003369485
208,3,20,0.0001545894
208,3,41,0.03451179
208,3,45,0.005274914
209,1,22,0.08660508
209,2,7,0.0001891398
209,3,15,0.0003369485
209,3,20,0.0001545894
209,3,41,0.03451179
209,3,45,0.005274914
210,1,22,0.08660508
210,2,7,0.0001891398
210,3,15,0.0003369485
210,3,20,0.0001545894
210,3,41,0.03451179
210,3,45,0.005274914
211,1,22,0.08660508
211,2,7,0.0001891398
211,3,15,0.0003369485
211,3,20,0.0001545894
211,3,41,0.03451179
211,3,45,0.005274914
212,1,22,0.08660508
212,2,7,0.0001891398
212,3,15,0.0003369485
212,3,20,0.0001545894
212,3,41,0.03451179
212,3,45,0.005274914
213,1,22,0.08660508
213,2,7,0.0001891398
213,3,15,0.0003369485
213,3,20,0.0001545894
213,3,41,0.03451179
213,3,45,0.005274914
214,1,22,0.08660508
214,2,7,0.0001891398
214,3,15,0.0003369485
214,3,20,0.0001545894
214,3,41,0.03451179
214,3,45,0.005274914
215,1,22,0.08660508
215,2,7,0.0001891398
215,3,15,0.0003369485
215,3,20,0.0001545894
215,3,41,0.03451179
215,3,45,0.005274914
216,1,22,0.08660508
216,2,7,0.0001891398
216,3,15,0.0003369485
216,3,20,0.0001545894
216,3,41,0.03451179
216,3,45,0.005274914
217,1,22,0.08660508
217,2,7,0.0001891398
217,3,15,0.0003369485
217,3,20,0.0001545894
217,3,41,0.03451179
217,3,45,0.005274914
218,1,22,0.08660508
218,2,7,0.0001891398
218,3,15,0.0003369485
218,3,20,0.0001545894
218,3,41,0.03451179
218,3,45,0.005274914
219,1,22,0.08660508
219,2,7,0.0001891398
219,3,15,0.0003369485
219,3,20,0.0001545894
219,3,41,0.03451179
219,3,45,0.005274914
220,1,22,0.08660508
220,2,7,0.0001891398
220,3,15,0.0003369485
220,3,20,0.0001545894
220,3,41,0.03451179
220,3,45,0.005274914
221,1,22,0.08660508
221,2,7,0.0001891398
221,3,15,0.0003369485
221,3,20,0.0001545894
221,3,41,0.03451179
221,3,45,0.005274914
222,1,22,0.08660508
222,2,7,0.0001891398
222,3,15,0.0003369485
222,3,20,0.0001545894
222,3,41,0.03451179
222,3,45,0.005274914
223,1,22,0.08660508
223,2,7,0.0001891398
223,3,15,0.0003369485
223,3,20,0.0001545894
223,3,41,0.03451179
223,3,45,0.005274914
224,1,22,0.08660508
224,2,7,0.0001891398
224,3,15,0.0003369485
224,3,20,0.0001545894
224,3,41,0.03451179
224,3,45,0.005274914
225,1,22,0.08660508
225,2,7,0.0001891398
225,3,15,0.0003369485
225,3,20,0.0001545894
225,3,41,0.03451179
225,3,45,0.005274914
226,1,22,0.08660508
226,2,7,0.0001891398
226,3,15,0.0003369485
226,3,20,0.0001545894
226,3,41,0.03451179
226,3,45,0.005274914
227,1,22,0.08660508
227,2,7,0.0001891398
227,3,15,0.0003369485
227,3,20,0.0001545894
227,3,41,0.03451179
227,3,45,0.005274914
228,1,22,0.08660508
228,2,7,0.0001891398
228,3,15,0.0003369485
228,3,20,0.0001545894
228,3,41,0.03451179
228,3,45,0.005274914
229,1,22,0.08660508
229,2,7,0.0001891398
229,3,15,0.0003369485
229,3,20,0.0001545894
229,3,41,0.03451179
229,3,45,0.005274914
230,1,22,0.08660508
230,2,7,0.0001891398
230,3,15,0.0003369485
230,3,20,0.0001545894
230,3,41,0.03451179
230,3,45,0.005274914
231,1,22,0.08660508
231,2,7,0.0001891398
231,3,15,0.0003369485
231,3,20,0.0001545894
231,3,41,0.03451179
231,3,45,0.005274914
232,1,22,0.08660508
232,2,7,0.0001891398
232,3,15,0.0003369485
232,3,20,0.0001545894
232,3,41,0.03451179
232,3,45,0.005274914
233,1,22,0.08660508
233,2,7,0.0001891398
233,3,15,0.0003369485
233,3,20,0.0001545894
233,3,41,0.03451179
233,3,45,0.005274914
234,1,22,0.08660508
234,2,7,0.0001891398
234,3,15,0.0003369485
234,3,20,0.0001545894
234,3,41,0.03451179
234,3,45,0.005274914
235,1,22,0.08660508
235,2,7,0.0001891398
235,3,15,0.0003369485
235,3,20,0.0001545894
235,3,41,0.03451179
235,3,45,0.005274914
236,1,22,0.08660508
236,2,7,0.0001891398
236,3,15,0.0003369485
236,3,20,0.0001545894
236,3,41,0.03451179
236,3,45,0.005274914
237,1,22,0.08660508
237,2,7,0.0001891398
237,3,15,0.0003369485
237,3,20,0.0001545894
237,3,41,0.03451179
237,3,45,0.005274914
238,1,22,0.08660508
238,2,7,0.0001891398
238,3,15,0.0003369485
238,3,20,0.0001545894
238,3,41,0.03451179
238,3,45,0.005274914
239,1,22,0.08660508
239,2,7,0.0001891398
239,3,15,0.0003369485
239,3,20,0.0001545894
239,3,41,0.03451179
239,3,45,0.005274914
240,1,22,0.08660508
240,2,7,0.0001891398
240,3,15,0.0003369485
240,3,20,0.0001545894
240,3,41,0.03451179
240,3,45,0.005274914
241,1,22,0.08660508
241,2,7,0.0001891398
241,3,15,0.0003369485
241,3,20,0.0001545894
241,3,41,0.03451179
241,3,45,0.005274914
242,1,22,0.08660508
242,2,7,0.0001891398
242,3,15,0.0003369485
242,3,20,0.0001545894
242,3,41,0.03451179
242,3,45,0.005274914
243,1,22,0.08660508
243,2,7,0.0001891398
243,3,15,0.0003369485
243,3,20,0.0001545894
243,3,41,0.03451179
243,3,45,0.005274914
244,1,22,0.08660508
244,2,7,0.0001891398
244,3,15,0.0003369485
244,3,20,0.0001545894
244,3,41,0.03451179
244,3,45,0.005274914
245,1,22,0.08660508
245,2,7,0.0001891398
245,3,15,0.0003369485
245,3,20,0.0001545894
245,3,41,0.03451179
245,3,45,0.005274914
246,1,22,0.08660508
246,2,7,0.0001891398
246,3,15,0.0003369485
246,3,20,0.0001545894
246,3,41,0.03451179
246,3,45,0.005274914
247,1,22,0.08660508
247,2,7,0.0001891398
247,3,15,0.0003369485
247,3,20,0.0001545894
247,3,41,0.03451179
247,3,45,0.005274914
248,1,22,0.08660508
248,2,7,0.0001891398
248,3,15,0.0003369485
248,3,20,0.0001545894
248,3,41,0.03451179
248,3,45,0.005274914
249,1,22,0.08660508
249,2,7,0.0001891398
249,3,15,0.0003369485
249,3,20,0.0001545894
249,3,41,0.03451179
249,3,45,0.005274914
250,1,22,0.08660508
250,2,7,0.0001891398
250,3,15,0.0003369485
250,3,20,0.0001545894
250,3,41,0.03451179
250,3,45,0.005274914
251,1,22,0.08660508
251,2,7,0.0001891398
251,3,15,0.0003369485
251,3,20,0.0001545894
251,3,41,0.03451179
251,3,45,0.005274914
252,1,22,0.08660508
252,2,7,0.0001891398
252,3,15,0.0003369485
252,3,20,0.0001545894
252,3,41,0.03451179
252,3,45,0.005274914
253,1,22,0.08660508
253,2,7,0.0001891398
253,3,15,0.0003369485
253,3,20,0.0001545894
253,3,41,0.03451179
253,3,45,0.005274914
254,1,22,0.08660508
254,2,7,0.0001891398
254,3,15,0.0003369485
254,3,20,0.0001545894
254,3,41,0.03451179
254,3,45,0.005274914
255,1,22,0.08660508
255,2,7,0.0001891398
255,3,15,0.0003369485
255,3,20,0.0001545894
255,3,41,0.03451179
255,3,45,0.005274914
256,1,22,0.08660508
256,2,7,0.0001891398
256,3,15,0.0003369485
256,3,20,0.0001545894
256,3,41,0.03451179
256,3,45,0.005274914
257,1,22,0.08660508
257,2,7,0.0001891398
257,3,15,0.0003369485
257,3,20,0.0001545894
257,3,41,0.03451179
257,3,45,0.005274914
258,1,22,0.08660508
258,2,7,0.0001891398
258,3,15,0.0003369485
258,3,20,0.0001545894
258,3,41,0.03451179
258,3,45,0.005274914
259,1,22,0.08660508
259,2,7,0.0001891398
259,3,15,0.0003369485
259,3,20,0.0001545894
259,3,41,0.03451179
259,3,45,0.005274914
260,1,22,0.08660508
260,2,7,0.0001891398
260,3,15,0.0003369485
260,3,20,0.0001545894
260,3,41,0.03451179
260,3,45,0.005274914
261,1,22,0.08660508
261,2,7,0.0001891398
261,3,15,0.0003369485
261,3,20,0.0001545894
261,3,41,0.03451179
261,3,45,0.005274914
262,1,22,0.08660508
262,2,7,0.0001891398
262,3,15,0.0003369485
262,3,20,0.0001545894
262,3,41,0.03451179
262,3,45,0.005274914
263,1,22,0.08660508
263,2,7,0.0001891398
263,3,15,0.0003369485
263,3,20,0.0001545894
263,3,41,0.03451179
263,3,45,0.005274914
264,1,22,0.08660508
264,2,7,0.0001891398
264,3,15,0.0003369485
264,3,20,0.0001545894
264,3,41,0.03451179
264,3,45,0.005274914
265,1,22,0.08660508
265,2,7,0.0001891398
265,3,15,0.0003369485
265,3,20,0.0001545894
265,3,41,0.03451179
265,3,45,0.005274914
266,1,22,0.08660508
266,2,7,0.0001891398
266,3,15,0.0003369485
266,3,20,0.0001545894
266,3,41,0.03451179
266,3,45,0.005274914
267,1,22,0.08660508
267,2,7,0.0001891398
267,3,15,0.0003369485
267,3,20,0.0001545894
267,3,41,0.03451179
267,3,45,0.005274914
268,1,22,0.08660508
268,2,7,0.0001891398
268,3,15,0.0003369485
268,3,20,0.0001545894
268,3,41,0.03451179
268,3,45,0.005274914
269,1,22,0.08660508
269,2,7,0.0001891398
269,3,15,0.0003369485
269,3,20,0.0001545894
269,3,41,0.03451179
269,3,45,0.005274914
270,1,22,0.08660508
270,2,7,0.0001891398
270,3,15,0.0003369485
270,3,20,0.0001545894
270,3,41,0.03451179
270,3,45,0.005274914
271,1,22,0.08660508
271,2,7,0.0001891398
271,3,15,0.0003369485
271,3,20,0.0001545894
271,3,41,0.03451179
271,3,45,0.005274914
272,1,22,0.08660508
272,2,7,0.0001891398
272,3,15,0.0003369485
272,3,20,0.0001545894
272,3,41,0.03451179
272,3,45,0.005274914
273,1,22,0.08660508
273,2,7,0.0001891398
273,3,15,0.0003369485
273,3,20,0.0001545894
273,3,41,0.03451179
273,3,45,0.005274914
274,1,22,0.08660508
274,2,7,0.0001891398
274,3,15,0.0003369485
274,3,20,0.0001545894
274,3,41,0.03451179
274,3,45,0.005274914
275,1,22,0.08660508
275,2,7,0.0001891398
275,3,15,0.0003369485
275,3,20,0.0001545894
275,3,41,0.03451179
275,3,45,0.005274914
276,1,22,0.08660508
276,2,7,0.0001891398
276,3,15,0.0003369485
276,3,20,0.0001545894
276,3,41,0.03451179
276,3,45,0.005274914
277,1,22,0.08660508
277,2,7,0.0001891398
277,3,15,0.0003369485
277,3,20,0.0001545894
277,3,41,0.03451179
277,3,45,0.005274914
278,1,22,0.08660508
278,2,7,0.0001891398
278,3,15,0.0003369485
278,3,20,0.0001545894
278,3,41,0.03451179
278,3,45,0.005274914
279,1,22,0.08660508
279,2,7,0.0001891398
279,3,15,0.0003369485
279,3,20,0.0001545894
279,3,41,0.03451179
279,3,45,0.005274914
280,1,22,0.08660508
280,2,7,0.0001891398
280,3,15,0.0003369485
280,3,20,0.0001545894
280,3,41,0.03451179
280,3,45,0.005274914
281,1,22,0.08660508
281,2,7,0.0001891398
281,3,15,0.0003369485
281,3,20,0.0001545894
281,3,41,0.03451179
281,3,45,0.005274914
282,1,22,0.08660508
282,2,7,0.0001891398
282,3,15,0.0003369485
282,3,20,0.0001545894
282,3,41,0.03451179
282,3,45,0.005274914
283,1,22,0.08660508
283,2,7,0.0001891398
283,3,15,0.0003369485
283,3,20,0.0001545894
283,3,41,0.03451179
283,3,45,0.005274914
284,1,22,0.08660508
284,2,7,0.0001891398
284,3,15,0.0003369485
284,3,20,0.0001545894
284,3,41,0.03451179
284,3,45,0.005274914
285,1,22,0.08660508
285,2,7,0.0001891398
285,3,15,0.0003369485
285,3,20,0.0001545894
285,3,41,0.03451179
285,3,45,0.005274914
286,1,22,0.08660508
286,2,7,0.0001891398
286,3,15,0.0003369485
286,3,20,0.0001545894
286,3,41,0.03451179
286,3,45,0.005274914
287,1,22,0.08660508
287,2,7,0.0001891398
287,3,15,0.0003369485
287,3,20,0.0001545894
287,3,41,0.03451179
287,3,45,0.005274914
288,1,22,0.08660508
288,2,7,0.0001891398
288,3,15,0.0003369485
288,3,20,0.0001545894
288,3,41,0.03451179
288,3,45,0.005274914
289,1,22,0.08660508
289,2,7,0.0001891398
289,3,15,0.0003369485
289,3,20,0.0001545894
289,3,41,0.03451179
289,3,45,0.005274914
290,1,22,0.08660508
290,2,7,0.0001891398
290,3,15,0.0003369485
290,3,20,0.0001545894
290,3,41,0.03451179
290,3,45,0.005274914
291,1,22,0.08660508
291,2,7,0.0001891398
291,3,15,0.0003369485
291,3,20,0.0001545894
291,3,41,0.03451179
291,3,45,0.005274914
292,1,22,0.08660508
292,2,7,0.0001891398
292,3,15,0.0003369485
292,3,20,0.0001545894
292,3,41,0.03451179
292,3,45,0.005274914
293,1,22,0.08660508
293,2,7,0.0001891398
293,3,15,0.0003369485
293,3,20,0.0001545894
293,3,41,0.03451179
293,3,45,0.005274914
294,1,22,0.08660508
294,2,7,0.0001891398
294,3,15,0.0003369485
294,3,20,0.0001545894
294,3,41,0.03451179
294,3,45,0.005274914
295,1,22,0.08660508
295,2,7,0.0001891398
295,3,15,0.0003369485
295,3,20,0.0001545894
295,3,41,0.03451179
295,3,45,0.005274914
296,1,22,0.08660508
296,2,7,0.0001891398
296,3,15,0.0003369485
296,3,20,0.0001545894
296,3,41,0.03451179
296,3,45,0.005274914
297,1,22,0.08660508
297,2,7,0.0001891398
297,3,15,0.0003369485
297,3,20,0.0001545894
297,3,41,0.03451179
297,3,45,0.005274914
298,1,22,0.08660508
298,2,7,0.0001891398
298,3,15,0.0003369485
298,3,20,0.0001545894
298,3,41,0.03451179
298,3,45,0.005274914
299,1,22,0.08660508
299,2,7,0.0001891398
299,3,15,0.0003369485
299,3,20,0.0001545894
299,3,41,0.03451179
299,3,45,0.005274914
300,1,22,0.08660508
300,2,7,0.0001891398
300,3,15,0.0003369485
300,3,20,0.0001545894
300,3,41,0.03451179
300,3,45,0.005274914
301,1,22,0.08660508
301,2,7,0.0001891398
301,3,15,0.0003369485
301,3,20,0.0001545894
301,3,41,0.03451179
301,3,45,0.005274914
302,1,22,0.08660508
302,2,7,0.0001891398
302,3,15,0.0003369485
302,3,20,0.0001545894
302,3,41,0.03451179
302,3,45,0.005274914
303,1,22,0.08660508
303,2,7,0.0001891398
303,3,15,0.0003369485
303,3,20,0.0001545894
303,3,41,0.03451179
303,3,45,0.005274914
304,1,22,0.08660508
304,2,7,0.0001891398
304,3,15,0.0003369485
304,3,20,0.0001545894
304,3,41,0.03451179
304,3,45,0.005274914
305,1,22,0.08660508
305,2,7,0.0001891398
305,3,15,0.0003369485
305,3,20,0.0001545894
305,3,41,0.03451179
305,3,45,0.005274914
306,1,22,0.08660508
306,2,7,0.0001891398
306,3,15,0.0003369485
306,3,20,0.0001545894
306,3,41,0.03451179
306,3,45,0.005274914
307,1,22,0.08660508
307,2,7,0.0001891398
307,3,15,0.0003369485
307,3,20,0.0001545894
307,3,41,0.03451179
307,3,45,0.005274914
308,1,22,0.08660508
308,2,7,0.0001891398
308,3,15,0.0003369485
308,3,20,0.0001545894
308,3,41,0.03451179
308,3,45,0.005274914
309,1,22,0.08660508
309,2,7,0.0001891398
309,3,15,0.0003369485
309,3,20,0.0001545894
309,3,41,0.03451179
309,3,45,0.005274914
310,1,22,0.08660508
310,2,7,0.0001891398
310,3,15,0.0003369485
310,3,20,0.0001545894
310,3,41,0.03451179
310,3,45,0.005274914
311,1,22,0.08660508
311,2,7,0.0001891398
311,3,15,0.0003369485
311,3,20,0.0001545894
311,3,41,0.03451179
311,3,45,0.005274914
312,1,22,0.08660508
312,2,7,0.0001891398
312,3,15,0.0003369485
312,3,20,0.0001545894
312,3,41,0.03451179
312,3,45,0.005274914
313,1,22,0.08660508
313,2,7,0.0001891398
313,3,15,0.0003369485
313,3,20,0.0001545894
313,3,41,0.03451179
313,3,45,0.005274914
314,1,22,0.08660508
314,2,7,0.0001891398
314,3,15,0.0003369485
314,3,20,0.0001545894
314,3,41,0.03451179
314,3,45,0.005274914
315,1,22,0.08660508
315,2,7,0.0001891398
315,3,15,0.0003369485
315,3,20,0.0001545894
315,3,41,0.03451179
315,3,45,0.005274914
316,1,22,0.08660508
316,2,7,0.0001891398
316,3,15,0.0003369485
316,3,20,0.0001545894
316,3,41,0.03451179
316,3,45,0.005274914
317,1,22,0.08660508
317,2,7,0.0001891398
317,3,15,0.0003369485
317,3,20,0.0001545894
317,3,41,0.03451179
317,3,45,0.005274914
318,1,22,0.08660508
318,2,7,0.0001891398
318,3,15,0.0003369485
318,3,20,0.0001545894
318,3,41,0.03451179
318,3,45,0.005274914
319,1,22,0.08660508
319,2,7,0.0001891398
319,3,15,0.0003369485
319,3,20,0.0001545894
319,3,41,0.03451179
319,3,45,0.005274914
320,1,22,0.08660508
320,2,7,0.0001891398
320,3,15,0.0003369485
320,3,20,0.0001545894
320,3,41,0.03451179
320,3,45,0.005274914
321,1,22,0.08660508
321,2,7,0.0001891398
321,3,15,0.0003369485
321,3,20,0.0001545894
321,3,41,0.03451179
321,3,45,0.005274914
322,1,22,0.08660508
322,2,7,0.0001891398
322,3,15,0.0003369485
322,3,20,0.0001545894
322,3,41,0.03451179
322,3,45,0.005274914
323,1,22,0.08660508
323,2,7,0.0001891398
323,3,15,0.0003369485
323,3,20,0.0001545894
323,3,41,0.03451179
323,3,45,0.005274914
324,1,22,0.08660508
324,2,7,0.0001891398
324,3,15,0.0003369485
324,3,20,0.0001545894
324,3,41,0.03451179
324,3,45,0.005274914
325,1,22,0.08660508
325,2,7,0.0001891398
325,3,15,0.0003369485
325,3,20,0.0001545894
325,3,41,0.03451179
325,3,45,0.005274914
326,1,22,0.08660508
326,2,7,0.0001891398
326,3,15,0.0003369485
326,3,20,0.0001545894
326,3,41,0.03451179
326,3,45,0.005274914
327,1,22,0.08660508
327,2,7,0.0001891398
327,3,15,0.0003369485
327,3,20,0.0001545894
327,3,41,0.03451179
327,3,45,0.005274914
328,1,22,0.08660508
328,2,7,0.0001891398
328,3,15,0.0003369485
328,3,20,0.0001545894
328,3,41,0.03451179
328,3,45,0.005274914
329,1,22,0.08660508
329,2,7,0.0001891398
329,3,15,0.0003369485
329,3,20,0.0001545894
329,3,41,0.03451179
329,3,45,0.005274914
330,1,22,0.08660508
330,2,7,0.0001891398
330,3,15,0.0003369485
330,3,20,0.0001545894
330,3,41,0.03451179
330,3,45,0.005274914
331,1,22,0.08660508
331,2,7,0.0001891398
331,3,15,0.0003369485
331,3,20,0.0001545894
331,3,41,0.03451179
331,3,45,0.005274914
332,1,22,0.08660508
332,2,7,0.0001891398
332,3,15,0.0003369485
332,3,20,0.0001545894
332,3,41,0.03451179
332,3,45,0.005274914
333,1,22,0.08660508
333,2,7,0.0001891398
333,3,15,0.0003369485
333,3,20,0.0001545894
333,3,41,0.03451179
333,3,45,0.005274914
334,1,22,0.08660508
334,2,7,0.0001891398
334,3,15,0.0003369485
334,3,20,0.0001545894
334,3,41,0.03451179
334,3,45,0.005274914
335,1,22,0.08660508
335,2,7,0.0001891398
335,3,15,0.0003369485
335,3,20,0.0001545894
335,3,41,0.03451179
335,3,45,0.005274914
336,1,22,0.08660508
336,2,7,0.0001891398
336,3,15,0.0003369485
336,3,20,0.0001545894
336,3,41,0.03451179
336,3,45,0.005274914
337,1,22,0.08660508
337,2,7,0.0001891398
337,3,15,0.0003369485
337,3,20,0.0001545894
337,3,41,0.03451179
337,3,45,0.005274914
338,1,22,0.08660508
338,2,7,0.0001891398
338,3,15,0.0003369485
338,3,20,0.0001545894
338,3,41,0.03451179
338,3,45,0.005274914
339,1,22,0.08660508
339,2,7,0.0001891398
339,3,15,0.0003369485
339,3,20,0.0001545894
339,3,41,0.03451179
339,3,45,0.005274914
340,1,22,0.08660508
340,2,7,0.0001891398
340,3,15,0.0003369485
340,3,20,0.0001545894
340,3,41,0.03451179
340,3,45,0.005274914
341,1,22,0.08660508
341,2,7,0.0001891398
341,3,15,0.0003369485
341,3,20,0.0001545894
341,3,41,0.03451179
341,3,45,0.005274914
342,1,22,0.08660508
342,2,7,0.0001891398
342,3,15,0.0003369485
342,3,20,0.0001545894
342,3,41,0.03451179
342,3,45,0.005274914
343,1,22,0.08660508
343,2,7,0.0001891398
343,3,15,0.0003369485
343,3,20,0.0001545894
343,3,41,0.03451179
343,3,45,0.005274914
344,1,22,0.08660508
344,2,7,0.0001891398
344,3,15,0.0003369485
344,3,20,0.0001545894
344,3,41,0.03451179
344,3,45,0.005274914
345,1,22,0.08660508
345,2,7,0.0001891398
345,3,15,0.0003369485
345,3,20,0.0001545894
345,3,41,0.03451179
345,3,45,0.005274914
346,1,22,0.08660508
346,2,7,0.0001891398
346,3,15,0.0003369485
346,3,20,0.0001545894
346,3,41,0.03451179
346,3,45,0.005274914
347,1,22,0.08660508
347,2,7,0.0001891398
347,3,15,0.0003369485
347,3,20,0.0001545894
347,3,41,0.03451179
347,3,45,0.005274914
348,1,22,0.08660508
348,2,7,0.0001891398
348,3,15,0.0003369485
348,3,20,0.0001545894
348,3,41,0.03451179
348,3,45,0.005274914
349,1,22,0.08660508
349,2,7,0.0001891398
349,3,15,0.0003369485
349,3,20,0.0001545894
349,3,41,0.03451179
349,3,45,0.005274914
350,1,22,0.08660508
350,2,7,0.0001891398
350,3,15,0.0003369485
350,3,20,0.0001545894
350,3,41,0.03451179
350,3,45,0.005274914
351,1,22,0.08660508
351,2,7,0.0001891398
351,3,15,0.0003369485
351,3,20,0.0001545894
351,3,41,0.03451179
351,3,45,0.005274914
352,1,22,0.08660508
352,2,7,0.0001891398
352,3,15,0.0003369485
352,3,20,0.0001545894
352,3,41,0.03451179
352,3,45,0.005274914
353,1,22,0.08660508
353,2,7,0.0001891398
353,3,15,0.0003369485
353,3,20,0.0001545894
353,3,41,0.03451179
353,3,45,0.005274914
354,1,22,0.08660508
354,2,7,0.0001891398
354,3,15,0.0003369485
354,3,20,0.0001545894
354,3,41,0.03451179
354,3,45,0.005274914
355,1,22,0.08660508
355,2,7,0.0001891398
355,3,15,0.0003369485
355,3,20,0.0001545894
355,3,41,0.03451179
355,3,45,0.005274914
356,1,22,0.08660508
356,2,7,0.0001891398
356,3,15,0.0003369485
356,3,20,0.0001545894
356,3,41,0.03451179
356,3,45,0.005274914
357,1,22,0.08660508
357,2,7,0.0001891398
357,3,15,0.0003369485
357,3,20,0.0001545894
357,3,41,0.03451179
357,3,45,0.005274914
358,1,22,0.08660508
358,2,7,0.0001891398
358,3,15,0.0003369485
