EwEVersion,"6.6.7.17812 (compiled 28/02/2022)"
Date,"26/02/2023 11:47:52 AM"
ModelName,CS_model_V1_110722
EcosimScenario,"New Ecosim scenario"
TimeSeries,(none)
StartYear,2020

Data,TLC

year,value
2020,2.723035
2021,2.72305
2022,2.723077
2023,2.723076
2024,2.723055
2025,2.723046
2026,2.723064
2027,2.72309
2028,2.723093
2029,2.723068
2030,2.723053
2031,2.723075
2032,2.723097
2033,2.723089
2034,2.72307
2035,2.723066
2036,2.72308
2037,2.723099
2038,2.723095
2039,2.723067
2040,2.723065
2041,2.723096
2042,2.723101
2043,2.723082
2044,2.723076
2045,2.723076
2046,2.723085
2047,2.723108
2048,2.723093
2049,2.723058
2050,2.72308
2051,2.723112
2052,2.723088
2053,2.723078
2054,2.723092
2055,2.723073
2056,2.723085
2057,2.723125
2058,2.723079
2059,2.723044
2060,2.723114
2061,2.723115
2062,2.723054
2063,2.7231
2064,2.72311
2065,2.723037
2066,2.723105
2067,2.723156
2068,2.723024
2069,2.723048
2070,2.723184
2071,2.723063
2072,2.723015
2073,2.723188
2074,2.72308
2075,2.722963
2076,2.723213
2077,2.723156
2078,2.722887
2079,2.723161
2080,2.723262
2081,2.722872
2082,2.723078
2083,2.723357
2084,2.722865
2085,2.722942
2086,2.723496
2087,2.722943
2088,2.722709
2089,2.723571
2090,2.72314
2091,2.72248
2092,2.723555
2093,2.723414
2094,2.722256
2095,2.723391
2096,2.723835
2097,2.722152
2098,2.722925
2099,2.72433
2100,2.722318
2101,2.72217
2102,2.724817
2103,2.722788
2104,2.721185
2105,2.72513
2106,2.723658
2107,2.720309
2108,2.724714
2109,2.724982
2110,2.720406
2111,2.723014
2112,2.726555
2113,2.721744
2114,2.721035
2115,2.727071
2116,2.723367
2117,2.720009
2118,2.726406
2119,2.724835
