EwEVersion,"6.6.7.17812 (compiled 28/02/2022)"
Date,"26/02/2023 11:47:52 AM"
ModelName,CS_model_V1_110722
EcosimScenario,"New Ecosim scenario"
TimeSeries,(none)
StartYear,2020

Data,KemptonsQ

timestep,value
1,3.32736
2,3.327358
3,3.327356
4,3.327353
5,3.32735
6,3.327346
7,3.327343
8,3.327338
9,3.327334
10,3.327329
11,3.327323
12,3.327317
13,3.327309
14,3.327301
15,3.327292
16,3.327283
17,3.327272
18,3.327261
19,3.327249
20,3.327237
21,3.327224
22,3.327211
23,3.327198
24,3.327184
25,3.32717
26,3.327156
27,3.327143
28,3.327129
29,3.327116
30,3.327103
31,3.327091
32,3.32708
33,3.327069
34,3.327058
35,3.327049
36,3.32704
37,3.327032
38,3.327025
39,3.327019
40,3.327014
41,3.327009
42,3.327005
43,3.327002
44,3.327
45,3.326998
46,3.326997
47,3.326996
48,3.326996
49,3.326996
50,3.326996
51,3.326997
52,3.326997
53,3.326998
54,3.326999
55,3.327
56,3.327001
57,3.327002
58,3.327002
59,3.327003
60,3.327004
61,3.327004
62,3.327005
63,3.327006
64,3.327007
65,3.327007
66,3.327008
67,3.327009
68,3.32701
69,3.327012
70,3.327013
71,3.327015
72,3.327018
73,3.32702
74,3.327023
75,3.327026
76,3.327029
77,3.327033
78,3.327037
79,3.327041
80,3.327045
81,3.32705
82,3.327054
83,3.327059
84,3.327064
85,3.327068
86,3.327072
87,3.327076
88,3.32708
89,3.327083
90,3.327086
91,3.327089
92,3.327091
93,3.327092
94,3.327094
95,3.327094
96,3.327094
97,3.327094
98,3.327093
99,3.327091
100,3.32709
101,3.327087
102,3.327085
103,3.327082
104,3.32708
105,3.327077
106,3.327074
107,3.327071
108,3.327069
109,3.327066
110,3.327064
111,3.327062
112,3.32706
113,3.327059
114,3.327058
115,3.327058
116,3.327058
117,3.327058
118,3.327059
119,3.327059
120,3.32706
121,3.327062
122,3.327063
123,3.327065
124,3.327066
125,3.327067
126,3.327069
127,3.32707
128,3.327071
129,3.327072
130,3.327073
131,3.327073
132,3.327073
133,3.327072
134,3.327072
135,3.327071
136,3.32707
137,3.327068
138,3.327067
139,3.327065
140,3.327064
141,3.327062
142,3.327061
143,3.32706
144,3.32706
145,3.327059
146,3.327059
147,3.32706
148,3.327061
149,3.327062
150,3.327065
151,3.327067
152,3.327071
153,3.327075
154,3.327079
155,3.327084
156,3.327089
157,3.327094
158,3.3271
159,3.327105
160,3.327111
161,3.327116
162,3.327121
163,3.327126
164,3.32713
165,3.327133
166,3.327136
167,3.327138
168,3.327139
169,3.32714
170,3.327139
171,3.327138
172,3.327136
173,3.327132
174,3.327129
175,3.327124
176,3.327119
177,3.327113
178,3.327107
179,3.327101
180,3.327095
181,3.327088
182,3.327082
183,3.327076
184,3.327071
185,3.327066
186,3.327062
187,3.327059
188,3.327057
189,3.327055
190,3.327055
191,3.327056
192,3.327058
193,3.32706
194,3.327064
195,3.327068
196,3.327073
197,3.327079
198,3.327085
199,3.327091
200,3.327098
201,3.327104
202,3.327111
203,3.327117
204,3.327123
205,3.327128
206,3.327132
207,3.327136
208,3.327139
209,3.327141
210,3.327142
211,3.327142
212,3.327142
213,3.32714
214,3.327138
215,3.327135
216,3.327131
217,3.327127
218,3.327123
219,3.327118
220,3.327114
221,3.327109
222,3.327105
223,3.327101
224,3.327098
225,3.327096
226,3.327094
227,3.327093
228,3.327093
229,3.327094
230,3.327095
231,3.327098
232,3.327101
233,3.327105
234,3.32711
235,3.327115
236,3.327121
237,3.327127
238,3.327132
239,3.327138
240,3.327143
241,3.327148
242,3.327152
243,3.327155
244,3.327157
245,3.327159
246,3.327159
247,3.327159
248,3.327157
249,3.327154
250,3.32715
251,3.327145
252,3.327139
253,3.327133
254,3.327126
255,3.327118
256,3.327111
257,3.327103
258,3.327096
259,3.327089
260,3.327083
261,3.327078
262,3.327074
263,3.327071
264,3.32707
265,3.327069
266,3.32707
267,3.327074
268,3.327078
269,3.327084
270,3.327091
271,3.327099
272,3.327108
273,3.327118
274,3.327129
275,3.32714
276,3.327151
277,3.327162
278,3.327172
279,3.327182
280,3.32719
281,3.327198
282,3.327204
283,3.327208
284,3.327211
285,3.327212
286,3.327211
287,3.327208
288,3.327203
289,3.327197
290,3.327189
291,3.32718
292,3.327169
293,3.327157
294,3.327146
295,3.327133
296,3.327121
297,3.327108
298,3.327096
299,3.327086
300,3.327076
301,3.327068
302,3.327062
303,3.327057
304,3.327055
305,3.327054
306,3.327056
307,3.32706
308,3.327065
309,3.327073
310,3.327082
311,3.327093
312,3.327105
313,3.327118
314,3.327132
315,3.327146
316,3.327159
317,3.327173
318,3.327185
319,3.327197
320,3.327207
321,3.327215
322,3.327221
323,3.327225
324,3.327228
325,3.327227
326,3.327225
327,3.32722
328,3.327213
329,3.327204
330,3.327194
331,3.327182
332,3.327169
333,3.327156
334,3.327142
335,3.327128
336,3.327115
337,3.327102
338,3.327091
339,3.327081
340,3.327073
341,3.327067
342,3.327064
343,3.327063
344,3.327064
345,3.327068
346,3.327074
347,3.327083
348,3.327094
349,3.327106
350,3.32712
351,3.327135
352,3.327151
353,3.327167
354,3.327183
355,3.327199
356,3.327214
357,3.327226
358,3.327237
359,3.327246
360,3.327253
361,3.327256
362,3.327257
363,3.327255
364,3.32725
365,3.327242
366,3.327231
367,3.327218
368,3.327203
369,3.327186
370,3.327167
371,3.327148
372,3.327128
373,3.327109
374,3.32709
375,3.327072
376,3.327056
377,3.327043
378,3.327032
379,3.327024
380,3.327019
381,3.327018
382,3.32702
383,3.327026
384,3.327036
385,3.327049
386,3.327065
387,3.327084
388,3.327105
389,3.327127
390,3.327152
391,3.327176
392,3.327201
393,3.327225
394,3.327248
395,3.327269
396,3.327288
397,3.327303
398,3.327315
399,3.327323
400,3.327327
401,3.327327
402,3.327323
403,3.327314
404,3.327302
405,3.327285
406,3.327265
407,3.327242
408,3.327216
409,3.327188
410,3.32716
411,3.327131
412,3.327103
413,3.327076
414,3.32705
415,3.327027
416,3.327007
417,3.326992
418,3.32698
419,3.326972
420,3.32697
421,3.326973
422,3.32698
423,3.326993
424,3.32701
425,3.327031
426,3.327056
427,3.327084
428,3.327113
429,3.327145
430,3.327178
431,3.32721
432,3.327242
433,3.327271
434,3.327298
435,3.327322
436,3.327341
437,3.327356
438,3.327366
439,3.327371
440,3.327369
441,3.327363
442,3.327351
443,3.327333
444,3.327311
445,3.327285
446,3.327255
447,3.327222
448,3.327187
449,3.327151
450,3.327115
451,3.32708
452,3.327047
453,3.327017
454,3.326991
455,3.326968
456,3.326952
457,3.32694
458,3.326935
459,3.326936
460,3.326944
461,3.326958
462,3.326978
463,3.327003
464,3.327034
465,3.327068
466,3.327106
467,3.327146
468,3.327188
469,3.327229
470,3.32727
471,3.327308
472,3.327344
473,3.327375
474,3.327401
475,3.327421
476,3.327435
477,3.327441
478,3.32744
479,3.327432
480,3.327416
481,3.327393
482,3.327364
483,3.327328
484,3.327288
485,3.327243
486,3.327196
487,3.327147
488,3.327098
489,3.327049
490,3.327003
491,3.32696
492,3.326922
493,3.32689
494,3.326865
495,3.326847
496,3.326838
497,3.326837
498,3.326845
499,3.326862
500,3.326888
501,3.326921
502,3.326962
503,3.327008
504,3.32706
505,3.327116
506,3.327174
507,3.327233
508,3.327291
509,3.327348
510,3.3274
511,3.327447
512,3.327488
513,3.327521
514,3.327545
515,3.32756
516,3.327564
517,3.327559
518,3.327543
519,3.327517
520,3.327481
521,3.327436
522,3.327384
523,3.327326
524,3.327262
525,3.327196
526,3.327127
527,3.327059
528,3.326993
529,3.32693
530,3.326873
531,3.326823
532,3.326782
533,3.32675
534,3.326729
535,3.32672
536,3.326722
537,3.326736
538,3.326762
539,3.3268
540,3.326848
541,3.326905
542,3.326969
543,3.327041
544,3.327116
545,3.327194
546,3.327273
547,3.32735
548,3.327423
549,3.32749
550,3.32755
551,3.3276
552,3.32764
553,3.327667
554,3.327681
555,3.327682
556,3.327669
557,3.327642
558,3.327602
559,3.32755
560,3.327487
561,3.327415
562,3.327335
563,3.32725
564,3.327161
565,3.327071
566,3.326983
567,3.326898
568,3.32682
569,3.32675
570,3.326691
571,3.326644
572,3.32661
573,3.326591
574,3.326588
575,3.3266
576,3.326628
577,3.326671
578,3.326729
579,3.3268
580,3.326881
581,3.326972
582,3.327071
583,3.327173
584,3.327277
585,3.32738
586,3.327479
587,3.327572
588,3.327655
589,3.327726
590,3.327784
591,3.327826
592,3.32785
593,3.327857
594,3.327846
595,3.327816
596,3.327767
597,3.327703
598,3.327622
599,3.327528
600,3.327423
601,3.32731
602,3.327191
603,3.327069
604,3.326948
605,3.326831
606,3.326721
607,3.326621
608,3.326534
609,3.326463
610,3.32641
611,3.326375
612,3.326362
613,3.32637
614,3.3264
615,3.326451
616,3.326521
617,3.326611
618,3.326717
619,3.326836
620,3.326967
621,3.327106
622,3.327248
623,3.327391
624,3.32753
