EwEVersion,"6.6.7.17812 (compiled 28/02/2022)"
Date,"26/02/2023 11:47:50 AM"
ModelName,CS_model_V1_110722
EcosimScenario,"New Ecosim scenario"
TimeSeries,(none)
StartYear,2020

Data,ConsumptionBiomass

year\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
2030,1.849984,3.499947,24.70031,21.67026,19.50012,57.66095,16.64014,69.96165,69.9617,30.10026,17.19989,2.099984,4.699895,16.64004,4.900115,7.100031,2.10002,4.500051,11.40009,16.3001,8.100062,7.300074,7.799999,31.59961,11.89016,18.20032,6.30029,6.700185,37.70055,4.120121,22.70006,13.6001,11.5002,14.40033,4.700122,14.70029,7.360197,30.99936,14.39972,26.5991,16.79949,12.59978,12.30026,21.60049,21.60026,28.9401,3.240027,42.30009,9.199986,12.50025,38.70028,24.0002,22.6999,28.94037,16.89984,9.500035,2.999926,24.00006,7.499895,10.50012,3.100015,7.000024,24.2002,15.99977,9.599951,57.00219,26.99916,0,0,0,0,0,0
2031,1.849985,3.499988,24.70009,21.66971,19.50001,57.65957,16.63965,69.95905,69.95741,30.09856,17.19921,2.099991,4.700003,16.63999,4.899957,7.099957,2.100023,4.500089,11.40005,16.30004,8.099854,7.299908,7.799892,31.60116,11.88989,18.19971,6.299913,6.699755,37.69968,4.11996,22.7,13.59885,11.49982,14.39973,4.700013,14.69968,7.35987,31.00105,14.40051,26.60093,16.80034,12.60049,12.29975,21.59936,21.59967,28.93984,3.239955,42.29982,9.200109,12.49983,38.69204,24.00046,22.69996,28.93988,16.89968,9.500203,3.000041,24.00039,7.500001,10.49989,3.100033,7.000137,24.19992,16.00019,9.599895,57.00249,27.00028,0,0,0,0,0,0
2032,1.850007,3.500032,24.70011,21.6697,19.49989,57.65876,16.63994,69.95768,69.95731,30.09917,17.19971,2.10005,4.700182,16.63978,4.899852,7.100034,2.099965,4.499957,11.39964,16.29951,8.099917,7.30001,7.800169,31.60128,11.88968,18.19992,6.299741,6.699986,37.6996,4.119889,22.70011,13.60065,11.50004,14.4,4.699911,14.70007,7.359977,31.00133,14.40061,26.60153,16.80087,12.60055,12.30004,21.59954,21.59967,28.94052,3.240042,42.2997,9.200201,12.50013,38.70693,24.00005,22.70023,28.94095,16.90037,9.500108,3.00009,24.00058,7.500226,10.50005,3.100034,7.000151,24.20069,16.00045,9.600368,56.99753,27.00096,0,0,0,0,0,0
2033,1.849992,3.499996,24.70018,21.67009,19.49994,57.65982,16.64007,69.95975,69.96125,30.10112,17.20063,2.100001,4.7001,16.64041,4.900055,7.1001,2.099999,4.500021,11.4002,16.30048,8.100152,7.300129,7.800164,31.59941,11.89056,18.20072,6.300365,6.700466,37.7003,4.120147,22.70054,13.60094,11.50027,14.40054,4.700122,14.70055,7.360258,30.99984,14.39991,26.6,16.80034,12.59992,12.30041,21.60105,21.60067,28.94008,3.240108,42.30018,9.199983,12.50031,38.70419,23.99965,22.69986,28.93999,16.89986,9.499858,3.00001,23.99983,7.499816,10.50025,3.099965,6.999939,24.19991,16.0001,9.599972,56.9944,27.00052,0,0,0,0,0,0
2034,1.849961,3.499941,24.70028,21.67039,19.50014,57.66119,16.64006,69.96246,69.96355,30.10166,17.20078,2.099983,4.699876,16.64053,4.900164,7.099988,2.10005,4.500121,11.40049,16.30084,8.100211,7.299917,7.799742,31.59826,11.89027,18.19971,6.300035,6.699793,37.70003,4.120008,22.69963,13.59893,11.49977,14.39976,4.700044,14.6996,7.359861,30.99863,14.39937,26.59847,16.79947,12.59951,12.29973,21.59995,21.60015,28.93929,3.239949,42.3,9.199672,12.4997,38.68867,23.99971,22.69981,28.93867,16.89958,9.499841,2.999899,23.99928,7.499817,10.49988,3.099928,6.999798,24.19911,15.99943,9.599671,56.99963,26.99933,0,0,0,0,0,0
2035,1.849999,3.499984,24.70052,21.67024,19.50014,57.66056,16.64036,69.96123,69.961,30.09999,17.19988,2.100072,4.699925,16.63951,4.899974,7.099997,2.099974,4.499962,11.3996,16.29931,8.100015,7.299953,7.799946,31.6,11.88917,18.19926,6.29951,6.699628,37.69984,4.119797,22.69922,13.60022,11.49992,14.3997,4.699833,14.69972,7.359854,30.99956,14.39981,26.59936,16.79954,12.5999,12.29985,21.59907,21.59931,28.94042,3.239952,42.29958,9.199986,12.49996,38.70531,24.00014,22.70034,28.94096,16.90066,9.500097,2.999928,24.00036,7.500366,10.49989,3.100038,7.000063,24.20081,15.99969,9.600434,57.00432,26.99901,0,0,0,0,0,0
2036,1.850026,3.500036,24.70031,21.6697,19.49991,57.65911,16.63996,69.95815,69.95713,30.0985,17.19914,2.100021,4.7001,16.6397,4.899922,7.100078,2.099965,4.499969,11.39974,16.29959,8.099854,7.300169,7.800292,31.60163,11.89006,18.20073,6.300332,6.700496,37.70031,4.120144,22.70068,13.60117,11.50045,14.40069,4.700117,14.7008,7.360388,31.00132,14.40062,26.60131,16.80051,12.60052,12.3006,21.60078,21.60029,28.94074,3.240116,42.30013,9.200366,12.50056,38.71025,24.00047,22.70002,28.9415,16.90012,9.500211,3.000071,24.00093,7.500009,10.50034,3.100082,7.00025,24.20094,16.00053,9.600245,57.0004,27.00047,0,0,0,0,0,0
2037,1.849981,3.50001,24.69995,21.66962,19.49986,57.65925,16.63947,69.95833,69.95769,30.09949,17.1998,2.099941,4.700095,16.64058,4.900011,7.09996,2.100048,4.500139,11.40052,16.3009,8.099955,7.299931,7.799917,31.6005,11.89068,18.2003,6.300333,6.700083,37.69976,4.120133,22.70058,13.59863,11.49987,14.40001,4.70017,14.69991,7.359995,31.00114,14.40052,26.60124,16.80085,12.60046,12.29987,21.60016,21.60033,28.93936,3.240018,42.30021,9.200028,12.49984,38.68566,24.00008,22.69965,28.93881,16.89907,9.50003,3.000092,23.99987,7.49964,10.50004,3.099966,7.000012,24.19908,16.00037,9.599492,56.99642,27.0013,0,0,0,0,0,0
2038,1.849979,3.49999,24.70031,21.67028,19.50002,57.66031,16.64027,69.9607,69.96197,30.10144,17.20086,2.100056,4.700041,16.64,4.899982,7.099972,2.099995,4.499988,11.39983,16.29981,8.100169,7.299864,7.799892,31.59904,11.88946,18.19916,6.299389,6.699513,37.69952,4.119738,22.6992,13.59987,11.49969,14.39942,4.699799,14.69938,7.359655,30.99939,14.3997,26.59951,16.80009,12.5998,12.29955,21.59877,21.59935,28.93999,3.239949,42.29958,9.19978,12.49971,38.69978,23.99948,22.70028,28.93994,16.90045,9.499867,2.999964,23.99965,7.50028,10.49979,3.099948,6.999882,24.20012,15.99971,9.600268,56.99767,26.99997,0,0,0,0,0,0
2039,1.85001,3.499989,24.70067,21.67051,19.50009,57.66076,16.6406,69.96165,69.96333,30.10135,17.20057,2.100064,4.699972,16.63981,4.900072,7.100147,2.099963,4.49993,11.3997,16.29959,8.100185,7.300211,7.800255,31.59913,11.88992,18.20054,6.300148,6.700443,37.70072,4.120065,22.70004,13.60222,11.50049,14.40067,4.700019,14.70076,7.360348,30.99883,14.39945,26.59876,16.79947,12.59954,12.30065,21.601,21.60039,28.94082,3.24011,42.30007,9.200006,12.50059,38.71785,23.99978,22.70018,28.9415,16.90068,9.499915,2.999907,24.00018,7.500146,10.50028,3.100019,6.999992,24.20103,15.99974,9.600475,56.99959,26.99903,0,0,0,0,0,0
2040,1.849983,3.49997,24.70027,21.66996,19.50006,57.66043,16.63962,69.96074,69.95984,30.09953,17.19958,2.099936,4.699877,16.64052,4.900141,7.100005,2.100064,4.500177,11.40065,16.30103,8.099977,7.300007,7.799844,31.59994,11.89076,18.20046,6.300592,6.700195,37.70031,4.120245,22.7005,13.59869,11.50002,14.40025,4.700255,14.70014,7.36016,31.00003,14.40002,26.59974,16.79979,12.60006,12.30009,21.60087,21.60064,28.93933,3.240001,42.3004,9.199978,12.49996,38.68629,24.00042,22.69954,28.93886,16.89901,9.500084,2.999977,23.9999,7.499561,10.50007,3.099996,7.000005,24.19908,15.99992,9.59941,57.00231,26.99978,0,0,0,0,0,0
2041,1.849998,3.500019,24.70019,21.66971,19.49998,57.65932,16.63977,69.95868,69.95701,30.0987,17.19942,2.100037,4.700038,16.63971,4.89986,7.099886,2.099999,4.500025,11.39981,16.29964,8.099853,7.299755,7.799784,31.60114,11.8892,18.19878,6.299294,6.699233,37.69902,4.119701,22.69927,13.59844,11.49949,14.39911,4.699799,14.69906,7.359528,31.00117,14.40055,26.60115,16.80052,12.60055,12.29927,21.59802,21.59889,28.93983,3.239881,42.29947,9.200035,12.49948,38.69087,24.00027,22.70024,28.93986,16.90011,9.500196,3.000054,24.00036,7.500297,10.49968,3.100021,7.000111,24.20007,16.00012,9.600125,57.00267,27.00045,0,0,0,0,0,0
2042,1.850044,3.500063,24.70042,21.66994,19.49985,57.65889,16.64043,69.95786,69.95864,30.09985,17.20002,2.100093,4.70023,16.63942,4.899843,7.100126,2.099908,4.499819,11.39924,16.2989,8.099998,7.300201,7.80048,31.60106,11.88956,18.20052,6.299891,6.700462,37.70018,4.119959,22.70031,13.60281,11.50052,14.40065,4.699924,14.70086,7.360326,31.00091,14.4004,26.6012,16.80074,12.60032,12.30066,21.60038,21.59997,28.94138,3.24016,42.29985,9.200318,12.50071,38.72467,23.99985,22.70041,28.94253,16.90102,9.500049,3.000071,24.00086,7.500362,10.50037,3.100061,7.000189,24.20176,16.00051,9.600812,56.99605,27.0007,0,0,0,0,0,0
2043,1.849978,3.499972,24.70017,21.67015,19.49996,57.66048,16.63976,69.96076,69.96207,30.10137,17.20063,2.099911,4.699986,16.64101,4.90022,7.100078,2.100065,4.500162,11.40087,16.30153,8.10019,7.300133,7.80002,31.59873,11.89146,18.2013,6.301,6.700711,37.70075,4.120412,22.70105,13.59976,11.50029,14.40079,4.70038,14.70068,7.360407,30.99942,14.39972,26.59942,16.80008,12.59974,12.30048,21.60201,21.60141,28.93933,3.240114,42.30074,9.199872,12.50026,38.69073,23.99977,22.69937,28.93863,16.89885,9.499814,2.999986,23.99935,7.499321,10.50032,3.099926,6.999847,24.19881,15.99998,9.599303,56.99474,27.00041,0,0,0,0,0,0
2044,1.849949,3.499937,24.70031,21.67038,19.5002,57.66136,16.63996,69.96274,69.96281,30.10122,17.2006,2.100001,4.699807,16.64032,4.900106,7.09986,2.100068,4.500148,11.40038,16.30057,8.100144,7.299657,7.79944,31.59838,11.88954,18.19842,6.299332,6.698957,37.69927,4.11971,22.69869,13.59728,11.4992,14.39875,4.699831,14.69852,7.359326,30.99871,14.39942,26.59847,16.79938,12.59961,12.29891,21.59806,21.59911,28.93892,3.239793,42.29959,9.199538,12.49908,38.67849,23.9998,22.70002,28.9381,16.8997,9.499927,2.999885,23.99917,7.500082,10.49944,3.099919,6.999783,24.19889,15.9992,9.599692,57.00348,26.99907,0,0,0,0,0,0
2045,1.850048,3.500041,24.70076,21.67021,19.50006,57.6597,16.64076,69.95964,69.95959,30.09935,17.19962,2.100159,4.700062,16.63877,4.899819,7.100106,2.099887,4.499769,11.39878,16.29803,8.099945,7.300138,7.800368,31.60118,11.88858,18.19961,6.29933,6.699967,37.70005,4.11973,22.69938,13.60285,11.50038,14.40021,4.699718,14.70045,7.360117,31.00022,14.40011,26.60019,16.79986,12.60013,12.30042,21.59934,21.59915,28.94177,3.240062,42.29944,9.200301,12.50058,38.73,24.00019,22.70078,28.94345,16.90176,9.500199,2.999972,24.00124,7.500787,10.50014,3.10012,7.000261,24.20255,16.00007,9.601239,57.00397,26.99913,0,0,0,0,0,0
2046,1.850026,3.500036,24.70013,21.66954,19.49982,57.65887,16.63952,69.95754,69.95672,30.09856,17.19914,2.099921,4.700114,16.6405,4.900057,7.100138,2.100017,4.500091,11.40051,16.30089,8.099876,7.300306,7.800357,31.60143,11.89147,18.20208,6.30134,6.701229,37.70092,4.120563,22.70195,13.60089,11.50074,14.40147,4.700483,14.70153,7.360802,31.00159,14.40073,26.6016,16.80079,12.60057,12.3011,21.60278,21.60163,28.94015,3.24022,42.30088,9.200398,12.5008,38.70186,24.00053,22.69939,28.94026,16.89897,9.50014,3.000116,24.00059,7.499355,10.50065,3.100047,7.000198,24.19982,16.00079,9.599547,56.99662,27.00123,0,0,0,0,0,0
2047,1.849944,3.499969,24.69981,21.66975,19.49997,57.65998,16.63924,69.95979,69.95899,30.10028,17.2003,2.099916,4.699973,16.64094,4.900062,7.099795,2.100109,4.500252,11.40094,16.30153,8.100029,7.29958,7.799389,31.59931,11.89037,18.19885,6.299719,6.699099,37.69888,4.119867,22.69951,13.5958,11.49904,14.39874,4.700005,14.69844,7.359311,31.00041,14.40019,26.60043,16.80058,12.60025,12.29875,21.5983,21.59951,28.93816,3.239814,42.29987,9.199622,12.49886,38.66282,23.99983,22.69961,28.93661,16.89863,9.499938,3.00004,23.99899,7.499651,10.49949,3.09988,6.999796,24.19772,15.99982,9.599075,56.99803,27.00105,0,0,0,0,0,0
2048,1.850024,3.500021,24.70074,21.67061,19.50008,57.66032,16.64112,69.96098,69.96304,30.10165,17.20098,2.100198,4.700089,16.63887,4.899828,7.100058,2.099882,4.499723,11.39867,16.29793,8.100191,7.299983,7.800219,31.5994,11.8881,18.1987,6.298674,6.699436,37.69959,4.119449,22.69844,13.60272,11.5,14.39951,4.699483,14.69969,7.359701,30.99895,14.39951,26.59914,16.79975,12.59962,12.29987,21.59809,21.59855,28.94157,3.239993,42.29905,9.199944,12.50018,38.72902,23.99934,22.70105,28.94293,16.90224,9.499921,2.999914,24.00045,7.501038,10.49987,3.10003,7.000017,24.20237,15.99962,9.601434,57.00003,26.99902,0,0,0,0,0,0
2049,1.850032,3.499999,24.70061,21.6703,19.5,57.66041,16.64031,69.96072,69.96212,30.10058,17.20001,2.099978,4.699989,16.64026,4.900189,7.100279,2.099982,4.499991,11.40018,16.30041,8.100124,7.300528,7.800561,31.59975,11.89133,18.20254,6.301462,6.701631,37.70186,4.120619,22.70173,13.60326,11.50122,14.40209,4.700471,14.70224,7.36113,30.99941,14.39972,26.59928,16.79963,12.59969,12.30172,21.60386,21.60204,28.94092,3.240301,42.30098,9.200283,12.50136,38.72127,24.00019,22.6996,28.94165,16.8998,9.499969,2.999957,24.00047,7.499521,10.50086,3.100053,7.000099,24.20079,16.00021,9.60002,56.99776,26.99949,0,0,0,0,0,0
2050,1.84993,3.499932,24.6998,21.66964,19.50007,57.66054,16.63879,69.96078,69.95832,30.09912,17.19946,2.099833,4.69978,16.64132,4.900202,7.099777,2.100177,4.500422,11.40157,16.30242,8.099914,7.299592,7.799197,31.59956,11.89108,18.19929,6.300354,6.699268,37.69927,4.120133,22.70001,13.59425,11.49905,14.39896,4.700264,14.69855,7.359473,31.00043,14.40022,26.60004,16.80005,12.60029,12.29883,21.5992,21.60012,28.93745,3.239781,42.30031,9.199643,12.49878,38.64838,24.0005,22.69912,28.93543,16.8976,9.500089,3.000008,23.99898,7.499203,10.49951,3.0999,6.999834,24.19676,15.99971,9.598416,57.0034,27.00045,0,0,0,0,0,0
2051,1.85003,3.500059,24.70049,21.66998,19.5,57.65899,16.64066,69.95834,69.95763,30.09916,17.19984,2.100217,4.700165,16.63843,4.899608,7.099901,2.099876,4.499728,11.3984,16.29739,8.099885,7.299708,7.800006,31.60151,11.88724,18.19742,6.29793,6.698612,37.69838,4.119137,22.69785,13.60081,11.49942,14.3985,4.699263,14.69866,7.359175,31.00096,14.40045,26.60118,16.80053,12.60049,12.29904,21.59587,21.59728,28.94138,3.239849,42.29849,9.200107,12.49957,38.71824,23.99985,22.70129,28.94274,16.90228,9.500214,3.00003,24.00103,7.501347,10.49949,3.100077,7.000208,24.2024,16.00001,9.601505,57.00367,26.99991,0,0,0,0,0,0
2052,1.85008,3.500079,24.7006,21.67007,19.49977,57.6588,16.64067,69.9576,69.95987,30.10026,17.20005,2.100059,4.700293,16.63966,4.899974,7.100389,2.099878,4.499764,11.39935,16.2992,8.100082,7.300735,7.801104,31.60107,11.89093,18.20315,6.301331,6.702143,37.70192,4.120569,22.70219,13.60627,11.50174,14.40273,4.700367,14.70312,7.361439,31.00068,14.40028,26.60101,16.80065,12.60011,12.30237,21.60423,21.60201,28.94233,3.240469,42.30084,9.200643,12.50206,38.74754,23.99992,22.70003,28.94413,16.90087,9.499978,3.000077,24.00128,7.499888,10.50123,3.100109,7.00028,24.20251,16.00093,9.600834,56.99178,27.00072,0,0,0,0,0,0
2053,1.849899,3.499889,24.69965,21.66994,19.50006,57.66144,16.63863,69.96239,69.96214,30.10139,17.20057,2.099723,4.69974,16.6425,4.900475,7.099855,2.100249,4.500572,11.40256,16.30416,8.100189,7.299742,7.799197,31.59743,11.89276,18.20071,6.301439,6.700049,37.70018,4.120579,22.70107,13.59415,11.49935,14.39977,4.700652,14.69924,7.359883,30.99911,14.39958,26.59878,16.79985,12.59969,12.29932,21.60151,21.60175,28.93658,3.239892,42.30114,9.199387,12.499,38.63895,23.99998,22.69842,28.93358,16.89641,9.499755,2.999964,23.99787,7.498438,10.4998,3.09979,6.999556,24.19523,15.99951,9.597604,56.99663,27.00069,0,0,0,0,0,0
2054,1.849969,3.499967,24.70058,21.67055,19.5003,57.66109,16.6407,69.96256,69.96217,30.10083,17.20062,2.100203,4.699861,16.63876,4.899773,7.099733,2.099958,4.49988,11.39885,16.29801,8.100068,7.299337,7.799326,31.59917,11.88674,18.19563,6.297211,6.69743,37.69775,4.118827,22.69625,13.59775,11.49852,14.39706,4.69906,14.69696,7.358411,30.99878,14.39946,26.59864,16.79929,12.59974,12.29781,21.59386,21.59635,28.94005,3.239587,42.29807,9.199505,12.49849,38.69434,23.99959,22.70129,28.94038,16.90198,9.500072,2.999853,23.99986,7.501417,10.4988,3.09998,6.999897,24.201,15.99888,9.601094,57.0092,26.99824,0,0,0,0,0,0
2055,1.850136,3.500123,24.70111,21.67017,19.49986,57.65845,16.64141,69.95718,69.95859,30.09879,17.19921,2.10022,4.700314,16.63813,4.899749,7.100472,2.099752,4.499493,11.39796,16.29685,8.099916,7.300869,7.801466,31.60278,11.88926,18.20261,6.30056,6.702022,37.70194,4.120262,22.70145,13.60911,11.5021,14.40285,4.700033,14.70351,7.361525,31.00105,14.40048,26.60127,16.80028,12.60029,12.30275,21.60336,21.60095,28.94423,3.240497,42.30021,9.201018,12.50261,38.77944,24.00035,22.70089,28.94786,16.90281,9.500258,3.00005,24.00274,7.500774,10.5013,3.100265,7.000603,24.20527,16.00102,9.602149,56.99876,26.99954,0,0,0,0,0,0
2056,1.849938,3.499949,24.69937,21.66914,19.49979,57.6596,16.63795,69.95849,69.95658,30.09888,17.1992,2.099623,4.699912,16.64289,4.900458,7.099976,2.100255,4.500632,11.40299,16.3049,8.099922,7.300078,7.799633,31.59982,11.89431,18.20303,6.302889,6.701406,37.70105,4.121192,22.70335,13.59509,11.50015,14.40134,4.701158,14.70092,7.36075,31.00154,14.4007,26.60131,16.80096,12.60056,12.3005,21.60445,21.60343,28.9368,3.240123,42.3021,9.199944,12.49986,38.64179,24.00072,22.69777,28.93396,16.89529,9.499967,3.000148,23.9987,7.49775,10.50049,3.099865,6.999839,24.19509,16.00065,9.597104,56.99315,27.00246,0,0,0,0,0,0
2057,1.849907,3.499942,24.69993,21.67016,19.5002,57.66082,16.63979,69.96182,69.96075,30.10119,17.20105,2.100087,4.699876,16.63986,4.899819,7.099493,2.100075,4.50013,11.39991,16.29974,8.100081,7.298886,7.798688,31.59839,11.8873,18.19452,6.296966,6.69652,37.6965,4.118708,22.69588,13.5932,11.49746,14.39569,4.699069,14.69527,7.357656,30.99935,14.39971,26.59936,16.80007,12.6,12.29644,21.59213,21.59593,28.93793,3.239386,42.29798,9.19909,12.49721,38.65342,23.99926,22.70081,28.93638,16.90041,9.499937,2.999929,23.99858,7.500971,10.49824,3.099833,6.999632,24.19827,15.9988,9.599988,57.00511,26.99979,0,0,0,0,0,0
