EwEVersion,"6.6.7.17812 (compiled 28/02/2022)"
Date,"26/02/2023 11:47:52 AM"
ModelName,CS_model_V1_110722
EcosimScenario,"New Ecosim scenario"
TimeSeries,(none)
StartYear,2020

Data,TLC

timestep,value
1,2.723059
2,2.723041
3,2.723038
4,2.723035
5,2.723032
6,2.72303
7,2.723028
8,2.723028
9,2.723028
10,2.72303
11,2.723031
12,2.723033
13,2.723035
14,2.723038
15,2.72304
16,2.723043
17,2.723046
18,2.723049
19,2.723052
20,2.723055
21,2.723058
22,2.723061
23,2.723063
24,2.723066
25,2.723068
26,2.723071
27,2.723073
28,2.723075
29,2.723076
30,2.723078
31,2.723079
32,2.72308
33,2.723081
34,2.723081
35,2.723082
36,2.723081
37,2.723081
38,2.723081
39,2.72308
40,2.723079
41,2.723078
42,2.723077
43,2.723075
44,2.723074
45,2.723072
46,2.723071
47,2.723068
48,2.723067
49,2.723065
50,2.723063
51,2.723061
52,2.723059
53,2.723057
54,2.723055
55,2.723053
56,2.723052
57,2.72305
58,2.723049
59,2.723047
60,2.723047
61,2.723046
62,2.723045
63,2.723045
64,2.723045
65,2.723045
66,2.723045
67,2.723045
68,2.723046
69,2.723047
70,2.723048
71,2.723049
72,2.723051
73,2.723052
74,2.723054
75,2.723056
76,2.723058
77,2.72306
78,2.723063
79,2.723065
80,2.723068
81,2.72307
82,2.723073
83,2.723075
84,2.723078
85,2.72308
86,2.723082
87,2.723085
88,2.723087
89,2.723089
90,2.723091
91,2.723092
92,2.723094
93,2.723095
94,2.723096
95,2.723097
96,2.723097
97,2.723098
98,2.723098
99,2.723097
100,2.723097
101,2.723096
102,2.723095
103,2.723094
104,2.723092
105,2.72309
106,2.723088
107,2.723086
108,2.723084
109,2.723081
110,2.723079
111,2.723076
112,2.723073
113,2.723071
114,2.723068
115,2.723066
116,2.723063
117,2.723061
118,2.723059
119,2.723057
120,2.723055
121,2.723054
122,2.723053
123,2.723052
124,2.723051
125,2.723051
126,2.723051
127,2.723052
128,2.723052
129,2.723054
130,2.723055
131,2.723056
132,2.723058
133,2.72306
134,2.723063
135,2.723065
136,2.723068
137,2.723071
138,2.723073
139,2.723076
140,2.723079
141,2.723082
142,2.723084
143,2.723087
144,2.723089
145,2.723091
146,2.723093
147,2.723095
148,2.723097
149,2.723097
150,2.723098
151,2.723099
152,2.723099
153,2.723099
154,2.723099
155,2.723099
156,2.723098
157,2.723097
158,2.723096
159,2.723095
160,2.723094
161,2.723092
162,2.72309
163,2.723088
164,2.723087
165,2.723085
166,2.723083
167,2.723081
168,2.723079
169,2.723077
170,2.723076
171,2.723074
172,2.723072
173,2.723071
174,2.72307
175,2.723069
176,2.723068
177,2.723067
178,2.723066
179,2.723066
180,2.723065
181,2.723065
182,2.723064
183,2.723065
184,2.723065
185,2.723065
186,2.723065
187,2.723066
188,2.723067
189,2.723067
190,2.723068
191,2.723069
192,2.72307
193,2.723071
194,2.723072
195,2.723074
196,2.723076
197,2.723077
198,2.723078
199,2.72308
200,2.723082
201,2.723084
202,2.723085
203,2.723087
204,2.723089
205,2.723091
206,2.723093
207,2.723095
208,2.723096
209,2.723098
210,2.723099
211,2.723101
212,2.723102
213,2.723102
214,2.723103
215,2.723103
216,2.723103
217,2.723103
218,2.723102
219,2.723101
220,2.7231
221,2.723099
222,2.723097
223,2.723095
224,2.723093
225,2.723091
226,2.723088
227,2.723086
228,2.723083
229,2.72308
230,2.723078
231,2.723074
232,2.723072
233,2.723069
234,2.723067
235,2.723064
236,2.723062
237,2.723061
238,2.72306
239,2.723059
240,2.723058
241,2.723058
242,2.723058
243,2.723058
244,2.723059
245,2.723061
246,2.723063
247,2.723064
248,2.723067
249,2.723069
250,2.723072
251,2.723076
252,2.723078
253,2.723081
254,2.723084
255,2.723087
256,2.72309
257,2.723093
258,2.723096
259,2.723098
260,2.7231
261,2.723102
262,2.723104
263,2.723105
264,2.723106
265,2.723106
266,2.723106
267,2.723106
268,2.723105
269,2.723104
270,2.723103
271,2.723101
272,2.7231
273,2.723098
274,2.723097
275,2.723095
276,2.723093
277,2.723091
278,2.723088
279,2.723087
280,2.723085
281,2.723084
282,2.723082
283,2.723081
284,2.72308
285,2.723078
286,2.723078
287,2.723077
288,2.723076
289,2.723076
290,2.723076
291,2.723076
292,2.723076
293,2.723076
294,2.723076
295,2.723076
296,2.723076
297,2.723076
298,2.723077
299,2.723077
300,2.723077
301,2.723076
302,2.723076
303,2.723076
304,2.723076
305,2.723076
306,2.723076
307,2.723076
308,2.723076
309,2.723076
310,2.723076
311,2.723076
312,2.723076
313,2.723077
314,2.723078
315,2.723079
316,2.72308
317,2.723081
318,2.723083
319,2.723085
320,2.723087
321,2.723089
322,2.723091
323,2.723094
324,2.723095
325,2.723099
326,2.723101
327,2.723103
328,2.723105
329,2.723107
330,2.723109
331,2.72311
332,2.723111
333,2.723112
334,2.723111
335,2.723111
336,2.723111
337,2.723109
338,2.723108
339,2.723105
340,2.723103
341,2.7231
342,2.723097
343,2.723094
344,2.723089
345,2.723086
346,2.723082
347,2.723077
348,2.723074
349,2.72307
350,2.723066
351,2.723063
352,2.72306
353,2.723058
354,2.723056
355,2.723055
356,2.723054
357,2.723054
358,2.723054
359,2.723055
360,2.723057
361,2.723059
362,2.723062
363,2.723065
364,2.723069
365,2.723073
366,2.723077
367,2.723082
368,2.723086
369,2.72309
370,2.723094
371,2.723098
372,2.723102
373,2.723106
374,2.723109
375,2.723111
376,2.723113
377,2.723115
378,2.723115
379,2.723115
380,2.723115
381,2.723114
382,2.723113
383,2.72311
384,2.723108
385,2.723105
386,2.723102
387,2.723099
388,2.723095
389,2.723092
390,2.723089
391,2.723086
392,2.723083
393,2.72308
394,2.723078
395,2.723076
396,2.723075
397,2.723074
398,2.723073
399,2.723073
400,2.723074
401,2.723074
402,2.723076
403,2.723077
404,2.723079
405,2.723081
406,2.723083
407,2.723085
408,2.723088
409,2.723089
410,2.723091
411,2.723093
412,2.723093
413,2.723094
414,2.723095
415,2.723094
416,2.723094
417,2.723093
418,2.723091
419,2.72309
420,2.723087
421,2.723085
422,2.723083
423,2.72308
424,2.723077
425,2.723075
426,2.723073
427,2.72307
428,2.723068
429,2.723067
430,2.723066
431,2.723066
432,2.723066
433,2.723067
434,2.723068
435,2.72307
436,2.723073
437,2.723076
438,2.72308
439,2.723084
440,2.72309
441,2.723094
442,2.723099
443,2.723104
444,2.723109
445,2.723114
446,2.723118
447,2.723122
448,2.723125
449,2.723128
450,2.72313
451,2.72313
452,2.72313
453,2.723129
454,2.723127
455,2.723124
456,2.72312
457,2.723115
458,2.72311
459,2.723104
460,2.723097
461,2.72309
462,2.723083
463,2.723076
464,2.723068
465,2.723062
466,2.723055
467,2.723049
468,2.723044
469,2.72304
470,2.723037
471,2.723036
472,2.723035
473,2.723035
474,2.723037
475,2.723039
476,2.723043
477,2.723048
478,2.723054
479,2.72306
480,2.723068
481,2.723075
482,2.723083
483,2.723091
484,2.723099
485,2.723107
486,2.723114
487,2.723121
488,2.723127
489,2.723131
490,2.723135
491,2.723138
492,2.723139
493,2.723139
494,2.723138
495,2.723136
496,2.723132
497,2.723128
498,2.723122
499,2.723116
500,2.723109
501,2.723101
502,2.723094
503,2.723086
504,2.723079
505,2.723072
506,2.723065
507,2.723059
508,2.723054
509,2.72305
510,2.723048
511,2.723046
512,2.723046
513,2.723047
514,2.723049
515,2.723053
516,2.723058
517,2.723063
518,2.723069
519,2.723076
520,2.723083
521,2.72309
522,2.723098
523,2.723105
524,2.723112
525,2.723118
526,2.723123
527,2.723127
528,2.72313
529,2.723131
530,2.723132
531,2.72313
532,2.723128
533,2.723124
534,2.723119
535,2.723113
536,2.723105
537,2.723098
538,2.723089
539,2.72308
540,2.723072
541,2.723063
542,2.723055
543,2.723047
544,2.72304
545,2.723035
546,2.72303
547,2.723027
548,2.723026
549,2.723027
550,2.723029
551,2.723033
552,2.723038
553,2.723045
554,2.723054
555,2.723064
556,2.723075
557,2.723087
558,2.723099
559,2.723111
560,2.723124
561,2.723135
562,2.723145
563,2.723155
564,2.723163
565,2.72317
566,2.723174
567,2.723177
568,2.723177
569,2.723175
570,2.723171
571,2.723165
572,2.723157
573,2.723146
574,2.723135
575,2.723122
576,2.723107
577,2.723093
578,2.723078
579,2.723063
580,2.723047
581,2.723033
582,2.723021
583,2.723009
584,2.722999
585,2.722991
586,2.722986
587,2.722983
588,2.722982
589,2.722985
590,2.72299
591,2.722997
592,2.723006
593,2.723019
594,2.723033
595,2.723048
596,2.723065
597,2.723082
598,2.723099
599,2.723117
600,2.723134
601,2.72315
602,2.723164
603,2.723176
604,2.723186
605,2.723194
606,2.723199
607,2.723201
608,2.7232
609,2.723196
610,2.72319
611,2.723181
612,2.723169
613,2.723156
614,2.72314
615,2.723123
616,2.723105
617,2.723087
618,2.723068
619,2.723051
620,2.723033
621,2.723018
622,2.723004
623,2.722993
624,2.722983
