EwEVersion,"6.6.7.17812 (compiled 28/02/2022)"
Date,"26/02/2023 11:47:50 AM"
ModelName,CS_model_V1_110722
EcosimScenario,"New Ecosim scenario"
TimeSeries,(none)
StartYear,2020

Data,"PredationMortality of Gurnards"

year\group,Weedfish,
2020,0.2010468
2021,0.2010251
2022,0.2010315
2023,0.2010543
2024,0.2010311
2025,0.201016
2026,0.2010292
2027,0.2010192
2028,0.201007
2029,0.2010275
2030,0.2010315
2031,0.2010227
2032,0.2010414
2033,0.2010291
2034,0.2009927
2035,0.201027
2036,0.2010585
2037,0.2010121
2038,0.2010111
2039,0.2010478
2040,0.201009
2041,0.2010105
2042,0.2010714
2043,0.2010141
2044,0.2009714
2045,0.2010726
2046,0.2010549
2047,0.200959
2048,0.201051
2049,0.2010742
2050,0.2009448
2051,0.2010406
2052,0.2011247
2053,0.2009277
2054,0.2009764
2055,0.2011773
2056,0.2009671
2057,0.2009043
2058,0.2011966
2059,0.2010179
2060,0.2008216
2061,0.2012149
2062,0.2011249
2063,0.2007122
2064,0.2011557
2065,0.2012933
2066,0.2006577
2067,0.2010182
2068,0.2014703
2069,0.2006547
2070,0.2007997
2071,0.2016729
2072,0.2007658
2073,0.2004557
2074,0.2018047
2075,0.201067
2076,0.2000656
2077,0.2017791
2078,0.2015475
2079,0.1996798
2080,0.2015216
2081,0.2022467
2082,0.1994178
2083,0.2008816
2084,0.2030824
2085,0.1994984
2086,0.1998274
2087,0.2038702
2088,0.2000952
2089,0.198378
2090,0.2043639
2091,0.2014462
2092,0.1966815
2093,0.2041131
2094,0.2036985
2095,0.1951592
2096,0.2026422
2097,0.2067791
2098,0.1943996
2099,0.1995173
2100,0.2103315
2101,0.1952685
2102,0.1945507
2103,0.2133256
2104,0.1988146
2105,0.1883147
2106,0.213854
2107,0.205969
2108,0.182489
2109,0.2089556
2110,0.2165772
2111,0.182725
2112,0.1970517
2113,0.2229292
2114,0.1895761
2115,0.186633
2116,0.222958
2117,0.1997892
2118,0.1803631
2119,0.2163553
