EwEVersion,"6.6.7.17812 (compiled 28/02/2022)"
Date,"26/02/2023 11:47:50 AM"
ModelName,CS_model_V1_110722
EcosimScenario,"New Ecosim scenario"
TimeSeries,(none)
StartYear,2020

Data,"PredationMortality of Bottlenose Dolphin"

year\group,"Large sharks",
2020,0.01050502
2021,0.01050536
2022,0.0105063
2023,0.01050587
2024,0.01050417
2025,0.01050253
2026,0.01050212
2027,0.01050336
2028,0.01050511
2029,0.01050569
2030,0.01050572
2031,0.01050681
2032,0.01050828
2033,0.01050906
2034,0.01050947
2035,0.01050946
2036,0.0105094
2037,0.01051054
2038,0.01051155
2039,0.01051076
2040,0.01051033
2041,0.01051131
2042,0.01051144
2043,0.01051122
2044,0.01051175
2045,0.01051107
2046,0.01051048
2047,0.01051222
2048,0.0105124
2049,0.01051036
2050,0.01051118
2051,0.01051252
2052,0.01051094
2053,0.01051146
2054,0.01051294
2055,0.01051039
2056,0.01051043
2057,0.01051409
2058,0.01051168
2059,0.01050911
2060,0.01051344
2061,0.01051278
2062,0.01050877
2063,0.01051344
2064,0.01051405
2065,0.01050726
2066,0.01051217
2067,0.01051695
2068,0.01050742
2069,0.01050913
2070,0.01051857
2071,0.01050878
2072,0.0105062
2073,0.01052034
2074,0.01051113
2075,0.01050124
2076,0.01052079
2077,0.01051701
2078,0.01049662
2079,0.01051749
2080,0.01052423
2081,0.01049377
2082,0.0105114
2083,0.0105332
2084,0.01049308
2085,0.01049968
2086,0.01054273
2087,0.01049916
2088,0.01048289
2089,0.01054789
2090,0.0105128
2091,0.01046349
2092,0.0105462
2093,0.01053565
2094,0.0104433
2095,0.01053085
2096,0.01056841
2097,0.0104307
2098,0.01049566
2099,0.01060469
2100,0.01043441
2101,0.01043822
2102,0.01063542
2103,0.01046509
2104,0.01035858
2105,0.01064089
2106,0.01053463
2107,0.01027252
2108,0.01059043
2109,0.01064442
2110,0.01022278
2111,0.01042319
2112,0.01072222
2113,0.01032336
2114,0.01030467
2115,0.01075022
2116,0.01049819
2117,0.01027204
2118,0.01073271
2119,0.01068169
