EwEVersion,"6.6.7.17812 (compiled 28/02/2022)"
Date,"26/02/2023 11:47:52 AM"
ModelName,CS_model_V1_110722
EcosimScenario,"New Ecosim scenario"
TimeSeries,(none)
StartYear,2020

Data,ShannonDiversity

timestep,value
1,2.730662
2,2.730656
3,2.730653
4,2.730651
5,2.73065
6,2.730649
7,2.73065
8,2.73065
9,2.730651
10,2.730652
11,2.730653
12,2.730655
13,2.730656
14,2.730659
15,2.730661
16,2.730664
17,2.730666
18,2.730669
19,2.730672
20,2.730674
21,2.730676
22,2.730679
23,2.730681
24,2.730682
25,2.730683
26,2.730684
27,2.730684
28,2.730684
29,2.730684
30,2.730682
31,2.730681
32,2.730679
33,2.730677
34,2.730674
35,2.730671
36,2.730668
37,2.730665
38,2.730662
39,2.730659
40,2.730656
41,2.730653
42,2.73065
43,2.730648
44,2.730646
45,2.730644
46,2.730643
47,2.730643
48,2.730643
49,2.730643
50,2.730644
51,2.730645
52,2.730648
53,2.73065
54,2.730652
55,2.730655
56,2.730658
57,2.73066
58,2.730663
59,2.730666
60,2.730668
61,2.73067
62,2.730672
63,2.730673
64,2.730673
65,2.730672
66,2.730672
67,2.73067
68,2.730667
69,2.730664
70,2.73066
71,2.730656
72,2.730651
73,2.730646
74,2.73064
75,2.730634
76,2.730628
77,2.730622
78,2.730616
79,2.730611
80,2.730606
81,2.730601
82,2.730597
83,2.730594
84,2.730592
85,2.730591
86,2.73059
87,2.730591
88,2.730592
89,2.730594
90,2.730597
91,2.730601
92,2.730606
93,2.730611
94,2.730616
95,2.730623
96,2.730628
97,2.730634
98,2.73064
99,2.730645
100,2.73065
101,2.730655
102,2.730658
103,2.730661
104,2.730663
105,2.730664
106,2.730664
107,2.730662
108,2.73066
109,2.730657
110,2.730653
111,2.730648
112,2.730643
113,2.730636
114,2.73063
115,2.730623
116,2.730616
117,2.730609
118,2.730603
119,2.730597
120,2.730592
121,2.730587
122,2.730583
123,2.730581
124,2.730579
125,2.730578
126,2.730579
127,2.73058
128,2.730583
129,2.730586
130,2.730591
131,2.730596
132,2.730602
133,2.730608
134,2.730615
135,2.730622
136,2.730628
137,2.730634
138,2.73064
139,2.730645
140,2.73065
141,2.730653
142,2.730656
143,2.730657
144,2.730658
145,2.730657
146,2.730654
147,2.730651
148,2.730647
149,2.730641
150,2.730635
151,2.730628
152,2.730621
153,2.730613
154,2.730606
155,2.730598
156,2.730591
157,2.730584
158,2.730578
159,2.730573
160,2.730569
161,2.730567
162,2.730565
163,2.730565
164,2.730567
165,2.73057
166,2.730574
167,2.730579
168,2.730586
169,2.730593
170,2.730602
171,2.730611
172,2.73062
173,2.730629
174,2.730638
175,2.730647
176,2.730655
177,2.730662
178,2.730668
179,2.730673
180,2.730676
181,2.730677
182,2.730677
183,2.730675
184,2.730672
185,2.730667
186,2.73066
187,2.730652
188,2.730642
189,2.730632
190,2.730621
191,2.730609
192,2.730597
193,2.730585
194,2.730574
195,2.730563
196,2.730554
197,2.730546
198,2.730539
199,2.730534
200,2.730531
201,2.73053
202,2.73053
203,2.730533
204,2.730539
205,2.730545
206,2.730554
207,2.730565
208,2.730577
209,2.730589
210,2.730603
211,2.730617
212,2.730631
213,2.730644
214,2.730657
215,2.730669
216,2.73068
217,2.73069
218,2.730697
219,2.730702
220,2.730704
221,2.730705
222,2.730702
223,2.730698
224,2.730691
225,2.730682
226,2.730671
227,2.730659
228,2.730645
229,2.73063
230,2.730615
231,2.730599
232,2.730583
233,2.730568
234,2.730554
235,2.730542
236,2.730531
237,2.730522
238,2.730516
239,2.730512
240,2.730511
241,2.730512
242,2.730516
243,2.730523
244,2.730532
245,2.730543
246,2.730556
247,2.730571
248,2.730587
249,2.730604
250,2.730622
251,2.730639
252,2.730655
253,2.730671
254,2.730685
255,2.730697
256,2.730707
257,2.730714
258,2.730719
259,2.730721
260,2.730719
261,2.730714
262,2.730707
263,2.730697
264,2.730684
265,2.730669
266,2.730652
267,2.730633
268,2.730614
269,2.730594
270,2.730574
271,2.730555
272,2.730537
273,2.730521
274,2.730507
275,2.730496
276,2.730487
277,2.730482
278,2.73048
279,2.730482
280,2.730487
281,2.730495
282,2.730508
283,2.730523
284,2.730541
285,2.730561
286,2.730583
287,2.730606
288,2.730629
289,2.730653
290,2.730676
291,2.730697
292,2.730717
293,2.730734
294,2.730748
295,2.730759
296,2.730766
297,2.730769
298,2.730768
299,2.730762
300,2.730753
301,2.730739
302,2.730722
303,2.730701
304,2.730678
305,2.730652
306,2.730625
307,2.730597
308,2.730569
309,2.730541
310,2.730515
311,2.73049
312,2.730469
313,2.73045
314,2.730436
315,2.730426
316,2.730421
317,2.730421
318,2.730425
319,2.730434
320,2.730449
321,2.730468
322,2.73049
323,2.730517
324,2.730546
325,2.730577
326,2.73061
327,2.730643
328,2.730676
329,2.730707
330,2.730736
331,2.730763
332,2.730786
333,2.730804
334,2.730817
335,2.730825
336,2.730828
337,2.730825
338,2.730816
339,2.730802
340,2.730782
341,2.730757
342,2.730729
343,2.730696
344,2.730661
345,2.730624
346,2.730587
347,2.730549
348,2.730512
349,2.730478
350,2.730447
351,2.73042
352,2.730397
353,2.73038
354,2.730369
355,2.730364
356,2.730366
357,2.730374
358,2.730389
359,2.73041
360,2.730437
361,2.730469
362,2.730505
363,2.730544
364,2.730586
365,2.730629
366,2.730672
367,2.730714
368,2.730754
369,2.73079
370,2.730822
371,2.730848
372,2.730869
373,2.730883
374,2.73089
375,2.730889
376,2.73088
377,2.730864
378,2.730841
379,2.730812
380,2.730776
381,2.730735
382,2.73069
383,2.730642
384,2.730592
385,2.730543
386,2.730494
387,2.730448
388,2.730405
389,2.730366
390,2.730334
391,2.730309
392,2.730292
393,2.730283
394,2.730283
395,2.730291
396,2.730308
397,2.730334
398,2.730368
399,2.730409
400,2.730456
401,2.730508
402,2.730563
403,2.730621
404,2.73068
405,2.730737
406,2.730792
407,2.730844
408,2.730889
409,2.730928
410,2.730959
411,2.730982
412,2.730994
413,2.730997
414,2.730989
415,2.730971
416,2.730943
417,2.730906
418,2.73086
419,2.730807
420,2.730747
421,2.730683
422,2.730616
423,2.730547
424,2.730479
425,2.730413
426,2.730352
427,2.730296
428,2.730247
429,2.730208
430,2.730179
431,2.73016
432,2.730153
433,2.730159
434,2.730176
435,2.730206
436,2.730246
437,2.730297
438,2.730357
439,2.730425
440,2.730499
441,2.730577
442,2.730657
443,2.730736
444,2.730813
445,2.730886
446,2.730953
447,2.731011
448,2.73106
449,2.731097
450,2.731122
451,2.731133
452,2.731131
453,2.731115
454,2.731085
455,2.731042
456,2.730986
457,2.73092
458,2.730844
459,2.730761
460,2.730673
461,2.730582
462,2.73049
463,2.7304
464,2.730314
465,2.730234
466,2.730164
467,2.730104
468,2.730057
469,2.730024
470,2.730006
471,2.730005
472,2.73002
473,2.73005
474,2.730097
475,2.730158
476,2.730232
477,2.730317
478,2.730412
479,2.730513
480,2.730618
481,2.730724
482,2.730829
483,2.730929
484,2.731022
485,2.731106
486,2.731176
487,2.731233
488,2.731274
489,2.731297
490,2.731302
491,2.731289
492,2.731257
493,2.731207
494,2.731141
495,2.731058
496,2.730963
497,2.730856
498,2.730741
499,2.730621
500,2.730498
501,2.730376
502,2.730258
503,2.730147
504,2.730047
505,2.72996
506,2.729889
507,2.729837
508,2.729805
509,2.729794
510,2.729804
511,2.729836
512,2.729891
513,2.729965
514,2.730058
515,2.730168
516,2.73029
517,2.730424
518,2.730564
519,2.730708
520,2.73085
521,2.730989
522,2.731119
523,2.731238
524,2.731341
525,2.731426
526,2.731491
527,2.731533
528,2.73155
529,2.731543
530,2.731511
531,2.731455
532,2.731374
533,2.731272
534,2.73115
535,2.731012
536,2.730861
537,2.7307
538,2.730534
539,2.730367
540,2.730203
541,2.730048
542,2.729904
543,2.729777
544,2.72967
545,2.729586
546,2.729528
547,2.729499
548,2.729498
549,2.729528
550,2.729587
551,2.729674
552,2.729789
553,2.729926
554,2.730085
555,2.730259
556,2.730445
557,2.730638
558,2.730833
559,2.731024
560,2.731206
561,2.731375
562,2.731525
563,2.731653
564,2.731755
565,2.731827
566,2.731868
567,2.731875
568,2.731849
569,2.73179
570,2.731698
571,2.731575
572,2.731425
573,2.731251
574,2.731055
575,2.730845
576,2.730625
577,2.730401
578,2.730177
579,2.729962
580,2.729759
581,2.729576
582,2.729417
583,2.729288
584,2.729192
585,2.729132
586,2.729111
587,2.729131
588,2.72919
589,2.72929
590,2.729426
591,2.729596
592,2.729796
593,2.73002
594,2.730264
595,2.730519
596,2.730781
597,2.73104
598,2.731291
599,2.731526
600,2.73174
601,2.731926
602,2.732078
603,2.732193
604,2.732268
605,2.732298
606,2.732284
607,2.732225
608,2.732122
609,2.731976
610,2.731792
611,2.731573
612,2.731323
613,2.73105
614,2.73076
615,2.730461
616,2.730159
617,2.729863
618,2.729581
619,2.729321
620,2.729091
621,2.728898
622,2.728746
623,2.728642
