EwEVersion,"6.6.7.17812 (compiled 28/02/2022)"
Date,"26/02/2023 11:47:50 AM"
ModelName,CS_model_V1_110722
EcosimScenario,"New Ecosim scenario"
TimeSeries,(none)
StartYear,2020

Data,"PredationMortality of Phytoplankton"

year\group,"Small pelagics",Pipefishes,"Blue Sprat","Sandy Sprat",Pilchard,"Australian Herring","Schooling species",Seahorses,Rabbitfish,"Introduced species","Black Mussel",Corals,Ascidians,Sponges,Bivalves,Bryozoans,Zooplankton,"Planktotrophic Larvae",
2020,0.2147201,0.02024732,15.16294,6.503953,3.151566,0.0548967,0.05557034,0.01346397,0.00199636,0.003158522,1.759589E-05,0.02294309,0.08128247,0.005605324,0.001531621,0.02760526,14.52474,8.579747
2021,0.2147236,0.02024619,15.16206,6.50381,3.151458,0.05489387,0.05556692,0.01346395,0.001996508,0.003158165,1.759394E-05,0.02294466,0.08127709,0.005605183,0.001531523,0.0276062,14.5249,8.580813
2022,0.2147381,0.02024479,15.16044,6.503254,3.151079,0.05488988,0.05556041,0.01346344,0.001996579,0.003158097,1.759291E-05,0.02294375,0.0812752,0.005605063,0.001531421,0.02760513,14.52663,8.580164
2023,0.2147429,0.02024557,15.15978,6.50305,3.15086,0.054886,0.05555895,0.01346314,0.001996242,0.003158309,1.759379E-05,0.02294206,0.08127618,0.005605256,0.00153141,0.02760328,14.52803,8.578907
2024,0.214729,0.02024764,15.16097,6.503578,3.15114,0.054888,0.05556431,0.01346378,0.001996374,0.003158441,1.759519E-05,0.02294194,0.08127952,0.00560558,0.001531492,0.02760324,14.52694,8.579107
2025,0.2147119,0.02024864,15.16231,6.504092,3.151577,0.05489426,0.05556861,0.01346451,0.001996625,0.003158282,1.759513E-05,0.02294348,0.08127771,0.005605489,0.001531516,0.02760514,14.52483,8.580543
2026,0.214712,0.02024701,15.16177,6.503775,3.151562,0.05489607,0.05556525,0.01346408,0.001996138,0.003158055,1.759412E-05,0.0229441,0.08127039,0.005605077,0.001531419,0.02760571,14.52503,8.580998
2027,0.2147241,0.02024521,15.1602,6.503047,3.151152,0.05489064,0.05555831,0.01346328,0.001996109,0.003158098,1.759428E-05,0.02294261,0.08126818,0.005605042,0.00153136,0.02760395,14.52711,8.579699
2028,0.2147254,0.020246,15.16006,6.502964,3.150993,0.05488616,0.05555656,0.01346351,0.001996662,0.003158356,1.759555E-05,0.02294122,0.08127264,0.005605388,0.001531423,0.02760289,14.52781,8.578763
2029,0.2147091,0.02024805,15.16167,6.503626,3.15134,0.05488945,0.0555615,0.01346412,0.001996236,0.003158432,1.759598E-05,0.02294195,0.08127437,0.005605472,0.001531473,0.02760397,14.52627,8.579604
2030,0.214695,0.02024839,15.16278,6.504041,3.151708,0.05489551,0.05556517,0.0134641,0.001995911,0.003158188,1.759511E-05,0.02294354,0.08127188,0.005605215,0.001531434,0.02760522,14.52456,8.580838
2031,0.2147,0.02024661,15.16197,6.503622,3.151594,0.05489542,0.05556148,0.01346367,0.00199666,0.003157987,1.759402E-05,0.02294365,0.08126958,0.005605007,0.00153136,0.02760504,14.52478,8.580894
2032,0.2147136,0.02024489,15.16054,6.502975,3.151176,0.05488928,0.05555558,0.01346317,0.001996418,0.003158106,1.759379E-05,0.02294212,0.08126863,0.005605016,0.001531308,0.02760356,14.52682,8.579847
2033,0.2147136,0.02024557,15.16059,6.503015,3.15106,0.05488546,0.05555579,0.01346312,0.001995744,0.003158337,1.759473E-05,0.02294092,0.08127173,0.005605295,0.001531355,0.02760227,14.5277,8.578961
2034,0.2146984,0.02024779,15.16215,6.503676,3.151424,0.05488918,0.05556078,0.01346397,0.00199661,0.003158357,1.759539E-05,0.02294167,0.08127624,0.005605517,0.001531462,0.02760336,14.52571,8.579656
2035,0.2146887,0.02024798,15.163,6.503986,3.151731,0.05489512,0.05556269,0.01346426,0.001996663,0.003158146,1.759422E-05,0.02294329,0.08127236,0.005605187,0.001531431,0.02760539,14.52403,8.581157
2036,0.2146969,0.0202457,15.16189,6.503469,3.151525,0.05489435,0.05555892,0.01346316,0.001995525,0.003157979,1.759296E-05,0.02294312,0.08126576,0.0056048,0.001531296,0.02760457,14.52534,8.580927
2037,0.2147099,0.02024468,15.16055,6.502903,3.151137,0.05488785,0.05555454,0.01346271,0.001996407,0.003158107,1.759358E-05,0.02294124,0.08126947,0.005605089,0.001531307,0.02760231,14.52709,8.579342
2038,0.2147075,0.02024617,15.16104,6.503127,3.151143,0.05488554,0.05555557,0.01346356,0.001997091,0.003158361,1.75945E-05,0.02294053,0.08127476,0.005605445,0.001531405,0.02760245,14.52682,8.579179
2039,0.2146927,0.02024753,15.16252,6.503762,3.151507,0.05489042,0.05556087,0.01346378,0.001995485,0.003158327,1.759418E-05,0.02294176,0.08127227,0.005605277,0.001531404,0.02760379,14.52552,8.580298
2040,0.2146868,0.02024725,15.16286,6.503877,3.151704,0.05489467,0.05556226,0.01346351,0.001995965,0.00315806,1.759354E-05,0.02294276,0.08127084,0.005605104,0.00153138,0.02760421,14.52447,8.580826
2041,0.2146974,0.02024578,15.16172,6.503349,3.151468,0.05489255,0.05555707,0.01346348,0.001997456,0.003157996,1.759288E-05,0.02294229,0.08127028,0.005605038,0.00153135,0.02760415,14.52501,8.580626
2042,0.2147083,0.02024462,15.16069,6.50292,3.151121,0.05488727,0.05555353,0.01346283,0.001995642,0.003158185,1.759272E-05,0.02294093,0.081267,0.005604961,0.00153128,0.02760282,14.52721,8.579766
2043,0.2147033,0.02024593,15.16123,6.503192,3.151173,0.05488577,0.05555673,0.01346278,0.0019954,0.003158323,1.759398E-05,0.02294019,0.08127205,0.005605322,0.001531354,0.02760149,14.5273,8.578971
2044,0.2146896,0.02024811,15.16272,6.503815,3.151575,0.05489059,0.05556091,0.01346416,0.001997804,0.003158276,1.759435E-05,0.02294137,0.08127787,0.005605554,0.001531483,0.02760358,14.52454,8.580143
2045,0.2146867,0.02024707,15.16289,6.503843,3.151704,0.05489498,0.05556057,0.01346391,0.001996061,0.003158085,1.759245E-05,0.0229428,0.08126841,0.005604938,0.001531358,0.02760542,14.52416,8.581581
2046,0.2146986,0.02024466,15.16139,6.503199,3.151362,0.0548915,0.05555675,0.01346226,0.00199458,0.003157976,1.759197E-05,0.02294174,0.08126406,0.005604743,0.001531236,0.02760289,14.52647,8.580262
2047,0.2147075,0.02024524,15.16067,6.502905,3.151105,0.05488552,0.05555375,0.01346296,0.001997927,0.003158185,1.759352E-05,0.02293996,0.08127484,0.005605407,0.001531378,0.02760151,14.52679,8.578885
2048,0.2146999,0.02024685,15.16175,6.503375,3.15128,0.05488674,0.05555627,0.01346397,0.001996968,0.003158401,1.759347E-05,0.02294043,0.08127397,0.005605381,0.001531416,0.02760346,14.52599,8.579967
2049,0.2146872,0.02024699,15.16277,6.503826,3.151583,0.05489202,0.05556164,0.01346298,0.001993741,0.003158213,1.75928E-05,0.02294166,0.0812673,0.005604988,0.001531323,0.02760346,14.52567,8.580588
