EwEVersion,"6.6.7.17812 (compiled 28/02/2022)"
Date,"26/02/2023 11:47:51 AM"
ModelName,CS_model_V1_110722
EcosimScenario,"New Ecosim scenario"
TimeSeries,(none)
StartYear,2020

Data,"Prey of Cormorants"

timestep\group,Squids,"Scaly Mackerel","Yellowtail Scad",Trevallies,"King George Whiting","Whiting Species","Small pelagics","Dragonets ","Southern Garfish",Butterfishes,"Common Silverbelly","Blue Sprat","Sandy Sprat",Pilchard,"Australian Herring","Schooling species","Other crabs",Mullets,Rabbitfish,
1,0.01024699,0.0009285845,0.01057351,0.02070103,0.01053435,0.1067819,0.0237949,0.002506123,0.003118037,0.00254964,0.0007005275,0.1057332,0.1057343,0.05175179,0.001188731,0.00104158,0.006218701,0.01031431,0.02302859
2,0.01024624,0.0009285366,0.01057255,0.02069983,0.01053378,0.1067746,0.02379299,0.002505913,0.003117742,0.00254941,0.0007004656,0.105723,0.1057248,0.05174695,0.001188647,0.001041478,0.006218349,0.01031342,0.02302637
3,0.01024603,0.0009285191,0.01057299,0.02069932,0.01053358,0.1067727,0.02379255,0.002505941,0.00311781,0.002549423,0.0007004772,0.1057219,0.1057244,0.05174659,0.001188609,0.001041483,0.006218215,0.01031323,0.02302682
4,0.0102459,0.0009285085,0.01057336,0.02069892,0.01053344,0.1067715,0.02379227,0.002505964,0.003117849,0.00254942,0.000700478,0.1057214,0.1057247,0.05174658,0.00118858,0.001041492,0.006218113,0.01031299,0.02302692
5,0.01024581,0.0009285022,0.0105736,0.02069858,0.01053334,0.1067707,0.02379202,0.002505985,0.003117852,0.002549414,0.0007004738,0.105721,0.105725,0.05174661,0.001188557,0.001041497,0.006218039,0.01031277,0.02302681
6,0.01024574,0.0009284996,0.01057376,0.02069828,0.01053326,0.1067703,0.02379182,0.002506004,0.003117832,0.002549409,0.0007004676,0.1057205,0.1057253,0.05174661,0.001188537,0.001041498,0.006217986,0.01031258,0.02302666
7,0.01024569,0.0009285016,0.01057384,0.02069802,0.01053321,0.1067699,0.02379165,0.00250602,0.003117798,0.002549409,0.0007004608,0.1057198,0.1057254,0.0517466,0.001188521,0.001041496,0.006217951,0.01031244,0.02302653
8,0.01024567,0.0009285068,0.01057389,0.0206978,0.01053316,0.1067696,0.02379153,0.002506034,0.003117758,0.002549411,0.000700454,0.1057191,0.1057254,0.05174652,0.001188507,0.001041491,0.00621793,0.01031234,0.02302647
9,0.01024568,0.0009285157,0.01057389,0.02069763,0.01053311,0.1067693,0.02379146,0.002506044,0.003117715,0.00254942,0.0007004479,0.1057183,0.1057253,0.05174645,0.001188497,0.001041484,0.006217922,0.01031227,0.02302649
10,0.0102457,0.0009285274,0.01057388,0.02069748,0.01053307,0.1067689,0.02379143,0.00250605,0.003117674,0.002549433,0.0007004431,0.1057175,0.1057251,0.05174632,0.001188489,0.001041476,0.006217923,0.01031224,0.0230266
11,0.01024574,0.0009285422,0.01057384,0.02069736,0.01053303,0.1067684,0.02379145,0.002506054,0.003117637,0.002549452,0.0007004399,0.1057166,0.1057248,0.05174615,0.001188482,0.001041465,0.006217933,0.01031225,0.02302679
12,0.0102458,0.0009285587,0.0105738,0.02069728,0.01053298,0.1067678,0.02379151,0.002506057,0.003117604,0.002549476,0.0007004384,0.1057157,0.1057245,0.05174595,0.001188477,0.001041454,0.006217952,0.01031228,0.02302707
13,0.01024588,0.0009285768,0.01057374,0.02069724,0.01053294,0.1067672,0.02379161,0.002506058,0.003117578,0.002549506,0.0007004384,0.1057147,0.1057241,0.05174569,0.001188473,0.001041442,0.006217978,0.01031235,0.02302742
14,0.01024597,0.0009285967,0.01057369,0.02069724,0.0105329,0.1067666,0.02379176,0.00250606,0.003117558,0.002549543,0.0007004404,0.1057137,0.1057237,0.0517454,0.00118847,0.001041429,0.006218016,0.01031244,0.02302785
15,0.01024607,0.0009286171,0.01057363,0.02069726,0.01053286,0.1067659,0.02379194,0.002506062,0.003117544,0.002549585,0.0007004441,0.1057127,0.1057231,0.05174506,0.001188467,0.001041416,0.006218063,0.01031255,0.02302833
16,0.01024617,0.0009286379,0.01057357,0.02069733,0.01053284,0.1067654,0.02379216,0.002506066,0.003117536,0.002549632,0.0007004493,0.1057117,0.1057226,0.05174468,0.001188465,0.001041402,0.00621812,0.01031268,0.02302886
17,0.01024628,0.0009286586,0.01057351,0.02069743,0.01053282,0.1067649,0.0237924,0.002506072,0.003117532,0.002549682,0.0007004559,0.1057107,0.105722,0.05174428,0.001188463,0.001041388,0.006218187,0.01031283,0.02302941
18,0.0102464,0.0009286784,0.01057345,0.02069756,0.01053282,0.1067645,0.02379267,0.002506081,0.00311753,0.002549736,0.0007004634,0.1057096,0.1057213,0.05174382,0.001188461,0.001041374,0.006218262,0.01031299,0.02302997
19,0.01024651,0.0009286975,0.01057338,0.02069772,0.01053283,0.1067643,0.02379295,0.002506091,0.003117532,0.002549793,0.0007004719,0.1057085,0.1057206,0.05174333,0.001188458,0.00104136,0.00621835,0.01031316,0.02303053
20,0.01024661,0.0009287151,0.01057332,0.02069792,0.01053286,0.1067643,0.02379327,0.002506105,0.003117535,0.002549851,0.0007004809,0.1057074,0.1057199,0.0517428,0.001188455,0.001041346,0.006218447,0.01031333,0.02303106
21,0.01024671,0.0009287313,0.01057325,0.02069815,0.01053292,0.1067645,0.02379359,0.002506121,0.003117539,0.00254991,0.0007004905,0.1057063,0.1057192,0.05174224,0.001188452,0.001041332,0.006218553,0.01031351,0.02303156
22,0.0102468,0.0009287454,0.01057318,0.0206984,0.01053298,0.1067648,0.02379392,0.002506139,0.003117541,0.002549968,0.0007005,0.1057052,0.1057184,0.05174163,0.001188447,0.001041318,0.006218669,0.01031369,0.02303199
23,0.01024688,0.0009287575,0.01057311,0.02069867,0.01053307,0.1067654,0.02379425,0.002506158,0.003117541,0.002550025,0.0007005096,0.105704,0.1057176,0.05174102,0.001188442,0.001041305,0.006218794,0.01031387,0.02303237
24,0.01024695,0.0009287673,0.01057304,0.02069898,0.01053318,0.1067662,0.02379459,0.002506179,0.00311754,0.00255008,0.0007005188,0.1057029,0.1057168,0.05174037,0.001188437,0.001041291,0.006218925,0.01031404,0.02303267
25,0.01024701,0.0009287745,0.01057296,0.0206993,0.01053332,0.1067672,0.02379493,0.002506202,0.003117535,0.002550133,0.0007005276,0.1057018,0.1057159,0.05173972,0.00118843,0.001041278,0.006219064,0.01031421,0.02303287
26,0.01024706,0.0009287792,0.01057287,0.02069964,0.01053347,0.1067685,0.02379527,0.002506225,0.003117527,0.002550182,0.0007005359,0.1057007,0.1057151,0.05173905,0.001188423,0.001041266,0.006219206,0.01031437,0.02303298
27,0.01024708,0.0009287814,0.01057279,0.02069999,0.01053364,0.1067698,0.02379559,0.002506249,0.003117514,0.002550227,0.0007005433,0.1056996,0.1057143,0.05173836,0.001188415,0.001041254,0.006219355,0.01031452,0.02303299
28,0.0102471,0.0009287812,0.0105727,0.02070036,0.01053383,0.1067715,0.02379591,0.002506273,0.003117496,0.002550268,0.0007005501,0.1056985,0.1057135,0.05173769,0.001188407,0.001041243,0.006219505,0.01031466,0.0230329
29,0.0102471,0.0009287782,0.0105726,0.02070073,0.01053404,0.1067732,0.02379622,0.002506297,0.003117474,0.002550303,0.000700556,0.1056975,0.1057128,0.05173702,0.001188398,0.001041233,0.006219656,0.0103148,0.02303271
30,0.01024709,0.0009287726,0.01057249,0.02070111,0.01053426,0.1067751,0.02379651,0.002506319,0.003117446,0.002550334,0.0007005609,0.1056965,0.1057121,0.05173635,0.001188389,0.001041224,0.006219808,0.01031491,0.02303242
31,0.01024706,0.0009287643,0.01057239,0.02070149,0.01053449,0.1067771,0.02379677,0.002506341,0.003117414,0.002550357,0.0007005648,0.1056956,0.1057114,0.05173571,0.001188379,0.001041216,0.006219956,0.01031502,0.02303204
32,0.01024702,0.0009287541,0.01057227,0.02070186,0.01053473,0.1067792,0.02379702,0.002506361,0.003117376,0.002550376,0.0007005677,0.1056948,0.1057108,0.05173509,0.001188369,0.001041209,0.0062201,0.01031511,0.02303158
33,0.01024698,0.0009287414,0.01057215,0.02070223,0.01053498,0.1067813,0.02379724,0.00250638,0.003117335,0.002550389,0.0007005697,0.105694,0.1057103,0.05173451,0.001188359,0.001041203,0.006220239,0.01031519,0.02303105
34,0.01024692,0.0009287263,0.01057203,0.02070259,0.01053523,0.1067834,0.02379743,0.002506397,0.003117289,0.002550396,0.000700571,0.1056934,0.1057099,0.05173398,0.001188349,0.001041199,0.006220373,0.01031526,0.02303047
35,0.01024685,0.0009287093,0.0105719,0.02070293,0.01053549,0.1067855,0.02379759,0.002506412,0.003117241,0.002550398,0.0007005711,0.1056928,0.1057095,0.05173349,0.001188339,0.001041195,0.006220497,0.01031531,0.02302984
36,0.01024677,0.0009286902,0.01057176,0.02070325,0.01053574,0.1067876,0.02379772,0.002506424,0.003117188,0.002550393,0.0007005702,0.1056924,0.1057093,0.05173305,0.001188328,0.001041193,0.006220611,0.01031535,0.02302919
37,0.01024668,0.0009286696,0.01057163,0.02070354,0.01053599,0.1067895,0.02379781,0.002506435,0.003117133,0.002550384,0.0007005686,0.105692,0.1057091,0.05173268,0.001188319,0.001041193,0.006220716,0.01031538,0.02302854
38,0.01024659,0.0009286474,0.01057149,0.02070381,0.01053622,0.1067914,0.02379787,0.002506442,0.003117077,0.00255037,0.0007005665,0.1056918,0.1057091,0.05173237,0.00118831,0.001041194,0.006220808,0.0103154,0.0230279
39,0.0102465,0.0009286241,0.01057135,0.02070406,0.01053645,0.1067931,0.02379788,0.002506447,0.00311702,0.002550351,0.0007005636,0.1056917,0.1057092,0.05173213,0.001188301,0.001041196,0.00622089,0.01031541,0.02302728
40,0.0102464,0.0009285997,0.01057121,0.02070428,0.01053667,0.1067946,0.02379787,0.002506449,0.003116964,0.002550329,0.0007005602,0.1056917,0.1057093,0.05173196,0.001188293,0.0010412,0.006220959,0.01031541,0.02302672
41,0.0102463,0.0009285744,0.01057107,0.02070446,0.01053686,0.1067959,0.02379781,0.002506449,0.003116909,0.002550304,0.0007005567,0.1056918,0.1057096,0.05173187,0.001188286,0.001041205,0.006221015,0.0103154,0.02302622
42,0.01024619,0.0009285486,0.01057093,0.0207046,0.01053704,0.106797,0.02379771,0.002506445,0.003116854,0.002550275,0.0007005525,0.1056921,0.1057099,0.05173186,0.001188279,0.001041211,0.006221057,0.01031538,0.02302579
43,0.01024609,0.0009285224,0.01057079,0.02070471,0.0105372,0.1067978,0.02379757,0.002506439,0.003116804,0.002550243,0.0007005482,0.1056924,0.1057104,0.05173191,0.001188274,0.001041219,0.006221088,0.01031536,0.02302545
44,0.01024599,0.0009284964,0.01057066,0.02070478,0.01053733,0.1067984,0.02379739,0.002506432,0.003116756,0.002550211,0.0007005441,0.1056929,0.105711,0.05173206,0.00118827,0.001041227,0.006221107,0.01031534,0.02302521
45,0.01024588,0.0009284699,0.01057053,0.02070481,0.01053745,0.1067987,0.02379717,0.002506422,0.003116712,0.002550177,0.00070054,0.1056934,0.1057116,0.05173228,0.001188267,0.001041236,0.006221112,0.01031531,0.02302507
46,0.01024578,0.0009284442,0.01057041,0.02070481,0.01053753,0.1067988,0.02379692,0.00250641,0.003116674,0.002550142,0.000700536,0.1056941,0.1057124,0.05173258,0.001188264,0.001041246,0.006221109,0.01031528,0.02302505
47,0.01024569,0.0009284192,0.01057029,0.02070476,0.0105376,0.1067985,0.02379663,0.002506398,0.00311664,0.002550107,0.0007005322,0.1056948,0.1057131,0.05173295,0.001188264,0.001041257,0.006221094,0.01031525,0.02302514
