EwEVersion,"6.6.7.17812 (compiled 28/02/2022)"
Date,"26/02/2023 11:47:51 AM"
ModelName,CS_model_V1_110722
EcosimScenario,"New Ecosim scenario"
TimeSeries,(none)
StartYear,2020

Data,"Prey of Other crabs"

timestep\group,"Mantis shrimp",Corals,"Sea Cucumbers",Sponges,Bivalves,Polychaetes,Urchins,Seagrass,Macroalgae,"Macroalgal Epiphytes",
1,0.001069471,0.0001017909,0.001292761,0.0001017905,0.0001017893,0.2035656,0.02035656,0.061073,0.05089488,0.05089489
2,0.00106933,0.0001017795,0.001292642,0.0001017801,0.0001017776,0.2035387,0.02035409,0.06107333,0.05089406,0.05089405
3,0.001069327,0.0001017832,0.001292672,0.0001017825,0.0001017794,0.2035355,0.02035389,0.06107414,0.05089378,0.05089376
4,0.001069316,0.000101787,0.001292692,0.0001017842,0.0001017807,0.2035313,0.02035393,0.06107467,0.05089374,0.05089371
5,0.001069302,0.00010179,0.001292708,0.0001017849,0.0001017811,0.2035277,0.02035412,0.06107502,0.05089369,0.05089366
6,0.001069289,0.0001017921,0.001292723,0.0001017848,0.0001017807,0.2035252,0.02035441,0.06107523,0.05089357,0.05089356
7,0.001069278,0.0001017935,0.001292737,0.0001017842,0.0001017795,0.2035238,0.02035478,0.06107529,0.05089336,0.05089338
8,0.00106927,0.0001017943,0.00129275,0.0001017829,0.0001017778,0.2035232,0.02035517,0.06107521,0.05089302,0.05089312
9,0.001069265,0.0001017947,0.001292761,0.0001017814,0.0001017758,0.2035234,0.02035557,0.06107499,0.05089259,0.05089276
10,0.001069263,0.0001017948,0.00129277,0.0001017797,0.0001017735,0.2035239,0.02035595,0.0610746,0.05089206,0.05089232
11,0.001069264,0.0001017946,0.001292777,0.0001017778,0.0001017711,0.2035248,0.02035628,0.06107403,0.05089141,0.05089179
12,0.001069267,0.0001017943,0.001292781,0.0001017759,0.0001017685,0.2035259,0.02035657,0.0610733,0.0508907,0.05089118
13,0.001069272,0.0001017938,0.001292782,0.0001017741,0.0001017661,0.2035271,0.02035679,0.06107238,0.05088994,0.05089054
14,0.001069278,0.0001017933,0.00129278,0.0001017723,0.0001017636,0.2035283,0.02035694,0.0610713,0.05088915,0.05088985
15,0.001069285,0.0001017927,0.001292774,0.0001017706,0.0001017613,0.2035293,0.02035703,0.06107008,0.05088834,0.05088913
