EwEVersion,"6.6.7.17812 (compiled 28/02/2022)"
Date,"26/02/2023 11:47:50 AM"
ModelName,CS_model_V1_110722
EcosimScenario,"New Ecosim scenario"
TimeSeries,(none)
StartYear,2020

Data,"PredationMortality of Leatherjackets"

year\group,"Demersal fish",
2020,0.662984
2021,0.6629067
2022,0.6630307
2023,0.6630877
2024,0.6630497
2025,0.6630866
2026,0.6631471
2027,0.6631041
2028,0.6630945
2029,0.6631463
2030,0.6630974
2031,0.6630691
2032,0.6631504
2033,0.6631131
2034,0.6630465
2035,0.6631593
2036,0.6631597
2037,0.6630213
2038,0.6631189
2039,0.6631943
2040,0.6630237
2041,0.6630906
2042,0.6632407
2043,0.6630207
2044,0.6630149
2045,0.6632939
2046,0.6630808
2047,0.6629193
2048,0.6632972
2049,0.6631733
2050,0.6628318
2051,0.6632745
2052,0.6633115
2053,0.662735
2054,0.6631687
2055,0.6635143
2056,0.6627111
2057,0.6629556
2058,0.6637089
2059,0.662789
2060,0.6626589
2061,0.6638797
2062,0.6630111
2063,0.6622545
2064,0.6639338
2065,0.6634588
2066,0.6618337
2067,0.6637462
2068,0.6641063
2069,0.6615091
2070,0.6632444
2071,0.6649311
2072,0.6614239
2073,0.6623045
2074,0.6658075
2075,0.661834
2076,0.6609223
2077,0.6664551
2078,0.6629397
2079,0.6592208
2080,0.6665403
2081,0.6649267
2082,0.6574566
2083,0.6655781
2084,0.6678554
2085,0.6561781
2086,0.663096
2087,0.6714542
2088,0.656119
2089,0.6588022
2090,0.6750855
2091,0.6582057
2092,0.6527115
2093,0.6775084
2094,0.6634673
2095,0.6455044
2096,0.6768663
2097,0.672664
2098,0.6386739
2099,0.6709788
2100,0.6858411
2101,0.6347074
2102,0.6579425
2103,0.7012278
2104,0.6373442
2105,0.6375657
2106,0.713542
2107,0.6515463
2108,0.6130554
2109,0.7114455
2110,0.6812761
2111,0.6000526
2112,0.686497
2113,0.71438
2114,0.6056513
2115,0.6510168
2116,0.733442
2117,0.6264991
2118,0.6202204
2119,0.7324839
