EwEVersion,"6.6.7.17812 (compiled 28/02/2022)"
Date,"26/02/2023 11:47:52 AM"
ModelName,CS_model_V1_110722
EcosimScenario,"New Ecosim scenario"
TimeSeries,(none)
StartYear,2020

Data,TL

timestep\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
11,4.170904,4.140034,3.974405,3.736404,3.664595,3.585456,3.588868,3.406851,3.347853,3.331368,3.371053,3.303702,3.268056,3.249216,3.258777,3.188947,3.043628,3.028455,3.001851,3.001152,3.05175,2.905514,2.880187,2.886052,2.860784,2.65917,2.638975,2.544654,2.616977,2.46691,2.590035,2.556888,2.402403,2.309549,2.282514,2.20867,2.181452,2.283627,2.283628,2.424798,2.371165,2.300271,2.135814,2.583283,2.49516,2.367898,2.313774,2.166622,2.108528,2.036799,2.037143,2.130531,2.105235,2.105235,2.009898,2.054316,2.134798,2.226997,2.119122,2,2.113953,2.12188,2,2.113069,2,2.130838,2.00282,1,1,1,1,1,1
12,4.170905,4.140035,3.974409,3.736408,3.664597,3.585458,3.588871,3.406852,3.347856,3.33137,3.371055,3.303707,3.268058,3.249215,3.258775,3.188949,3.043628,3.028455,3.001852,3.001152,3.051751,2.905515,2.880189,2.886055,2.860786,2.659174,2.638981,2.54466,2.616976,2.466914,2.590039,2.556888,2.402404,2.309554,2.282519,2.208673,2.181456,2.283629,2.283629,2.424801,2.371167,2.300273,2.135816,2.583287,2.495164,2.367902,2.313778,2.166624,2.108529,2.0368,2.037143,2.130533,2.105237,2.105237,2.009898,2.054317,2.134799,2.226999,2.119123,2,2.113954,2.121881,2,2.11307,2,2.130841,2.00282,1,1,1,1,1,1
13,4.170904,4.140035,3.974413,3.736412,3.664601,3.585459,3.588873,3.406854,3.347858,3.331372,3.371059,3.30371,3.26806,3.249214,3.258774,3.18895,3.043627,3.028454,3.001851,3.001152,3.051752,2.905517,2.880192,2.886059,2.860788,2.659177,2.638986,2.544665,2.616976,2.466918,2.590043,2.556888,2.402405,2.309558,2.282523,2.208677,2.181459,2.283632,2.283632,2.424804,2.37117,2.300276,2.135818,2.583292,2.495169,2.367906,2.313783,2.166627,2.10853,2.036801,2.037143,2.130534,2.105238,2.105238,2.009899,2.054317,2.134801,2.227,2.119124,2,2.113955,2.121882,2,2.113071,2,2.130845,2.00282,1,1,1,1,1,1
14,4.170904,4.140037,3.974417,3.736417,3.664605,3.58546,3.588875,3.406856,3.34786,3.331375,3.371062,3.303714,3.268063,3.249213,3.258772,3.188951,3.043626,3.028453,3.001851,3.001152,3.051753,2.905518,2.880195,2.886062,2.86079,2.659181,2.63899,2.544671,2.616975,2.466922,2.590047,2.556888,2.402407,2.309561,2.282527,2.20868,2.181462,2.283634,2.283634,2.424807,2.371173,2.300279,2.135821,2.583297,2.495173,2.36791,2.313787,2.166629,2.108531,2.036801,2.037144,2.130536,2.10524,2.10524,2.009899,2.054317,2.134802,2.227003,2.119125,2,2.113956,2.121884,2,2.113072,2,2.130848,2.00282,1,1,1,1,1,1
15,4.170903,4.140038,3.974423,3.736421,3.664608,3.585463,3.588877,3.406857,3.347863,3.331377,3.371065,3.303718,3.268064,3.249212,3.258771,3.188952,3.043625,3.028453,3.001852,3.001152,3.051754,2.905519,2.880198,2.886065,2.860792,2.659184,2.638994,2.544674,2.616974,2.466925,2.590051,2.556889,2.402409,2.309565,2.282531,2.208683,2.181464,2.283636,2.283636,2.42481,2.371176,2.300282,2.135823,2.583303,2.495178,2.367915,2.313792,2.166631,2.108532,2.036802,2.037145,2.130537,2.105242,2.105242,2.009899,2.054318,2.134804,2.227005,2.119127,2,2.113958,2.121885,2,2.113073,2,2.13085,2.00282,1,1,1,1,1,1
16,4.170903,4.140038,3.974427,3.736427,3.664613,3.585465,3.588879,3.40686,3.347866,3.331381,3.371068,3.303721,3.268066,3.249212,3.25877,3.188953,3.043625,3.028452,3.001851,3.001152,3.051754,2.905522,2.880201,2.886069,2.860794,2.659188,2.638997,2.544677,2.616973,2.466928,2.590055,2.556891,2.402411,2.309568,2.282534,2.208685,2.181466,2.283639,2.283639,2.424814,2.371179,2.300284,2.135825,2.583308,2.495182,2.367919,2.313797,2.166634,2.108533,2.036802,2.037146,2.130539,2.105244,2.105244,2.009899,2.054319,2.134805,2.227007,2.119129,2,2.113959,2.121887,2,2.113074,2,2.130852,2.00282,1,1,1,1,1,1
17,4.170904,4.140039,3.974431,3.736431,3.664617,3.585467,3.588881,3.406862,3.347868,3.331383,3.371072,3.303723,3.268067,3.249212,3.25877,3.188954,3.043624,3.028452,3.001851,3.001152,3.051754,2.905523,2.880206,2.886071,2.860796,2.659191,2.638999,2.54468,2.616972,2.466931,2.59006,2.556892,2.402414,2.309571,2.282536,2.208686,2.181468,2.283642,2.283642,2.424818,2.371182,2.300287,2.135827,2.583313,2.495186,2.367922,2.313801,2.166636,2.108535,2.036803,2.037147,2.13054,2.105245,2.105245,2.0099,2.05432,2.134807,2.22701,2.119131,2,2.11396,2.121888,2,2.113076,2,2.130854,2.00282,1,1,1,1,1,1
18,4.170904,4.140039,3.974436,3.736437,3.664621,3.58547,3.588883,3.406864,3.347872,3.331386,3.371076,3.303725,3.268068,3.249211,3.258769,3.188955,3.043624,3.028452,3.001851,3.001152,3.051754,2.905525,2.880209,2.886074,2.860797,2.659194,2.639,2.544682,2.616971,2.466933,2.590063,2.556893,2.402416,2.309573,2.282538,2.208687,2.181468,2.283645,2.283645,2.424821,2.371185,2.30029,2.135829,2.583318,2.49519,2.367926,2.313806,2.166638,2.108536,2.036803,2.037148,2.130542,2.105247,2.105247,2.0099,2.05432,2.134808,2.227013,2.119133,2,2.113962,2.12189,2,2.113077,2,2.130855,2.00282,1,1,1,1,1,1
19,4.170904,4.140039,3.97444,3.736442,3.664624,3.585472,3.588886,3.406866,3.347874,3.331389,3.371079,3.303727,3.268068,3.249211,3.258769,3.188956,3.043623,3.028452,3.001851,3.001152,3.051753,2.905527,2.880213,2.886076,2.860798,2.659197,2.639001,2.544683,2.61697,2.466934,2.590066,2.556895,2.402418,2.309575,2.28254,2.208688,2.181469,2.283647,2.283648,2.424824,2.371188,2.300292,2.13583,2.583323,2.495194,2.367929,2.313809,2.166639,2.108538,2.036804,2.037149,2.130543,2.105248,2.105248,2.0099,2.054321,2.13481,2.227016,2.119135,2,2.113963,2.121891,2,2.113079,2,2.130855,2.00282,1,1,1,1,1,1
20,4.170904,4.140039,3.974446,3.736448,3.664629,3.585476,3.588888,3.406868,3.347878,3.331392,3.371083,3.303729,3.268068,3.249212,3.25877,3.188957,3.043623,3.028452,3.001852,3.001152,3.051753,2.905529,2.880216,2.886078,2.8608,2.659199,2.639001,2.544683,2.61697,2.466936,2.59007,2.556897,2.40242,2.309576,2.282542,2.208687,2.181468,2.28365,2.28365,2.424828,2.371191,2.300295,2.135832,2.583327,2.495196,2.367931,2.313813,2.166641,2.108539,2.036804,2.03715,2.130544,2.105249,2.105249,2.0099,2.054322,2.134811,2.227019,2.119137,2,2.113965,2.121893,2,2.11308,2,2.130855,2.00282,1,1,1,1,1,1
21,4.170904,4.140038,3.97445,3.736453,3.664633,3.585479,3.58889,3.406871,3.34788,3.331396,3.371087,3.30373,3.268068,3.249213,3.25877,3.188958,3.043622,3.028452,3.001852,3.001152,3.051752,2.905531,2.880219,2.886079,2.860801,2.6592,2.638999,2.544682,2.616969,2.466936,2.590073,2.556899,2.402422,2.309577,2.282543,2.208686,2.181468,2.283653,2.283653,2.424831,2.371194,2.300298,2.135833,2.583331,2.495198,2.367933,2.313816,2.166642,2.108541,2.036804,2.037151,2.130545,2.105249,2.10525,2.0099,2.054322,2.134813,2.227021,2.119139,2,2.113967,2.121894,2,2.113082,2,2.130854,2.00282,1,1,1,1,1,1
22,4.170905,4.140039,3.974453,3.736459,3.664638,3.585482,3.588893,3.406873,3.347884,3.331399,3.37109,3.30373,3.268068,3.249214,3.258771,3.188958,3.043623,3.028452,3.001851,3.001152,3.051751,2.905532,2.880222,2.886081,2.860801,2.659201,2.638997,2.54468,2.616969,2.466936,2.590075,2.556901,2.402423,2.309577,2.282542,2.208685,2.181467,2.283656,2.283656,2.424835,2.371197,2.3003,2.135833,2.583334,2.4952,2.367934,2.313818,2.166642,2.108543,2.036804,2.037153,2.130546,2.10525,2.10525,2.0099,2.054323,2.134814,2.227025,2.119142,2,2.113968,2.121896,2,2.113083,2,2.130853,2.00282,1,1,1,1,1,1
23,4.170904,4.140038,3.974458,3.736465,3.664641,3.585486,3.588896,3.406876,3.347887,3.331403,3.371093,3.30373,3.268067,3.249216,3.258773,3.188958,3.043622,3.028452,3.001852,3.001152,3.05175,2.905533,2.880224,2.886081,2.860801,2.659201,2.638995,2.544678,2.616968,2.466935,2.590076,2.556902,2.402425,2.309577,2.282542,2.208683,2.181465,2.283659,2.283659,2.424838,2.3712,2.300303,2.135834,2.583336,2.495201,2.367935,2.31382,2.166642,2.108544,2.036804,2.037154,2.130548,2.10525,2.10525,2.0099,2.054324,2.134815,2.227028,2.119144,2,2.11397,2.121897,2,2.113085,2,2.130852,2.00282,1,1,1,1,1,1
24,4.170904,4.140038,3.974462,3.73647,3.664645,3.58549,3.588899,3.406879,3.34789,3.331406,3.371097,3.303728,3.268067,3.249217,3.258775,3.188959,3.043622,3.028452,3.001852,3.001152,3.051748,2.905534,2.880226,2.886082,2.860801,2.659201,2.638991,2.544675,2.616967,2.466934,2.590078,2.556904,2.402426,2.309576,2.282541,2.208681,2.181463,2.283661,2.283661,2.424842,2.371203,2.300305,2.135834,2.583338,2.495201,2.367934,2.313822,2.166642,2.108546,2.036805,2.037155,2.130549,2.10525,2.10525,2.0099,2.054325,2.134817,2.227031,2.119146,2,2.113972,2.121899,2,2.113087,2,2.13085,2.00282,1,1,1,1,1,1
25,4.170904,4.140038,3.974467,3.736476,3.664648,3.585494,3.588902,3.406882,3.347894,3.331409,3.371101,3.303726,3.268066,3.249219,3.258777,3.188958,3.043622,3.028453,3.001851,3.001152,3.051746,2.905536,2.880227,2.886083,2.860801,2.6592,2.638988,2.544672,2.616968,2.466932,2.590079,2.556905,2.402427,2.309574,2.282539,2.208678,2.181461,2.283664,2.283664,2.424845,2.371206,2.300308,2.135833,2.583338,2.4952,2.367933,2.313823,2.166642,2.108548,2.036804,2.037157,2.13055,2.10525,2.10525,2.0099,2.054325,2.134819,2.227034,2.119148,2,2.113974,2.1219,2,2.113088,2,2.130847,2.00282,1,1,1,1,1,1
26,4.170904,4.140038,3.97447,3.736483,3.664653,3.585499,3.588906,3.406886,3.347897,3.331413,3.371104,3.303725,3.268064,3.24922,3.25878,3.188958,3.043623,3.028453,3.001851,3.001152,3.051745,2.905537,2.880229,2.886083,2.8608,2.659199,2.638984,2.544668,2.616968,2.46693,2.590079,2.556906,2.402428,2.309573,2.282537,2.208675,2.181458,2.283667,2.283667,2.424849,2.371209,2.30031,2.135833,2.583338,2.495199,2.367932,2.313823,2.166641,2.108549,2.036804,2.037158,2.130551,2.105249,2.105249,2.0099,2.054326,2.13482,2.227037,2.119151,2,2.113976,2.121902,2,2.11309,2,2.130845,2.00282,1,1,1,1,1,1
27,4.170903,4.140038,3.974473,3.736488,3.664655,3.585504,3.58891,3.406889,3.347901,3.331416,3.371107,3.303723,3.268063,3.249223,3.258782,3.188957,3.043623,3.028453,3.001852,3.001152,3.051743,2.905537,2.880229,2.886083,2.860799,2.659197,2.638979,2.544663,2.616968,2.466928,2.590079,2.556907,2.402428,2.30957,2.282534,2.208672,2.181455,2.28367,2.28367,2.424852,2.371212,2.300312,2.135832,2.583337,2.495198,2.36793,2.313822,2.16664,2.108551,2.036804,2.037159,2.130551,2.105248,2.105248,2.0099,2.054327,2.134821,2.22704,2.119153,2,2.113977,2.121903,2,2.113092,2,2.130842,2.002821,1,1,1,1,1,1
28,4.170903,4.140038,3.974475,3.736493,3.664659,3.585509,3.588912,3.406893,3.347905,3.33142,3.371111,3.30372,3.268061,3.249225,3.258786,3.188956,3.043623,3.028453,3.001852,3.001152,3.051741,2.905537,2.880229,2.886083,2.860797,2.659194,2.638975,2.544659,2.616969,2.466925,2.590078,2.556907,2.402429,2.309568,2.282531,2.208669,2.181452,2.283673,2.283673,2.424855,2.371215,2.300315,2.13583,2.583335,2.495195,2.367928,2.313822,2.166638,2.108553,2.036803,2.03716,2.130552,2.105247,2.105247,2.0099,2.054328,2.134823,2.227043,2.119155,2,2.113979,2.121905,2,2.113094,2,2.130838,2.002821,1,1,1,1,1,1
29,4.170902,4.140037,3.974479,3.736498,3.664662,3.585514,3.588917,3.406896,3.347908,3.331424,3.371115,3.303717,3.268059,3.249227,3.258789,3.188956,3.043624,3.028454,3.001852,3.001152,3.051739,2.905536,2.880228,2.886082,2.860795,2.659192,2.63897,2.544653,2.616969,2.466921,2.590077,2.556906,2.402428,2.309564,2.282528,2.208665,2.181449,2.283676,2.283676,2.424859,2.371218,2.300317,2.135829,2.583332,2.495192,2.367925,2.31382,2.166636,2.108555,2.036803,2.03716,2.130553,2.105246,2.105246,2.0099,2.054329,2.134824,2.227046,2.119157,2,2.11398,2.121906,2,2.113095,2,2.130835,2.00282,1,1,1,1,1,1
30,4.170902,4.140038,3.974482,3.736504,3.664666,3.58552,3.58892,3.406901,3.347912,3.331427,3.371118,3.303713,3.268058,3.24923,3.258793,3.188954,3.043624,3.028454,3.001852,3.001152,3.051737,2.905536,2.880227,2.886082,2.860794,2.659189,2.638965,2.544649,2.616969,2.466918,2.590076,2.556906,2.402428,2.309561,2.282524,2.208662,2.181446,2.283679,2.283679,2.424862,2.371221,2.300319,2.135827,2.583328,2.495188,2.367921,2.313818,2.166634,2.108556,2.036803,2.037161,2.130554,2.105245,2.105245,2.0099,2.054329,2.134825,2.227049,2.119159,2,2.113982,2.121907,2,2.113097,2,2.130831,2.002821,1,1,1,1,1,1
31,4.170902,4.140037,3.974483,3.736509,3.664668,3.585526,3.588925,3.406904,3.347916,3.331431,3.371121,3.30371,3.268056,3.249232,3.258796,3.188953,3.043624,3.028454,3.001852,3.001152,3.051736,2.905536,2.880225,2.886081,2.860792,2.659185,2.63896,2.544644,2.61697,2.466914,2.590075,2.556903,2.402428,2.309558,2.282521,2.208659,2.181443,2.283682,2.283682,2.424865,2.371224,2.300321,2.135825,2.583324,2.495184,2.367917,2.313816,2.166632,2.108558,2.036802,2.037162,2.130555,2.105243,2.105243,2.009899,2.05433,2.134826,2.227052,2.119161,2,2.113984,2.121909,2,2.113098,2,2.130827,2.00282,1,1,1,1,1,1
32,4.170901,4.140037,3.974484,3.736514,3.664671,3.585531,3.588929,3.406908,3.347919,3.331434,3.371124,3.303707,3.268055,3.249234,3.2588,3.188951,3.043625,3.028454,3.001852,3.001152,3.051734,2.905535,2.880224,2.886081,2.86079,2.659181,2.638955,2.544639,2.61697,2.46691,2.590072,2.556902,2.402427,2.309554,2.282516,2.208655,2.18144,2.283684,2.283684,2.424869,2.371227,2.300323,2.135823,2.583318,2.495179,2.367913,2.313813,2.16663,2.108559,2.036801,2.037162,2.130556,2.105242,2.105241,2.009899,2.054331,2.134828,2.227055,2.119163,2,2.113985,2.12191,2,2.1131,2,2.130824,2.002821,1,1,1,1,1,1
33,4.1709,4.140036,3.974486,3.736517,3.664673,3.585536,3.588933,3.406912,3.347923,3.331437,3.371127,3.303703,3.268053,3.249236,3.258804,3.188949,3.043626,3.028455,3.001852,3.001152,3.051733,2.905535,2.880221,2.886081,2.860787,2.659177,2.638951,2.544634,2.616971,2.466906,2.59007,2.5569,2.402426,2.30955,2.282512,2.208652,2.181437,2.283687,2.283687,2.424872,2.37123,2.300326,2.13582,2.583313,2.495174,2.367908,2.31381,2.166627,2.108561,2.036801,2.037162,2.130557,2.10524,2.10524,2.009899,2.054332,2.134829,2.227058,2.119164,2,2.113987,2.121911,2,2.113101,2,2.13082,2.00282,1,1,1,1,1,1
34,4.170898,4.140037,3.974488,3.736522,3.664675,3.585541,3.588937,3.406916,3.347927,3.33144,3.37113,3.303699,3.268052,3.249238,3.258808,3.188948,3.043626,3.028455,3.001851,3.001152,3.051732,2.905533,2.880218,2.88608,2.860785,2.659173,2.638947,2.544629,2.616971,2.466902,2.590068,2.556897,2.402424,2.309546,2.282508,2.208649,2.181434,2.28369,2.28369,2.424875,2.371233,2.300328,2.135818,2.583306,2.495169,2.367904,2.313806,2.166624,2.108562,2.0368,2.037162,2.130557,2.105238,2.105238,2.009899,2.054332,2.13483,2.22706,2.119166,2,2.113988,2.121912,2,2.113103,2,2.130816,2.00282,1,1,1,1,1,1
35,4.170897,4.140038,3.974488,3.736526,3.664677,3.585546,3.588941,3.406919,3.347929,3.331443,3.371132,3.303695,3.26805,3.249241,3.258812,3.188947,3.043626,3.028455,3.001852,3.001152,3.051731,2.905531,2.880216,2.886079,2.860783,2.659169,2.638943,2.544625,2.616972,2.466898,2.590065,2.556894,2.402423,2.309542,2.282503,2.208647,2.181432,2.283692,2.283692,2.424878,2.371236,2.300329,2.135816,2.583299,2.495163,2.367899,2.313803,2.166622,2.108563,2.036799,2.037162,2.130558,2.105236,2.105236,2.009898,2.054333,2.134831,2.227063,2.119167,2,2.11399,2.121913,2,2.113104,2,2.130813,2.002821,1,1,1,1,1,1
36,4.170896,4.140038,3.974489,3.73653,3.664679,3.585551,3.588943,3.406923,3.347933,3.331446,3.371134,3.303692,3.268049,3.249243,3.258815,3.188946,3.043627,3.028455,3.001852,3.001152,3.05173,2.905529,2.880212,2.886079,2.86078,2.659165,2.63894,2.544621,2.616972,2.466895,2.590062,2.556889,2.402421,2.309539,2.2825,2.208645,2.181429,2.283695,2.283695,2.424881,2.371238,2.300331,2.135813,2.583292,2.495158,2.367894,2.313799,2.166619,2.108565,2.036798,2.037162,2.130559,2.105234,2.105234,2.009898,2.054333,2.134832,2.227064,2.119168,2,2.113991,2.121914,2,2.113106,2,2.130809,2.002821,1,1,1,1,1,1
37,4.170895,4.140038,3.974489,3.736532,3.66468,3.585555,3.588948,3.406926,3.347935,3.331448,3.371136,3.303689,3.268047,3.249244,3.258818,3.188944,3.043627,3.028455,3.001852,3.001152,3.05173,2.905528,2.880209,2.886078,2.860778,2.659161,2.638937,2.544618,2.616973,2.466892,2.59006,2.556885,2.40242,2.309535,2.282496,2.208642,2.181427,2.283697,2.283697,2.424883,2.37124,2.300333,2.135811,2.583284,2.495152,2.36789,2.313795,2.166616,2.108566,2.036798,2.037162,2.130559,2.105232,2.105232,2.009898,2.054334,2.134833,2.227066,2.119169,2,2.113992,2.121915,2,2.113106,2,2.130806,2.002821,1,1,1,1,1,1
38,4.170894,4.140038,3.974488,3.736535,3.66468,3.585559,3.58895,3.406929,3.347938,3.33145,3.371139,3.303686,3.268046,3.249246,3.258821,3.188942,3.043628,3.028455,3.001852,3.001152,3.05173,2.905526,2.880205,2.886077,2.860776,2.659157,2.638934,2.544615,2.616973,2.466889,2.590057,2.556882,2.402419,2.309531,2.282494,2.208641,2.181426,2.283699,2.283699,2.424886,2.371242,2.300334,2.135808,2.583277,2.495147,2.367885,2.313792,2.166614,2.108566,2.036797,2.037161,2.13056,2.10523,2.10523,2.009898,2.054335,2.134834,2.227068,2.11917,2,2.113993,2.121916,2,2.113107,2,2.130803,2.002821,1,1,1,1,1,1
39,4.170892,4.140038,3.974489,3.736537,3.66468,3.585562,3.588952,3.406931,3.34794,3.331453,3.37114,3.303684,3.268045,3.249247,3.258824,3.188941,3.043627,3.028455,3.001852,3.001152,3.05173,2.905524,2.880201,2.886077,2.860774,2.659153,2.638932,2.544613,2.616973,2.466887,2.590054,2.556878,2.402417,2.309528,2.28249,2.208639,2.181425,2.2837,2.2837,2.424887,2.371244,2.300335,2.135806,2.583269,2.495142,2.367881,2.313787,2.166611,2.108567,2.036796,2.03716,2.13056,2.105228,2.105228,2.009898,2.054335,2.134835,2.227069,2.11917,2,2.113993,2.121916,2,2.113108,2,2.1308,2.002821,1,1,1,1,1,1
