EwEVersion,"6.6.7.17812 (compiled 28/02/2022)"
Date,"26/02/2023 11:47:50 AM"
ModelName,CS_model_V1_110722
EcosimScenario,"New Ecosim scenario"
TimeSeries,(none)
StartYear,2020

Data,"PredationMortality of Polychaetes"

timestep\group,Cuttlefish,Trevallies,Flounders,"Pink Snapper adult","King George Whiting","Whiting Species",Grunters,Pipefishes,Gurnards,Weedfish,"PInk Snapper  juvenile","Other seabirds",Rays,"Dragonets ","Southern Garfish",Wrasses,Butterfishes,Leatherjackets,"Other crabs","Blue Swimmer Crab","Mantis shrimp",Seastars,"Migratory waders",Seahorses,Mullets,Rabbitfish,"Western King Prawn","Other prawns","Sea snails",
1,0.00770843,0.03278751,0.03335534,0.001127505,0.06719125,3.393972,0.01298542,0.00399069,0.04868006,0.07083602,0.0006495717,1.324922E-05,0.02904651,0.323524,0.001951665,0.01039022,0.2394733,0.04282956,0.1143134,0.07629061,0.02948518,0.004111508,3.982822E-06,2.120906E-05,0.04947377,0.001575427,0.001845936,0.01082229,0.0002417246
2,0.007707082,0.0327824,0.03334939,0.001127353,0.06718101,3.39342,0.01298306,0.003989961,0.04867114,0.07082297,0.0006494489,1.324715E-05,0.02904124,0.3234657,0.001951298,0.01038831,0.2394292,0.04282212,0.1142956,0.07627797,0.02947946,0.004110724,3.982283E-06,2.120521E-05,0.04946482,0.001575129,0.001845637,0.01081999,0.0002416833
3,0.007707064,0.03278198,0.03334947,0.001127345,0.06718042,3.393395,0.01298322,0.003990093,0.0486725,0.07082519,0.0006494652,1.324688E-05,0.02904139,0.3234692,0.001951338,0.0103885,0.2394308,0.04282157,0.1142944,0.07627711,0.02947978,0.004110767,3.98222E-06,2.120572E-05,0.04946433,0.001575158,0.001845696,0.01081983,0.0002416885
4,0.007706927,0.03278105,0.03334904,0.001127318,0.06717876,3.393317,0.01298311,0.003990134,0.04867279,0.07082532,0.0006494625,1.324635E-05,0.0290409,0.323466,0.001951327,0.01038841,0.2394268,0.04282026,0.1142912,0.07627495,0.02947926,0.00411069,3.982076E-06,2.120569E-05,0.04946274,0.001575138,0.001845699,0.01081943,0.0002416874
5,0.007706768,0.03278,0.03334853,0.001127287,0.06717692,3.393231,0.01298289,0.003990126,0.04867266,0.07082451,0.0006494512,1.324579E-05,0.02904023,0.3234611,0.001951291,0.01038822,0.2394214,0.0428189,0.1142878,0.07627266,0.0294785,0.004110576,3.981917E-06,2.120545E-05,0.04946097,0.0015751,0.001845681,0.010819,0.0002416839
6,0.007706629,0.03277905,0.0333481,0.00112726,0.0671753,3.393157,0.01298267,0.0039901,0.04867239,0.07082333,0.0006494368,1.324527E-05,0.02903957,0.3234564,0.001951248,0.01038802,0.2394162,0.04281773,0.1142849,0.07627064,0.02947778,0.00411046,3.981767E-06,2.120515E-05,0.04945936,0.001575062,0.001845661,0.01081865,0.0002416802
7,0.007706519,0.03277824,0.0333478,0.001127239,0.06717396,3.393096,0.01298249,0.003990066,0.04867205,0.07082205,0.0006494217,1.324482E-05,0.02903901,0.3234527,0.001951206,0.01038785,0.2394121,0.04281687,0.1142825,0.07626906,0.02947721,0.004110355,3.981638E-06,2.120486E-05,0.04945806,0.001575029,0.001845644,0.01081839,0.0002416771
8,0.007706432,0.03277759,0.03334762,0.001127223,0.06717291,3.393048,0.01298234,0.003990028,0.04867169,0.0708207,0.0006494071,1.324444E-05,0.02903854,0.3234499,0.001951168,0.0103877,0.2394091,0.04281629,0.1142807,0.07626787,0.02947678,0.004110265,3.981529E-06,2.120461E-05,0.04945705,0.001575005,0.00184563,0.01081822,0.0002416748
9,0.007706375,0.03277712,0.03334758,0.001127214,0.06717215,3.393015,0.01298225,0.003989992,0.04867131,0.07081944,0.0006493941,1.324415E-05,0.02903819,0.323448,0.001951137,0.0103876,0.2394073,0.04281602,0.1142795,0.07626712,0.02947656,0.004110196,3.981442E-06,2.120443E-05,0.04945639,0.001574991,0.001845624,0.01081814,0.0002416738
10,0.007706339,0.03277679,0.03334763,0.001127209,0.0671716,3.39299,0.01298221,0.003989959,0.04867091,0.07081832,0.0006493828,1.324393E-05,0.02903794,0.3234471,0.001951113,0.01038754,0.2394066,0.04281602,0.1142788,0.07626671,0.0294765,0.004110144,3.981375E-06,2.120431E-05,0.04945601,0.001574985,0.001845624,0.01081812,0.0002416739
11,0.007706323,0.03277661,0.03334778,0.00112721,0.06717128,3.392975,0.01298221,0.00398993,0.04867055,0.07081738,0.0006493742,1.324379E-05,0.0290378,0.323447,0.001951097,0.01038752,0.239407,0.04281627,0.1142786,0.07626663,0.02947659,0.004110112,3.981327E-06,2.120427E-05,0.0494559,0.001574989,0.001845629,0.01081817,0.0002416751
