EwEVersion,"6.6.7.17812 (compiled 28/02/2022)"
Date,"26/02/2023 11:47:50 AM"
ModelName,CS_model_V1_110722
EcosimScenario,"New Ecosim scenario"
TimeSeries,(none)
StartYear,2020

Data,"PredationMortality of Small sharks"

timestep\group,"Large sharks",Barracudas,
1,0.1145727,0.03295531
2,0.1145536,0.03295031
3,0.1145509,0.03294956
4,0.1145498,0.0329492
5,0.1145494,0.03294902
6,0.1145495,0.03294901
7,0.1145502,0.03294912
8,0.1145512,0.03294934
9,0.1145524,0.03294963
10,0.1145538,0.03294998
11,0.1145554,0.03295039
12,0.1145571,0.03295082
13,0.1145588,0.03295125
14,0.1145605,0.03295169
15,0.1145621,0.03295211
16,0.1145636,0.03295249
17,0.1145649,0.03295285
18,0.1145661,0.03295317
19,0.1145671,0.03295342
20,0.1145678,0.03295362
21,0.1145683,0.03295375
22,0.1145686,0.03295382
23,0.1145686,0.03295383
24,0.1145683,0.03295377
25,0.1145677,0.03295365
26,0.1145669,0.03295347
27,0.1145659,0.03295323
28,0.1145646,0.03295295
29,0.1145632,0.03295262
30,0.1145615,0.03295226
31,0.1145597,0.03295186
32,0.1145578,0.03295145
33,0.1145557,0.03295102
34,0.1145535,0.03295058
35,0.1145513,0.03295014
36,0.1145491,0.03294972
37,0.1145468,0.03294931
38,0.1145446,0.03294893
39,0.1145425,0.03294856
40,0.1145404,0.03294824
41,0.1145384,0.03294796
42,0.1145365,0.03294773
43,0.1145347,0.03294753
44,0.1145331,0.03294739
45,0.1145316,0.03294729
46,0.1145303,0.03294726
47,0.1145292,0.03294726
48,0.1145281,0.03294731
49,0.1145273,0.03294741
50,0.1145267,0.03294756
51,0.1145261,0.03294774
52,0.1145257,0.03294795
53,0.1145255,0.03294819
54,0.1145253,0.03294846
55,0.1145252,0.03294873
56,0.1145252,0.03294902
57,0.1145252,0.03294931
58,0.1145253,0.03294959
59,0.1145253,0.03294987
60,0.1145254,0.03295013
61,0.1145254,0.03295036
62,0.1145254,0.03295057
63,0.1145253,0.03295074
64,0.1145251,0.03295088
65,0.1145249,0.03295099
66,0.1145246,0.03295106
67,0.1145241,0.03295107
68,0.1145236,0.03295106
69,0.114523,0.032951
70,0.1145223,0.03295092
71,0.1145216,0.03295079
72,0.1145208,0.03295064
73,0.1145199,0.03295046
74,0.114519,0.03295026
75,0.1145181,0.03295005
76,0.1145173,0.03294982
77,0.1145164,0.0329496
78,0.1145157,0.03294938
79,0.1145149,0.03294918
80,0.1145144,0.032949
81,0.1145139,0.03294883
82,0.1145136,0.0329487
83,0.1145134,0.03294859
84,0.1145134,0.03294851
85,0.1145135,0.03294848
86,0.1145138,0.03294849
87,0.1145144,0.03294854
88,0.1145151,0.03294863
89,0.1145159,0.03294877
90,0.114517,0.03294893
91,0.1145182,0.03294914
92,0.1145196,0.03294938
93,0.1145211,0.03294965
94,0.1145226,0.03294995
95,0.1145243,0.03295025
96,0.114526,0.03295058
97,0.1145278,0.0329509
98,0.1145295,0.03295123
99,0.1145313,0.03295155
100,0.114533,0.03295187
101,0.1145347,0.03295217
102,0.1145363,0.03295245
103,0.1145378,0.03295271
104,0.1145392,0.03295295
105,0.1145405,0.03295316
106,0.1145416,0.03295334
107,0.1145427,0.03295349
108,0.1145436,0.03295361
109,0.1145444,0.03295371
110,0.1145451,0.03295379
111,0.1145457,0.03295385
112,0.1145462,0.0329539
113,0.1145467,0.03295394
114,0.1145471,0.03295398
115,0.1145475,0.03295401
116,0.114548,0.03295406
117,0.1145484,0.0329541
118,0.1145489,0.03295417
119,0.1145494,0.03295427
120,0.11455,0.03295438
121,0.1145508,0.03295452
122,0.1145516,0.03295469
123,0.1145525,0.03295489
124,0.1145536,0.03295513
125,0.1145548,0.03295539
126,0.1145562,0.03295569
127,0.1145576,0.03295601
128,0.1145591,0.03295635
129,0.1145608,0.03295672
130,0.1145625,0.03295709
131,0.1145643,0.03295747
132,0.1145661,0.03295786
133,0.1145679,0.03295823
134,0.1145697,0.03295859
135,0.1145715,0.03295892
136,0.1145732,0.03295923
137,0.1145747,0.03295951
138,0.1145762,0.03295974
139,0.1145775,0.03295991
140,0.1145786,0.03296004
141,0.1145796,0.03296011
142,0.1145803,0.03296014
143,0.1145809,0.03296009
144,0.1145812,0.03295998
145,0.1145814,0.03295984
146,0.1145813,0.03295963
147,0.1145811,0.03295938
148,0.1145807,0.03295908
149,0.1145802,0.03295875
150,0.1145796,0.0329584
151,0.1145789,0.03295803
152,0.1145781,0.03295765
153,0.1145773,0.03295728
154,0.1145765,0.03295691
155,0.1145758,0.03295658
156,0.1145752,0.03295626
157,0.1145747,0.03295599
158,0.1145743,0.03295577
159,0.1145741,0.0329556
160,0.1145741,0.03295549
161,0.1145744,0.03295543
162,0.1145748,0.03295545
163,0.1145755,0.03295553
164,0.1145764,0.03295567
