EwEVersion,"6.6.7.17812 (compiled 28/02/2022)"
Date,"26/02/2023 11:47:50 AM"
ModelName,CS_model_V1_110722
EcosimScenario,"New Ecosim scenario"
TimeSeries,(none)
StartYear,2020

Data,"PredationMortality of Zooplankton"

timestep\group,"Yellowtail Scad","Small pelagics",Grunters,Pipefishes,"Dragonets ","Blue Sprat","Sandy Sprat",Pilchard,"Australian Herring","Schooling species",Seahorses,Rabbitfish,"Introduced species","Black Mussel",Corals,Ascidians,"Sea Cucumbers",Sponges,Bivalves,Bryozoans,"Planktotrophic Larvae",
1,0.0667848,0.4236884,0.1301083,0.165538,0.3727808,13.77542,5.908673,5.153645,0.07054642,0.05048416,0.00733878,1.795518,0.0009564651,2.66421E-06,0.00893211,0.1107679,0.007630724,0.003055289,0.0006957104,0.0125387,0.0584561
2,0.06677933,0.4236591,0.1300981,0.1655249,0.3727523,13.7743,5.90821,5.153232,0.0705421,0.05047993,0.007338207,1.795366,0.0009563898,2.663993E-06,0.008931397,0.1107583,0.007630189,0.00305506,0.0006956537,0.0125377,0.05845314
3,0.06678144,0.423655,0.1300997,0.1655301,0.3727558,13.77427,5.908217,5.153228,0.07054086,0.05048031,0.007338374,1.795395,0.0009564156,2.664056E-06,0.008931683,0.1107595,0.007630335,0.003055132,0.0006956684,0.01253803,0.05845284
4,0.06678331,0.4236532,0.130101,0.165535,0.3727593,13.7743,5.908256,5.153253,0.07054004,0.05048086,0.007338506,1.795407,0.0009564372,2.664111E-06,0.008931961,0.11076,0.00763043,0.003055188,0.0006956801,0.01253833,0.05845302
5,0.06678468,0.4236519,0.130102,0.1655386,0.3727625,13.77434,5.908296,5.153279,0.07053939,0.05048132,0.007338597,1.795408,0.0009564493,2.664142E-06,0.008932186,0.1107599,0.007630507,0.003055223,0.000695687,0.01253855,0.05845347
6,0.06678563,0.4236507,0.1301026,0.1655412,0.3727654,13.77436,5.908328,5.153302,0.07053887,0.05048162,0.007338655,1.795403,0.000956452,2.664151E-06,0.008932359,0.1107594,0.007630578,0.003055242,0.0006956902,0.01253871,0.05845408
7,0.06678629,0.4236499,0.1301032,0.1655428,0.372768,13.77437,5.908358,5.153323,0.07053846,0.05048182,0.007338691,1.795399,0.000956449,2.664146E-06,0.008932498,0.1107587,0.007630654,0.003055251,0.0006956907,0.01253883,0.05845487
8,0.0667867,0.4236494,0.1301035,0.1655436,0.37277,13.77437,5.908378,5.153337,0.07053813,0.05048188,0.00733871,1.795397,0.0009564406,2.664127E-06,0.008932604,0.1107578,0.007630727,0.00305525,0.0006956888,0.01253892,0.05845573
9,0.06678694,0.4236492,0.1301039,0.1655437,0.3727714,13.77435,5.908392,5.153348,0.07053786,0.05048184,0.007338716,1.795397,0.0009564288,2.6641E-06,0.008932688,0.1107569,0.0076308,0.003055244,0.0006956857,0.01253898,0.05845665
10,0.06678704,0.4236493,0.1301041,0.1655432,0.3727723,13.77432,5.908399,5.153352,0.07053763,0.05048172,0.007338714,1.795401,0.000956415,2.664068E-06,0.008932754,0.1107559,0.007630871,0.003055234,0.0006956814,0.01253903,0.05845762
11,0.06678703,0.4236496,0.1301043,0.1655423,0.3727727,13.77427,5.9084,5.153351,0.07053746,0.05048152,0.007338708,1.795407,0.0009564002,2.664032E-06,0.008932807,0.1107551,0.007630936,0.003055222,0.0006956764,0.01253906,0.05845856
12,0.06678693,0.4236503,0.1301045,0.1655409,0.3727728,13.77422,5.908395,5.153345,0.07053729,0.05048126,0.007338697,1.795417,0.0009563857,2.663995E-06,0.008932848,0.1107543,0.007630995,0.003055208,0.0006956711,0.01253908,0.05845949
13,0.06678677,0.4236512,0.1301046,0.1655393,0.3727725,13.77415,5.908384,5.153333,0.07053713,0.05048094,0.007338685,1.79543,0.0009563714,2.663958E-06,0.008932882,0.1107535,0.007631044,0.003055195,0.0006956655,0.0125391,0.05846035
14,0.06678654,0.4236524,0.1301048,0.1655375,0.372772,13.77407,5.908369,5.153315,0.07053697,0.05048057,0.007338672,1.795446,0.0009563579,2.663922E-06,0.00893291,0.1107529,0.007631081,0.003055181,0.00069566,0.01253911,0.05846116
15,0.0667863,0.4236539,0.130105,0.1655356,0.3727714,13.77399,5.908349,5.153293,0.0705368,0.05048016,0.007338658,1.795465,0.0009563456,2.663888E-06,0.008932929,0.1107524,0.007631108,0.003055169,0.0006956546,0.01253912,0.05846186
16,0.06678601,0.4236555,0.1301052,0.1655336,0.3727708,13.77389,5.908324,5.153266,0.07053663,0.05047973,0.007338643,1.795486,0.0009563344,2.663855E-06,0.008932948,0.1107519,0.00763112,0.003055157,0.0006956492,0.01253912,0.05846246
17,0.06678567,0.4236573,0.1301054,0.1655317,0.3727701,13.77379,5.908294,5.153234,0.07053639,0.05047924,0.007338625,1.795508,0.0009563244,2.663824E-06,0.008932956,0.1107515,0.007631117,0.003055146,0.0006956438,0.01253912,0.05846294
18,0.06678534,0.4236594,0.1301056,0.1655297,0.3727697,13.77369,5.908262,5.153196,0.07053617,0.05047876,0.00733861,1.795531,0.0009563159,2.663797E-06,0.008932964,0.1107512,0.007631098,0.003055135,0.0006956389,0.01253911,0.0584633
19,0.06678496,0.4236616,0.1301058,0.1655279,0.3727694,13.77357,5.908226,5.153156,0.07053592,0.05047824,0.007338592,1.795555,0.0009563086,2.663771E-06,0.008932963,0.1107509,0.007631067,0.003055125,0.0006956339,0.0125391,0.05846353
