EwEVersion,"6.6.7.17812 (compiled 28/02/2022)"
Date,"26/02/2023 11:47:51 AM"
ModelName,CS_model_V1_110722
EcosimScenario,"New Ecosim scenario"
TimeSeries,(none)
StartYear,2020

Data,"Prey of Whiting Species"

timestep\group,"Mantis shrimp","Other prawns",Polychaetes,Urchins,
1,0.0006273085,0.002505712,0.3425284,0.08358853
2,0.0006272423,0.002505352,0.3424923,0.08358064
3,0.0006272465,0.002505272,0.34249,0.08358056
4,0.0006272462,0.002505203,0.3424864,0.08358158
5,0.0006272438,0.002505153,0.3424835,0.08358313
6,0.000627241,0.002505121,0.342482,0.08358499
7,0.0006272384,0.002505104,0.3424818,0.08358698
8,0.0006272364,0.002505098,0.3424823,0.08358898
9,0.0006272351,0.002505098,0.3424834,0.08359084
10,0.0006272346,0.002505102,0.3424848,0.08359248
11,0.0006272352,0.002505108,0.3424863,0.08359387
12,0.0006272363,0.002505116,0.3424877,0.08359492
13,0.0006272378,0.002505123,0.3424889,0.08359564
14,0.0006272395,0.00250513,0.3424897,0.08359601
15,0.000627241,0.002505137,0.3424903,0.08359607
16,0.0006272423,0.002505142,0.3424905,0.08359579
17,0.0006272433,0.002505146,0.3424903,0.08359525
18,0.0006272433,0.002505149,0.3424898,0.08359444
19,0.0006272427,0.002505149,0.342489,0.08359343
20,0.0006272413,0.002505148,0.3424878,0.08359222
21,0.0006272394,0.002505145,0.3424864,0.08359089
22,0.0006272365,0.002505139,0.3424847,0.08358943
23,0.0006272332,0.00250513,0.3424829,0.08358791
24,0.0006272293,0.002505119,0.3424809,0.08358635
25,0.0006272249,0.002505106,0.3424788,0.08358484
26,0.00062722,0.00250509,0.3424767,0.08358335
27,0.0006272152,0.002505071,0.3424745,0.08358195
28,0.0006272102,0.002505051,0.3424724,0.08358064
29,0.0006272052,0.002505029,0.3424703,0.08357947
30,0.0006272004,0.002505005,0.3424683,0.08357845
31,0.0006271958,0.002504981,0.3424664,0.08357761
32,0.0006271916,0.002504955,0.3424647,0.08357696
33,0.0006271878,0.002504929,0.3424632,0.08357652
34,0.0006271842,0.002504903,0.3424619,0.08357628
35,0.0006271812,0.002504878,0.3424609,0.08357629
36,0.0006271789,0.002504854,0.34246,0.08357649
37,0.0006271775,0.002504833,0.3424595,0.08357691
38,0.0006271763,0.002504811,0.3424593,0.08357751
39,0.0006271759,0.002504793,0.3424593,0.0835783
40,0.0006271762,0.002504776,0.3424596,0.08357925
41,0.000627177,0.002504763,0.3424601,0.08358036
42,0.0006271783,0.002504752,0.3424609,0.08358154
43,0.0006271804,0.002504744,0.3424619,0.08358283
44,0.0006271827,0.00250474,0.3424632,0.0835842
45,0.0006271855,0.002504738,0.3424646,0.08358559
46,0.0006271886,0.002504739,0.342466,0.08358698
47,0.0006271919,0.002504742,0.3424676,0.08358832
48,0.0006271955,0.002504747,0.3424693,0.0835896
49,0.000627199,0.002504755,0.3424711,0.08359081
50,0.0006272024,0.002504765,0.3424728,0.08359189
51,0.0006272059,0.002504777,0.3424745,0.08359282
52,0.0006272089,0.00250479,0.3424761,0.08359355
53,0.0006272118,0.002504804,0.3424776,0.08359414
54,0.0006272142,0.002504819,0.3424791,0.08359451
55,0.0006272164,0.002504834,0.3424803,0.08359466
56,0.000627218,0.002504849,0.3424815,0.08359461
57,0.0006272192,0.002504864,0.3424824,0.0835944
58,0.0006272197,0.002504878,0.3424832,0.08359396
59,0.0006272197,0.002504891,0.3424837,0.08359329
60,0.0006272192,0.002504903,0.342484,0.08359247
61,0.0006272181,0.002504914,0.3424841,0.0835915
62,0.0006272166,0.002504924,0.3424842,0.08359039
63,0.0006272147,0.002504931,0.342484,0.08358918
64,0.0006272124,0.002504938,0.3424837,0.0835879
65,0.0006272098,0.002504943,0.3424831,0.08358654
66,0.0006272066,0.002504947,0.3424825,0.08358517
67,0.0006272037,0.00250495,0.3424819,0.08358381
68,0.0006272006,0.002504951,0.3424811,0.0835825
69,0.0006271975,0.002504952,0.3424804,0.08358128
70,0.0006271944,0.002504951,0.3424797,0.08358016
71,0.0006271915,0.002504951,0.3424791,0.08357919
72,0.0006271889,0.002504949,0.3424784,0.08357834
73,0.0006271866,0.002504948,0.3424779,0.08357766
74,0.0006271847,0.002504948,0.3424775,0.08357719
75,0.0006271834,0.002504948,0.3424772,0.08357694
76,0.0006271822,0.00250495,0.3424771,0.08357685
77,0.0006271818,0.002504952,0.3424771,0.08357696
78,0.000627182,0.002504956,0.3424773,0.0835773
79,0.0006271826,0.002504961,0.3424777,0.0835778
80,0.0006271837,0.002504968,0.3424783,0.08357846
81,0.0006271853,0.002504976,0.342479,0.08357926
82,0.0006271875,0.002504987,0.3424799,0.08358017
83,0.0006271899,0.002504999,0.3424809,0.0835812
84,0.0006271926,0.002505013,0.342482,0.08358228
85,0.0006271958,0.002505029,0.3424833,0.08358337
86,0.0006271989,0.002505046,0.3424845,0.08358446
87,0.0006272023,0.002505065,0.3424859,0.08358551
88,0.0006272056,0.002505083,0.3424872,0.08358648
89,0.000627209,0.002505104,0.3424886,0.08358733
90,0.0006272121,0.002505124,0.3424898,0.08358806
91,0.0006272152,0.002505145,0.3424911,0.08358862
92,0.0006272175,0.002505164,0.3424921,0.08358897
93,0.0006272199,0.002505184,0.3424931,0.08358918
94,0.0006272217,0.002505203,0.342494,0.08358914
95,0.0006272229,0.002505221,0.3424946,0.08358891
96,0.0006272236,0.002505237,0.3424951,0.08358843
97,0.0006272239,0.002505252,0.3424953,0.08358777
98,0.0006272235,0.002505264,0.3424954,0.08358687
99,0.0006272228,0.002505274,0.3424953,0.08358583
100,0.0006272214,0.002505283,0.342495,0.0835846
101,0.0006272197,0.002505289,0.3424945,0.08358324
102,0.0006272176,0.002505293,0.3424938,0.08358179
103,0.0006272151,0.002505295,0.342493,0.08358026
104,0.0006272124,0.002505295,0.3424921,0.08357871
105,0.0006272093,0.002505291,0.342491,0.08357714
106,0.0006272065,0.002505287,0.3424899,0.08357564
107,0.0006272034,0.002505281,0.3424888,0.08357418
108,0.0006272008,0.002505274,0.3424876,0.08357292
109,0.0006271978,0.002505266,0.3424864,0.08357172
110,0.0006271955,0.002505256,0.3424853,0.08357074
111,0.0006271934,0.002505247,0.3424842,0.08357
