EwEVersion,"6.6.7.17812 (compiled 28/02/2022)"
Date,"26/02/2023 11:47:52 AM"
ModelName,CS_model_V1_110722
EcosimScenario,"New Ecosim scenario"
TimeSeries,(none)
StartYear,2020

Data,CatchFleetGroup

timestep,fleet,group,value
189,3,15,0.00320077
189,3,20,0.003200337
189,3,41,0.01024984
189,3,45,0.002559505
190,1,22,0.007500662
190,2,7,0.0002500314
190,3,15,0.003200779
190,3,20,0.003200343
190,3,41,0.01024977
190,3,45,0.002559499
191,1,22,0.007500669
191,2,7,0.0002500327
191,3,15,0.003200786
191,3,20,0.003200345
191,3,41,0.0102497
191,3,45,0.002559491
192,1,22,0.00750068
192,2,7,0.000250034
192,3,15,0.003200792
192,3,20,0.003200343
192,3,41,0.01024962
192,3,45,0.002559483
193,1,22,0.007500693
193,2,7,0.0002500356
193,3,15,0.003200798
193,3,20,0.003200336
193,3,41,0.01024955
193,3,45,0.002559474
194,1,22,0.007500708
194,2,7,0.0002500373
194,3,15,0.003200802
194,3,20,0.003200326
194,3,41,0.01024947
194,3,45,0.002559465
195,1,22,0.007500725
195,2,7,0.0002500391
195,3,15,0.003200806
195,3,20,0.003200312
195,3,41,0.01024939
195,3,45,0.002559455
196,1,22,0.007500743
196,2,7,0.000250041
196,3,15,0.003200809
196,3,20,0.003200295
196,3,41,0.01024931
196,3,45,0.002559446
197,1,22,0.007500762
197,2,7,0.000250043
197,3,15,0.00320081
197,3,20,0.003200276
197,3,41,0.01024924
197,3,45,0.002559437
198,1,22,0.007500782
198,2,7,0.0002500449
198,3,15,0.003200811
198,3,20,0.003200254
198,3,41,0.01024917
198,3,45,0.002559428
199,1,22,0.007500803
199,2,7,0.0002500469
199,3,15,0.00320081
199,3,20,0.003200231
199,3,41,0.0102491
199,3,45,0.002559421
200,1,22,0.007500822
200,2,7,0.0002500488
200,3,15,0.003200809
200,3,20,0.003200206
200,3,41,0.01024903
200,3,45,0.002559414
201,1,22,0.007500843
201,2,7,0.0002500505
201,3,15,0.003200808
201,3,20,0.003200182
201,3,41,0.01024897
201,3,45,0.002559409
202,1,22,0.007500861
202,2,7,0.0002500521
202,3,15,0.003200806
202,3,20,0.003200157
202,3,41,0.01024892
202,3,45,0.002559405
203,1,22,0.007500879
203,2,7,0.0002500536
203,3,15,0.003200803
203,3,20,0.003200133
203,3,41,0.01024887
203,3,45,0.002559402
204,1,22,0.007500895
204,2,7,0.0002500547
204,3,15,0.003200799
204,3,20,0.00320011
204,3,41,0.01024883
204,3,45,0.002559402
205,1,22,0.007500909
205,2,7,0.0002500557
205,3,15,0.003200795
205,3,20,0.003200089
205,3,41,0.0102488
205,3,45,0.002559402
206,1,22,0.00750092
206,2,7,0.0002500563
206,3,15,0.003200791
206,3,20,0.003200071
206,3,41,0.01024877
206,3,45,0.002559404
207,1,22,0.007500929
207,2,7,0.0002500566
207,3,15,0.003200786
207,3,20,0.003200055
207,3,41,0.01024876
207,3,45,0.002559407
208,1,22,0.007500935
208,2,7,0.0002500566
208,3,15,0.003200782
208,3,20,0.003200042
208,3,41,0.01024875
208,3,45,0.002559412
209,1,22,0.007500939
209,2,7,0.0002500562
209,3,15,0.003200777
209,3,20,0.003200032
209,3,41,0.01024874
209,3,45,0.002559417
210,1,22,0.007500939
210,2,7,0.0002500555
210,3,15,0.003200772
210,3,20,0.003200025
210,3,41,0.01024875
210,3,45,0.002559424
211,1,22,0.007500935
211,2,7,0.0002500544
211,3,15,0.003200768
211,3,20,0.003200022
211,3,41,0.01024876
211,3,45,0.002559431
212,1,22,0.00750093
212,2,7,0.000250053
212,3,15,0.003200763
212,3,20,0.003200022
212,3,41,0.01024879
212,3,45,0.002559439
213,1,22,0.007500923
213,2,7,0.0002500513
213,3,15,0.003200758
213,3,20,0.003200025
213,3,41,0.01024882
213,3,45,0.002559447
214,1,22,0.007500913
214,2,7,0.0002500493
214,3,15,0.003200752
214,3,20,0.003200031
214,3,41,0.01024885
214,3,45,0.002559454
215,1,22,0.0075009
215,2,7,0.0002500471
215,3,15,0.003200747
215,3,20,0.00320004
215,3,41,0.0102489
215,3,45,0.002559462
216,1,22,0.007500886
216,2,7,0.0002500447
216,3,15,0.003200742
216,3,20,0.00320005
216,3,41,0.01024895
216,3,45,0.002559469
217,1,22,0.007500872
217,2,7,0.0002500422
217,3,15,0.003200737
217,3,20,0.003200063
217,3,41,0.010249
217,3,45,0.002559475
218,1,22,0.007500857
218,2,7,0.0002500395
218,3,15,0.003200732
218,3,20,0.003200077
218,3,41,0.01024906
218,3,45,0.00255948
219,1,22,0.007500842
219,2,7,0.0002500369
219,3,15,0.003200727
219,3,20,0.003200091
219,3,41,0.01024913
219,3,45,0.002559483
220,1,22,0.007500827
220,2,7,0.0002500342
220,3,15,0.003200722
220,3,20,0.003200106
220,3,41,0.0102492
220,3,45,0.002559485
221,1,22,0.007500812
221,2,7,0.0002500316
221,3,15,0.003200717
221,3,20,0.00320012
221,3,41,0.01024927
221,3,45,0.002559486
222,1,22,0.0075008
222,2,7,0.0002500291
222,3,15,0.003200711
222,3,20,0.003200134
222,3,41,0.01024934
222,3,45,0.002559485
223,1,22,0.007500789
223,2,7,0.0002500268
223,3,15,0.003200706
223,3,20,0.003200146
223,3,41,0.01024941
223,3,45,0.002559483
224,1,22,0.007500781
224,2,7,0.0002500248
224,3,15,0.003200701
224,3,20,0.003200156
224,3,41,0.01024949
224,3,45,0.002559479
225,1,22,0.007500775
225,2,7,0.0002500231
225,3,15,0.003200696
225,3,20,0.003200165
225,3,41,0.01024956
225,3,45,0.002559474
226,1,22,0.007500772
226,2,7,0.0002500217
226,3,15,0.003200691
226,3,20,0.003200171
226,3,41,0.01024963
226,3,45,0.002559467
227,1,22,0.007500773
227,2,7,0.0002500206
227,3,15,0.003200686
227,3,20,0.003200174
227,3,41,0.0102497
227,3,45,0.002559458
228,1,22,0.007500777
228,2,7,0.00025002
228,3,15,0.003200681
228,3,20,0.003200174
228,3,41,0.01024976
228,3,45,0.00255945
229,1,22,0.007500784
229,2,7,0.0002500197
229,3,15,0.003200676
229,3,20,0.003200172
229,3,41,0.01024982
229,3,45,0.00255944
230,1,22,0.007500794
230,2,7,0.0002500199
230,3,15,0.003200672
230,3,20,0.003200167
230,3,41,0.01024987
230,3,45,0.00255943
231,1,22,0.007500808
231,2,7,0.0002500204
231,3,15,0.003200668
231,3,20,0.003200159
231,3,41,0.01024992
231,3,45,0.002559419
232,1,22,0.007500825
232,2,7,0.0002500214
232,3,15,0.003200664
232,3,20,0.003200149
232,3,41,0.01024996
232,3,45,0.002559409
233,1,22,0.007500844
233,2,7,0.0002500228
233,3,15,0.003200661
233,3,20,0.003200136
233,3,41,0.01025
233,3,45,0.0025594
234,1,22,0.007500866
234,2,7,0.0002500246
234,3,15,0.003200659
234,3,20,0.003200122
234,3,41,0.01025003
234,3,45,0.002559391
235,1,22,0.00750089
235,2,7,0.0002500266
235,3,15,0.003200657
235,3,20,0.003200107
235,3,41,0.01025005
235,3,45,0.002559383
236,1,22,0.007500915
236,2,7,0.0002500289
236,3,15,0.003200657
236,3,20,0.003200091
236,3,41,0.01025006
236,3,45,0.002559377
237,1,22,0.007500941
237,2,7,0.0002500315
237,3,15,0.003200657
237,3,20,0.003200076
237,3,41,0.01025007
237,3,45,0.002559372
238,1,22,0.007500967
238,2,7,0.0002500342
238,3,15,0.003200658
238,3,20,0.00320006
238,3,41,0.01025006
238,3,45,0.002559369
239,1,22,0.007500994
239,2,7,0.000250037
239,3,15,0.003200661
239,3,20,0.003200046
239,3,41,0.01025005
239,3,45,0.002559368
240,1,22,0.007501019
240,2,7,0.0002500399
240,3,15,0.003200664
240,3,20,0.003200033
240,3,41,0.01025003
240,3,45,0.00255937
241,1,22,0.007501043
241,2,7,0.0002500427
241,3,15,0.003200669
241,3,20,0.003200023
241,3,41,0.01025
241,3,45,0.002559373
242,1,22,0.007501065
242,2,7,0.0002500455
242,3,15,0.003200675
242,3,20,0.003200014
242,3,41,0.01024997
242,3,45,0.002559379
243,1,22,0.007501084
243,2,7,0.0002500481
243,3,15,0.003200683
243,3,20,0.00320001
243,3,41,0.01024992
243,3,45,0.002559386
244,1,22,0.007501101
244,2,7,0.0002500505
244,3,15,0.003200691
244,3,20,0.003200008
244,3,41,0.01024988
244,3,45,0.002559396
245,1,22,0.007501114
245,2,7,0.0002500526
245,3,15,0.0032007
245,3,20,0.003200011
245,3,41,0.01024982
245,3,45,0.002559408
246,1,22,0.007501123
246,2,7,0.0002500545
246,3,15,0.003200711
246,3,20,0.003200017
246,3,41,0.01024976
246,3,45,0.002559421
247,1,22,0.007501128
247,2,7,0.000250056
247,3,15,0.003200722
247,3,20,0.003200027
247,3,41,0.0102497
247,3,45,0.002559435
248,1,22,0.007501129
248,2,7,0.0002500571
248,3,15,0.003200733
248,3,20,0.003200041
248,3,41,0.01024963
248,3,45,0.002559451
249,1,22,0.007501127
249,2,7,0.0002500579
249,3,15,0.003200746
249,3,20,0.003200059
249,3,41,0.01024956
249,3,45,0.002559467
250,1,22,0.00750112
250,2,7,0.0002500582
250,3,15,0.003200759
250,3,20,0.003200079
250,3,41,0.01024948
250,3,45,0.002559483
251,1,22,0.00750111
251,2,7,0.0002500582
251,3,15,0.003200772
251,3,20,0.003200103
251,3,41,0.01024941
251,3,45,0.002559499
252,1,22,0.007501096
252,2,7,0.0002500577
252,3,15,0.003200785
252,3,20,0.00320013
252,3,41,0.01024933
252,3,45,0.002559514
253,1,22,0.007501079
253,2,7,0.0002500569
253,3,15,0.003200797
253,3,20,0.003200158
253,3,41,0.01024925
253,3,45,0.002559529
254,1,22,0.007501061
254,2,7,0.0002500558
254,3,15,0.003200809
254,3,20,0.003200188
254,3,41,0.01024918
254,3,45,0.002559542
255,1,22,0.00750104
255,2,7,0.0002500543
255,3,15,0.00320082
255,3,20,0.003200218
255,3,41,0.01024911
255,3,45,0.002559553
256,1,22,0.007501018
256,2,7,0.0002500526
256,3,15,0.003200831
256,3,20,0.003200247
256,3,41,0.01024904
256,3,45,0.002559562
257,1,22,0.007500995
257,2,7,0.0002500506
257,3,15,0.00320084
257,3,20,0.003200276
257,3,41,0.01024898
257,3,45,0.002559569
258,1,22,0.007500973
258,2,7,0.0002500485
258,3,15,0.003200847
258,3,20,0.003200302
258,3,41,0.01024892
258,3,45,0.002559573
259,1,22,0.007500951
259,2,7,0.0002500463
259,3,15,0.003200853
259,3,20,0.003200326
259,3,41,0.01024886
259,3,45,0.002559574
260,1,22,0.00750093
260,2,7,0.0002500441
260,3,15,0.003200858
260,3,20,0.003200347
260,3,41,0.01024881
260,3,45,0.002559573
261,1,22,0.007500912
261,2,7,0.0002500419
261,3,15,0.00320086
261,3,20,0.003200363
261,3,41,0.01024877
261,3,45,0.002559568
262,1,22,0.007500896
262,2,7,0.0002500398
262,3,15,0.003200861
262,3,20,0.003200374
262,3,41,0.01024874
262,3,45,0.002559561
263,1,22,0.007500884
263,2,7,0.0002500378
263,3,15,0.00320086
263,3,20,0.00320038
263,3,41,0.01024871
263,3,45,0.00255955
264,1,22,0.007500875
264,2,7,0.0002500361
264,3,15,0.003200857
264,3,20,0.003200381
264,3,41,0.01024869
264,3,45,0.002559537
265,1,22,0.00750087
265,2,7,0.0002500346
265,3,15,0.003200851
265,3,20,0.003200376
265,3,41,0.01024868
265,3,45,0.002559522
266,1,22,0.00750087
266,2,7,0.0002500333
266,3,15,0.003200845
266,3,20,0.003200365
266,3,41,0.01024868
266,3,45,0.002559505
267,1,22,0.007500874
267,2,7,0.0002500324
267,3,15,0.003200836
267,3,20,0.003200348
267,3,41,0.01024868
267,3,45,0.002559486
268,1,22,0.007500883
268,2,7,0.0002500318
268,3,15,0.003200825
268,3,20,0.003200325
268,3,41,0.01024869
268,3,45,0.002559466
269,1,22,0.007500896
269,2,7,0.0002500316
269,3,15,0.003200812
269,3,20,0.003200297
269,3,41,0.01024871
269,3,45,0.002559445
270,1,22,0.007500913
270,2,7,0.0002500316
270,3,15,0.003200799
270,3,20,0.003200264
270,3,41,0.01024874
270,3,45,0.002559424
271,1,22,0.007500935
271,2,7,0.0002500321
271,3,15,0.003200784
271,3,20,0.003200226
271,3,41,0.01024877
271,3,45,0.002559403
272,1,22,0.00750096
272,2,7,0.0002500328
272,3,15,0.003200768
272,3,20,0.003200186
272,3,41,0.01024881
272,3,45,0.002559383
273,1,22,0.007500988
273,2,7,0.0002500338
273,3,15,0.003200752
273,3,20,0.003200143
273,3,41,0.01024886
273,3,45,0.002559364
274,1,22,0.007501018
274,2,7,0.0002500351
274,3,15,0.003200736
274,3,20,0.003200099
274,3,41,0.01024891
274,3,45,0.002559347
275,1,22,0.007501049
275,2,7,0.0002500366
275,3,15,0.00320072
275,3,20,0.003200053
275,3,41,0.01024897
275,3,45,0.002559333
276,1,22,0.007501082
276,2,7,0.0002500382
276,3,15,0.003200704
276,3,20,0.003200009
276,3,41,0.01024903
276,3,45,0.002559321
277,1,22,0.007501114
277,2,7,0.0002500399
277,3,15,0.003200688
277,3,20,0.003199966
277,3,41,0.01024909
277,3,45,0.002559311
278,1,22,0.007501146
278,2,7,0.0002500416
278,3,15,0.003200673
278,3,20,0.003199925
278,3,41,0.01024916
278,3,45,0.002559306
279,1,22,0.007501176
279,2,7,0.0002500434
279,3,15,0.00320066
279,3,20,0.003199888
279,3,41,0.01024922
279,3,45,0.002559303
280,1,22,0.007501204
280,2,7,0.000250045
280,3,15,0.003200648
280,3,20,0.003199856
280,3,41,0.01024929
280,3,45,0.002559304
281,1,22,0.007501229
281,2,7,0.0002500465
281,3,15,0.003200637
281,3,20,0.003199829
281,3,41,0.01024936
281,3,45,0.002559309
282,1,22,0.007501251
282,2,7,0.0002500478
282,3,15,0.003200629
282,3,20,0.003199809
282,3,41,0.01024943
282,3,45,0.002559317
283,1,22,0.007501268
283,2,7,0.0002500488
283,3,15,0.003200622
283,3,20,0.003199795
283,3,41,0.0102495
283,3,45,0.002559328
284,1,22,0.00750128
284,2,7,0.0002500496
284,3,15,0.003200617
284,3,20,0.003199789
284,3,41,0.01024956
284,3,45,0.002559342
285,1,22,0.007501289
285,2,7,0.00025005
285,3,15,0.003200614
285,3,20,0.003199789
285,3,41,0.01024962
285,3,45,0.002559359
286,1,22,0.007501291
286,2,7,0.0002500501
286,3,15,0.003200614
286,3,20,0.003199798
286,3,41,0.01024968
286,3,45,0.002559379
287,1,22,0.007501289
287,2,7,0.0002500498
287,3,15,0.003200616
287,3,20,0.003199814
287,3,41,0.01024973
287,3,45,0.0025594
288,1,22,0.00750128
288,2,7,0.0002500491
288,3,15,0.003200619
288,3,20,0.003199837
288,3,41,0.01024978
288,3,45,0.002559423
289,1,22,0.007501268
289,2,7,0.0002500481
289,3,15,0.003200625
289,3,20,0.003199868
289,3,41,0.01024983
289,3,45,0.002559446
290,1,22,0.007501251
290,2,7,0.0002500467
290,3,15,0.003200633
290,3,20,0.003199904
290,3,41,0.01024986
290,3,45,0.00255947
291,1,22,0.007501228
291,2,7,0.0002500451
291,3,15,0.003200642
291,3,20,0.003199946
291,3,41,0.01024989
291,3,45,0.002559493
292,1,22,0.007501204
292,2,7,0.0002500431
292,3,15,0.003200653
292,3,20,0.003199992
292,3,41,0.01024992
292,3,45,0.002559515
293,1,22,0.007501176
293,2,7,0.000250041
293,3,15,0.003200665
293,3,20,0.003200042
293,3,41,0.01024993
293,3,45,0.002559536
294,1,22,0.007501145
294,2,7,0.0002500387
294,3,15,0.003200677
294,3,20,0.003200094
294,3,41,0.01024994
294,3,45,0.002559555
295,1,22,0.007501114
295,2,7,0.0002500363
295,3,15,0.003200691
295,3,20,0.003200148
295,3,41,0.01024995
295,3,45,0.002559571
296,1,22,0.007501082
296,2,7,0.0002500339
296,3,15,0.003200705
296,3,20,0.003200201
296,3,41,0.01024994
296,3,45,0.002559584
297,1,22,0.007501051
297,2,7,0.0002500316
297,3,15,0.003200719
297,3,20,0.003200252
297,3,41,0.01024993
297,3,45,0.002559594
298,1,22,0.007501023
298,2,7,0.0002500293
298,3,15,0.003200732
298,3,20,0.003200301
298,3,41,0.01024991
298,3,45,0.0025596
299,1,22,0.007500995
299,2,7,0.0002500273
299,3,15,0.003200745
299,3,20,0.003200346
299,3,41,0.01024988
299,3,45,0.002559603
300,1,22,0.007500973
300,2,7,0.0002500256
300,3,15,0.003200758
300,3,20,0.003200385
300,3,41,0.01024985
300,3,45,0.002559602
301,1,22,0.007500953
301,2,7,0.0002500242
301,3,15,0.003200769
301,3,20,0.003200419
301,3,41,0.01024981
301,3,45,0.002559596
302,1,22,0.007500939
302,2,7,0.0002500233
302,3,15,0.00320078
302,3,20,0.003200446
302,3,41,0.01024976
302,3,45,0.002559588
303,1,22,0.007500928
303,2,7,0.0002500227
303,3,15,0.003200789
303,3,20,0.003200466
303,3,41,0.01024971
303,3,45,0.002559575
304,1,22,0.007500925
304,2,7,0.0002500227
304,3,15,0.003200796
304,3,20,0.003200478
304,3,41,0.01024966
304,3,45,0.00255956
305,1,22,0.007500926
305,2,7,0.0002500232
305,3,15,0.003200803
305,3,20,0.003200481
305,3,41,0.0102496
305,3,45,0.002559542
306,1,22,0.007500935
306,2,7,0.0002500242
306,3,15,0.003200807
306,3,20,0.003200476
306,3,41,0.01024954
306,3,45,0.002559521
307,1,22,0.007500949
307,2,7,0.0002500257
307,3,15,0.00320081
307,3,20,0.003200463
307,3,41,0.01024947
307,3,45,0.002559499
308,1,22,0.007500969
308,2,7,0.0002500277
308,3,15,0.003200811
308,3,20,0.003200442
308,3,41,0.01024941
308,3,45,0.002559476
309,1,22,0.007500994
309,2,7,0.0002500302
309,3,15,0.003200811
309,3,20,0.003200413
309,3,41,0.01024934
309,3,45,0.002559452
310,1,22,0.007501025
310,2,7,0.0002500331
310,3,15,0.00320081
310,3,20,0.003200378
310,3,41,0.01024927
310,3,45,0.002559429
311,1,22,0.007501059
311,2,7,0.0002500363
311,3,15,0.003200807
311,3,20,0.003200337
311,3,41,0.0102492
311,3,45,0.002559406
312,1,22,0.007501097
312,2,7,0.0002500399
312,3,15,0.003200804
312,3,20,0.003200291
312,3,41,0.01024914
312,3,45,0.002559385
313,1,22,0.007501138
313,2,7,0.0002500437
313,3,15,0.003200799
313,3,20,0.003200242
313,3,41,0.01024907
313,3,45,0.002559365
314,1,22,0.007501179
314,2,7,0.0002500476
314,3,15,0.003200794
314,3,20,0.00320019
314,3,41,0.01024901
314,3,45,0.002559348
315,1,22,0.007501222
315,2,7,0.0002500516
315,3,15,0.003200788
315,3,20,0.003200138
315,3,41,0.01024895
315,3,45,0.002559334
316,1,22,0.007501263
316,2,7,0.0002500555
316,3,15,0.003200782
316,3,20,0.003200086
316,3,41,0.01024889
316,3,45,0.002559324
317,1,22,0.007501304
317,2,7,0.0002500592
317,3,15,0.003200776
317,3,20,0.003200036
317,3,41,0.01024884
317,3,45,0.002559317
318,1,22,0.007501341
318,2,7,0.0002500627
318,3,15,0.003200769
318,3,20,0.003199989
318,3,41,0.01024879
318,3,45,0.002559314
319,1,22,0.007501374
319,2,7,0.0002500658
319,3,15,0.003200764
319,3,20,0.003199946
319,3,41,0.01024875
319,3,45,0.002559315
320,1,22,0.007501403
320,2,7,0.0002500685
320,3,15,0.003200758
320,3,20,0.003199909
320,3,41,0.01024872
320,3,45,0.002559321
321,1,22,0.007501427
321,2,7,0.0002500706
321,3,15,0.003200754
321,3,20,0.003199878
321,3,41,0.01024869
321,3,45,0.00255933
322,1,22,0.007501444
322,2,7,0.0002500722
322,3,15,0.00320075
322,3,20,0.003199854
322,3,41,0.01024867
322,3,45,0.002559342
323,1,22,0.007501455
323,2,7,0.0002500731
323,3,15,0.003200747
323,3,20,0.003199838
323,3,41,0.01024865
323,3,45,0.002559358
324,1,22,0.007501459
324,2,7,0.0002500733
324,3,15,0.003200745
324,3,20,0.003199831
324,3,41,0.01024865
324,3,45,0.002559378
325,1,22,0.007501456
325,2,7,0.0002500727
325,3,15,0.003200744
325,3,20,0.003199832
325,3,41,0.01024865
325,3,45,0.002559399
326,1,22,0.007501446
326,2,7,0.0002500715
326,3,15,0.003200743
326,3,20,0.003199841
326,3,41,0.01024865
326,3,45,0.002559422
327,1,22,0.007501429
327,2,7,0.0002500696
327,3,15,0.003200744
327,3,20,0.003199858
327,3,41,0.01024867
327,3,45,0.002559446
328,1,22,0.007501406
328,2,7,0.000250067
328,3,15,0.003200745
328,3,20,0.003199884
328,3,41,0.01024869
328,3,45,0.002559471
329,1,22,0.007501377
329,2,7,0.0002500637
329,3,15,0.003200746
329,3,20,0.003199915
329,3,41,0.01024872
329,3,45,0.002559496
330,1,22,0.007501343
330,2,7,0.0002500598
330,3,15,0.003200748
330,3,20,0.003199953
330,3,41,0.01024876
330,3,45,0.002559519
331,1,22,0.007501304
331,2,7,0.0002500555
331,3,15,0.003200751
331,3,20,0.003199996
331,3,41,0.0102488
331,3,45,0.002559541
332,1,22,0.007501262
332,2,7,0.0002500509
332,3,15,0.003200753
332,3,20,0.003200042
332,3,41,0.01024884
332,3,45,0.002559561
333,1,22,0.007501218
333,2,7,0.0002500459
333,3,15,0.003200755
333,3,20,0.00320009
333,3,41,0.0102489
333,3,45,0.002559578
334,1,22,0.007501173
334,2,7,0.0002500407
334,3,15,0.003200756
334,3,20,0.00320014
334,3,41,0.01024895
334,3,45,0.002559591
335,1,22,0.007501129
335,2,7,0.0002500355
335,3,15,0.003200758
335,3,20,0.003200189
335,3,41,0.01024901
335,3,45,0.002559601
336,1,22,0.007501085
336,2,7,0.0002500303
336,3,15,0.003200758
336,3,20,0.003200236
336,3,41,0.01024908
336,3,45,0.002559606
337,1,22,0.007501045
337,2,7,0.0002500253
337,3,15,0.003200758
337,3,20,0.00320028
337,3,41,0.01024915
337,3,45,0.002559607
338,1,22,0.007501009
338,2,7,0.0002500207
338,3,15,0.003200756
338,3,20,0.003200319
338,3,41,0.01024922
338,3,45,0.002559603
339,1,22,0.007500978
339,2,7,0.0002500165
339,3,15,0.003200754
339,3,20,0.003200351
339,3,41,0.01024928
339,3,45,0.002559595
340,1,22,0.007500953
340,2,7,0.0002500129
340,3,15,0.00320075
340,3,20,0.003200378
340,3,41,0.01024935
340,3,45,0.002559582
341,1,22,0.007500935
341,2,7,0.0002500098
341,3,15,0.003200745
341,3,20,0.003200396
341,3,41,0.01024942
341,3,45,0.002559565
342,1,22,0.007500925
342,2,7,0.0002500075
342,3,15,0.003200739
342,3,20,0.003200406
342,3,41,0.01024949
342,3,45,0.002559544
343,1,22,0.007500922
343,2,7,0.000250006
343,3,15,0.003200732
343,3,20,0.003200407
343,3,41,0.01024955
343,3,45,0.002559521
344,1,22,0.007500928
344,2,7,0.0002500053
344,3,15,0.003200724
344,3,20,0.003200399
344,3,41,0.01024961
344,3,45,0.002559494
345,1,22,0.007500942
345,2,7,0.0002500054
345,3,15,0.003200715
345,3,20,0.003200382
345,3,41,0.01024967
345,3,45,0.002559466
346,1,22,0.007500965
346,2,7,0.0002500064
346,3,15,0.003200705
346,3,20,0.003200357
346,3,41,0.01024972
346,3,45,0.002559437
347,1,22,0.007500994
347,2,7,0.0002500082
347,3,15,0.003200695
347,3,20,0.003200324
347,3,41,0.01024977
347,3,45,0.002559407
348,1,22,0.007501031
348,2,7,0.0002500109
348,3,15,0.003200685
348,3,20,0.003200284
348,3,41,0.01024981
348,3,45,0.002559378
349,1,22,0.007501075
349,2,7,0.0002500143
349,3,15,0.003200675
349,3,20,0.003200237
349,3,41,0.01024984
349,3,45,0.002559349
350,1,22,0.007501123
350,2,7,0.0002500183
350,3,15,0.003200665
350,3,20,0.003200187
350,3,41,0.01024987
350,3,45,0.002559324
351,1,22,0.007501175
351,2,7,0.0002500229
351,3,15,0.003200656
351,3,20,0.003200132
351,3,41,0.01024989
351,3,45,0.002559301
352,1,22,0.00750123
352,2,7,0.000250028
352,3,15,0.003200647
352,3,20,0.003200077
352,3,41,0.0102499
352,3,45,0.002559281
353,1,22,0.007501287
353,2,7,0.0002500334
353,3,15,0.00320064
353,3,20,0.003200021
353,3,41,0.0102499
353,3,45,0.002559266
354,1,22,0.007501344
354,2,7,0.000250039
354,3,15,0.003200634
354,3,20,0.003199966
354,3,41,0.0102499
354,3,45,0.002559256
355,1,22,0.007501399
355,2,7,0.0002500447
355,3,15,0.00320063
355,3,20,0.003199915
355,3,41,0.01024989
355,3,45,0.00255925
356,1,22,0.007501451
356,2,7,0.0002500502
356,3,15,0.003200628
356,3,20,0.003199868
356,3,41,0.01024987
356,3,45,0.002559251
357,1,22,0.007501499
357,2,7,0.0002500556
357,3,15,0.003200628
357,3,20,0.003199828
357,3,41,0.01024984
357,3,45,0.002559257
358,1,22,0.007501541
358,2,7,0.0002500606
358,3,15,0.00320063
358,3,20,0.003199795
358,3,41,0.01024981
358,3,45,0.002559268
359,1,22,0.007501576
359,2,7,0.0002500652
359,3,15,0.003200635
359,3,20,0.003199771
359,3,41,0.01024976
359,3,45,0.002559285
360,1,22,0.007501604
360,2,7,0.0002500691
360,3,15,0.003200642
360,3,20,0.003199757
360,3,41,0.01024972
360,3,45,0.002559307
361,1,22,0.007501623
361,2,7,0.0002500724
361,3,15,0.003200651
361,3,20,0.003199753
361,3,41,0.01024966
361,3,45,0.002559333
362,1,22,0.007501632
362,2,7,0.0002500749
362,3,15,0.003200663
362,3,20,0.00319976
362,3,41,0.01024961
362,3,45,0.002559364
363,1,22,0.007501632
363,2,7,0.0002500765
363,3,15,0.003200677
363,3,20,0.003199778
363,3,41,0.01024954
363,3,45,0.002559397
364,1,22,0.007501623
364,2,7,0.0002500772
364,3,15,0.003200693
364,3,20,0.003199806
364,3,41,0.01024948
364,3,45,0.002559433
365,1,22,0.007501604
365,2,7,0.0002500771
365,3,15,0.003200711
365,3,20,0.003199845
365,3,41,0.01024941
365,3,45,0.002559471
366,1,22,0.007501576
366,2,7,0.000250076
366,3,15,0.00320073
366,3,20,0.003199894
366,3,41,0.01024934
366,3,45,0.002559509
367,1,22,0.007501539
367,2,7,0.0002500741
367,3,15,0.00320075
367,3,20,0.00319995
367,3,41,0.01024927
367,3,45,0.002559547
368,1,22,0.007501496
368,2,7,0.0002500713
368,3,15,0.00320077
368,3,20,0.003200014
368,3,41,0.0102492
368,3,45,0.002559583
369,1,22,0.007501445
369,2,7,0.0002500679
369,3,15,0.003200791
369,3,20,0.003200083
369,3,41,0.01024913
369,3,45,0.002559617
370,1,22,0.00750139
370,2,7,0.0002500637
370,3,15,0.003200811
370,3,20,0.003200156
370,3,41,0.01024906
370,3,45,0.002559648
371,1,22,0.00750133
371,2,7,0.000250059
371,3,15,0.003200831
371,3,20,0.003200231
371,3,41,0.010249
371,3,45,0.002559674
372,1,22,0.007501269
372,2,7,0.0002500539
372,3,15,0.003200849
372,3,20,0.003200306
372,3,41,0.01024893
372,3,45,0.002559695
373,1,22,0.007501207
373,2,7,0.0002500486
373,3,15,0.003200866
373,3,20,0.003200379
373,3,41,0.01024887
373,3,45,0.002559711
374,1,22,0.007501146
374,2,7,0.0002500431
374,3,15,0.00320088
374,3,20,0.003200448
374,3,41,0.01024882
374,3,45,0.00255972
375,1,22,0.007501089
375,2,7,0.0002500376
375,3,15,0.003200893
375,3,20,0.003200511
375,3,41,0.01024877
375,3,45,0.002559723
376,1,22,0.007501036
376,2,7,0.0002500323
376,3,15,0.003200902
376,3,20,0.003200565
376,3,41,0.01024873
376,3,45,0.002559718
377,1,22,0.007500989
377,2,7,0.0002500273
377,3,15,0.003200908
377,3,20,0.00320061
377,3,41,0.0102487
377,3,45,0.002559708
378,1,22,0.00750095
378,2,7,0.0002500228
378,3,15,0.003200912
378,3,20,0.003200645
378,3,41,0.01024867
378,3,45,0.00255969
379,1,22,0.007500919
379,2,7,0.0002500189
379,3,15,0.003200911
