EwEVersion,"6.6.7.17812 (compiled 28/02/2022)"
Date,"26/02/2023 11:47:50 AM"
ModelName,CS_model_V1_110722
EcosimScenario,"New Ecosim scenario"
TimeSeries,(none)
StartYear,2020

Data,"PredationMortality of Blue Sprat"

year\group,"Australian Sea Lion","Bottlenose Dolphin",Tailors,Cormorants,Squids,"Australian Pelican","Gulls and Terns","Little Penguin","Scaly Mackerel","Yellowtail Scad",Trevallies,"Small pelagics",Grunters,"Other seabirds","Southern Garfish",
2020,0.0009536948,0.01292695,0.006722667,0.01006463,0.07621605,0.006207915,0.007681524,0.001438883,0.009615433,0.01115728,0.2133856,0.676775,0.02712894,4.250714E-05,0.02012826
2021,0.000953714,0.01292752,0.006722926,0.01006455,0.07621843,0.006207837,0.007681757,0.001438982,0.009616247,0.01115736,0.213379,0.6767905,0.0271297,4.250366E-05,0.02012755
2022,0.0009535989,0.01292657,0.006722794,0.01006388,0.07620961,0.006207539,0.007681659,0.001438904,0.009615389,0.01115501,0.2133658,0.6767502,0.02712642,4.250029E-05,0.02012419
2023,0.0009534548,0.01292505,0.006722603,0.01006295,0.07619551,0.006207187,0.00768114,0.0014387,0.009613045,0.01115248,0.2133577,0.6766784,0.02712218,4.249704E-05,0.0201193
2024,0.000953469,0.01292491,0.006723264,0.01006318,0.07619702,0.006207316,0.007680797,0.001438541,0.009612335,0.01115264,0.2133696,0.6766698,0.02712355,4.24998E-05,0.02011976
2025,0.0009536001,0.01292591,0.006724382,0.01006429,0.07621142,0.006207734,0.007680922,0.001438549,0.00961426,0.01115492,0.2133981,0.6767283,0.02712897,4.250787E-05,0.02012482
2026,0.000953632,0.01292599,0.006724615,0.01006473,0.07621799,0.006207842,0.007681098,0.001438621,0.009616158,0.01115554,0.2134133,0.6767499,0.02712939,4.251148E-05,0.02012533
2027,0.000953533,0.0129248,0.006723752,0.01006406,0.07621218,0.006207546,0.007680934,0.001438581,0.009615276,0.01115345,0.213396,0.6766853,0.02712427,4.25076E-05,0.0201217
2028,0.0009534925,0.01292418,0.00672316,0.01006363,0.0762061,0.006207407,0.007680623,0.001438438,0.009612772,0.01115176,0.213378,0.6766221,0.02712189,4.250588E-05,0.02012055
2029,0.0009535996,0.01292517,0.006723769,0.01006447,0.07620849,0.006207813,0.007680536,0.001438352,0.009612455,0.01115275,0.2133932,0.6766458,0.02712493,4.251159E-05,0.02012133
