EwEVersion,"6.6.7.17812 (compiled 28/02/2022)"
Date,"26/02/2023 11:47:51 AM"
ModelName,CS_model_V1_110722
EcosimScenario,"New Ecosim scenario"
TimeSeries,(none)
StartYear,2020

Data,"Prey of Scaly Mackerel"

timestep\group,Squids,"Blue Sprat","Sandy Sprat",Pilchard,"Australian Herring","Schooling species",
1,0.01023773,0.1023752,0.1023762,0.102376,0.03246767,0.001034572
2,0.01023682,0.1023637,0.1023655,0.1023648,0.03246487,0.001034456
3,0.01023655,0.1023619,0.1023644,0.1023634,0.0324636,0.001034453
4,0.01023633,0.1023607,0.1023639,0.1023626,0.03246255,0.001034453
5,0.01023615,0.1023594,0.1023633,0.1023618,0.03246164,0.00103445
6,0.010236,0.1023581,0.1023627,0.1023609,0.03246083,0.001034443
7,0.01023587,0.1023566,0.102362,0.1023601,0.03246013,0.001034433
8,0.01023577,0.1023551,0.1023612,0.1023592,0.03245952,0.00103442
9,0.0102357,0.1023536,0.1023604,0.1023582,0.03245899,0.001034405
10,0.01023565,0.1023521,0.1023595,0.1023573,0.03245853,0.001034389
11,0.01023563,0.1023506,0.1023585,0.1023563,0.03245815,0.001034372
12,0.01023563,0.1023491,0.1023576,0.1023553,0.03245783,0.001034355
13,0.01023566,0.1023477,0.1023568,0.1023543,0.03245756,0.001034338
14,0.01023571,0.1023464,0.102356,0.1023533,0.03245737,0.001034322
15,0.01023578,0.1023451,0.1023552,0.1023524,0.03245721,0.001034306
16,0.01023587,0.102344,0.1023545,0.1023515,0.03245711,0.001034291
17,0.01023598,0.102343,0.1023539,0.1023507,0.03245704,0.001034277
18,0.01023611,0.1023421,0.1023534,0.1023499,0.03245702,0.001034265
19,0.01023625,0.1023413,0.102353,0.1023492,0.03245703,0.001034253
20,0.01023639,0.1023406,0.1023527,0.1023486,0.03245707,0.001034243
21,0.01023655,0.1023401,0.1023525,0.102348,0.03245715,0.001034235
22,0.0102367,0.1023397,0.1023524,0.1023475,0.03245724,0.001034228
23,0.01023686,0.1023394,0.1023525,0.1023471,0.03245736,0.001034223
24,0.01023703,0.1023392,0.1023526,0.1023467,0.0324575,0.001034219
25,0.01023719,0.1023391,0.1023529,0.1023465,0.03245766,0.001034216
26,0.01023735,0.1023392,0.1023532,0.1023463,0.03245783,0.001034216
27,0.0102375,0.1023394,0.1023537,0.1023462,0.032458,0.001034216
28,0.01023764,0.1023396,0.1023542,0.1023461,0.03245819,0.001034218
29,0.01023778,0.10234,0.1023548,0.1023461,0.03245838,0.001034222
30,0.01023791,0.1023405,0.1023555,0.1023462,0.03245857,0.001034227
31,0.01023803,0.102341,0.1023563,0.1023464,0.03245874,0.001034234
32,0.01023813,0.1023416,0.1023572,0.1023466,0.03245892,0.001034241
33,0.01023822,0.1023424,0.1023581,0.1023469,0.0324591,0.00103425
34,0.01023831,0.1023431,0.1023591,0.1023472,0.03245926,0.001034259
35,0.01023837,0.1023439,0.1023601,0.1023476,0.03245943,0.00103427
36,0.01023842,0.1023448,0.1023612,0.1023481,0.03245956,0.001034281
37,0.01023847,0.1023457,0.1023623,0.1023486,0.03245969,0.001034294
38,0.01023849,0.1023467,0.1023634,0.1023491,0.03245981,0.001034306
39,0.0102385,0.1023476,0.1023646,0.1023497,0.03245991,0.00103432
40,0.0102385,0.1023486,0.1023657,0.1023504,0.03246,0.001034333
41,0.01023848,0.1023496,0.1023668,0.102351,0.03246007,0.001034346
42,0.01023845,0.1023505,0.1023679,0.1023517,0.03246013,0.00103436
43,0.01023841,0.1023515,0.1023689,0.1023524,0.03246018,0.001034373
44,0.01023835,0.1023523,0.1023699,0.1023532,0.0324602,0.001034386
45,0.01023828,0.1023532,0.1023709,0.1023539,0.03246022,0.001034398
46,0.0102382,0.102354,0.1023717,0.1023547,0.03246021,0.00103441
47,0.0102381,0.1023547,0.1023725,0.1023554,0.0324602,0.00103442
48,0.01023799,0.1023553,0.1023732,0.1023561,0.03246017,0.00103443
49,0.01023788,0.1023559,0.1023737,0.1023569,0.03246013,0.001034438
50,0.01023775,0.1023563,0.1023742,0.1023575,0.03246008,0.001034446
51,0.01023762,0.1023567,0.1023745,0.1023582,0.03246002,0.001034451
52,0.01023747,0.1023569,0.1023748,0.1023588,0.03245995,0.001034456
53,0.01023733,0.102357,0.1023749,0.1023594,0.03245987,0.001034458
54,0.01023717,0.102357,0.1023748,0.1023598,0.03245978,0.00103446
55,0.01023702,0.1023569,0.1023746,0.1023603,0.03245969,0.001034459
56,0.01023686,0.1023567,0.1023743,0.1023607,0.03245959,0.001034456
57,0.0102367,0.1023563,0.1023738,0.102361,0.03245949,0.001034452
58,0.01023654,0.1023558,0.1023732,0.1023612,0.0324594,0.001034447
59,0.01023638,0.1023552,0.1023725,0.1023613,0.0324593,0.00103444
60,0.01023622,0.1023545,0.1023717,0.1023614,0.03245921,0.001034431
61,0.01023608,0.1023537,0.1023707,0.1023614,0.03245911,0.001034421
62,0.01023593,0.1023528,0.1023696,0.1023613,0.03245901,0.00103441
63,0.0102358,0.1023518,0.1023685,0.1023611,0.03245893,0.001034397
64,0.01023568,0.1023507,0.1023672,0.1023609,0.03245884,0.001034383
65,0.01023557,0.1023496,0.1023659,0.1023605,0.03245876,0.001034369
66,0.01023547,0.1023484,0.1023645,0.1023601,0.03245869,0.001034353
67,0.0102354,0.1023472,0.102363,0.1023597,0.03245863,0.001034337
68,0.01023534,0.1023459,0.1023615,0.1023591,0.03245857,0.001034321
69,0.01023529,0.1023446,0.10236,0.1023585,0.03245851,0.001034304
70,0.01023527,0.1023434,0.1023586,0.1023579,0.03245848,0.001034288
71,0.01023528,0.1023421,0.1023571,0.1023572,0.03245845,0.001034271
72,0.0102353,0.1023409,0.1023557,0.1023566,0.03245842,0.001034255
73,0.01023535,0.1023397,0.1023542,0.1023558,0.03245841,0.001034239
