EwEVersion,"6.6.7.17812 (compiled 28/02/2022)"
Date,"26/02/2023 11:47:50 AM"
ModelName,CS_model_V1_110722
EcosimScenario,"New Ecosim scenario"
TimeSeries,(none)
StartYear,2020

Data,"PredationMortality of Australian Sea Lion"

year\group,"Large sharks",
2020,0.1215184
2021,0.1215188
2022,0.1215218
2023,0.1215103
2024,0.1214933
2025,0.1214829
2026,0.1214807
2027,0.1214906
2028,0.1215109
2029,0.1215251
2030,0.1215307
2031,0.1215394
2032,0.1215472
2033,0.1215507
2034,0.1215588
2035,0.1215617
2036,0.1215537
2037,0.1215566
2038,0.1215672
2039,0.1215617
2040,0.1215562
2041,0.1215622
2042,0.1215561
2043,0.1215512
2044,0.1215641
2045,0.1215584
2046,0.1215417
2047,0.1215568
2048,0.121564
2049,0.1215423
2050,0.1215509
2051,0.1215648
2052,0.1215395
2053,0.1215456
2054,0.1215744
2055,0.1215421
2056,0.1215297
2057,0.1215767
2058,0.1215553
2059,0.1215196
2060,0.1215736
2061,0.1215675
2062,0.1215063
2063,0.1215678
2064,0.1215928
2065,0.1214959
2066,0.1215427
2067,0.1216203
2068,0.1215027
2069,0.1215087
2070,0.1216426
2071,0.1215206
2072,0.1214614
2073,0.1216609
2074,0.121567
2075,0.1214015
2076,0.1216493
2077,0.1216435
2078,0.1213526
2079,0.1216012
2080,0.121741
2081,0.1213225
2082,0.1215032
2083,0.1218586
2084,0.1213435
2085,0.1213387
2086,0.1219594
2087,0.1214495
2088,0.1211247
2089,0.1220033
2090,0.1216581
2091,0.1208804
2092,0.1219368
2093,0.1219923
2094,0.120663
2095,0.1216813
2096,0.1224265
2097,0.1205738
2098,0.1211846
2099,0.1228837
2100,0.1207313
2101,0.1204155
2102,0.1232158
2103,0.1212909
2104,0.1194261
2105,0.1231524
2106,0.122367
2107,0.1184511
2108,0.1223427
2109,0.1239257
2110,0.1181039
2111,0.120115
2112,0.1247737
2113,0.1196941
2114,0.1186527
2115,0.124821
2116,0.1220904
2117,0.1182613
2118,0.1241545
2119,0.1243506
