EwEVersion,"6.6.7.17812 (compiled 28/02/2022)"
Date,"26/02/2023 11:47:51 AM"
ModelName,CS_model_V1_110722
EcosimScenario,"New Ecosim scenario"
TimeSeries,(none)
StartYear,2020

Data,"Prey of Pilchard"

timestep\group,Zooplankton,"Planktotrophic Larvae",Phytoplankton,
1,0.2779613,0.0009540064,0.4632568
2,0.2779539,0.00095393,0.4632472
3,0.2779519,0.0009539399,0.4632477
4,0.2779498,0.0009539618,0.4632498
5,0.2779478,0.0009539897,0.4632522
6,0.2779463,0.0009540214,0.4632545
7,0.2779453,0.0009540553,0.4632565
8,0.2779446,0.0009540904,0.4632581
9,0.2779446,0.0009541257,0.4632593
10,0.2779451,0.0009541602,0.46326
11,0.277946,0.0009541927,0.4632604
12,0.2779472,0.0009542229,0.4632603
13,0.2779488,0.00095425,0.46326
14,0.2779506,0.0009542736,0.4632594
15,0.2779526,0.0009542927,0.4632586
16,0.2779549,0.0009543079,0.4632576
17,0.2779572,0.0009543181,0.4632565
18,0.2779597,0.0009543235,0.4632551
19,0.2779623,0.0009543245,0.4632537
20,0.277965,0.0009543206,0.4632521
21,0.2779678,0.0009543122,0.4632505
22,0.2779708,0.000954299,0.4632486
23,0.2779738,0.0009542819,0.4632466
24,0.2779769,0.0009542606,0.4632445
25,0.2779801,0.000954236,0.4632422
26,0.2779834,0.0009542083,0.4632397
27,0.2779867,0.0009541772,0.4632372
28,0.27799,0.0009541441,0.4632345
29,0.2779932,0.000954109,0.4632317
30,0.2779965,0.0009540726,0.4632288
31,0.2779998,0.0009540347,0.4632258
32,0.2780029,0.0009539971,0.4632227
33,0.278006,0.0009539592,0.4632195
34,0.2780088,0.0009539218,0.4632165
35,0.2780114,0.0009538851,0.4632134
36,0.2780138,0.0009538503,0.4632103
37,0.278016,0.0009538169,0.4632074
38,0.2780179,0.0009537857,0.4632046
39,0.2780195,0.0009537571,0.4632019
40,0.2780207,0.0009537318,0.4631995
41,0.2780215,0.0009537094,0.4631974
42,0.2780219,0.0009536906,0.4631955
43,0.2780219,0.0009536757,0.4631939
44,0.2780215,0.0009536645,0.4631927
45,0.2780206,0.0009536577,0.4631919
46,0.2780192,0.0009536549,0.4631915
47,0.2780175,0.0009536567,0.4631914
48,0.2780153,0.0009536626,0.4631919
49,0.2780128,0.0009536729,0.4631927
50,0.2780098,0.000953687,0.463194
51,0.2780065,0.0009537053,0.4631956
52,0.2780029,0.0009537275,0.4631976
53,0.2779991,0.0009537535,0.4632
54,0.2779951,0.0009537825,0.4632028
55,0.2779909,0.0009538146,0.4632057
56,0.2779866,0.0009538493,0.463209
57,0.2779824,0.0009538863,0.4632124
58,0.2779782,0.0009539249,0.463216
59,0.277974,0.0009539648,0.4632197
60,0.27797,0.0009540058,0.4632235
61,0.2779662,0.0009540467,0.4632273
62,0.2779626,0.0009540878,0.4632311
63,0.2779594,0.0009541279,0.4632347
64,0.2779564,0.000954167,0.4632382
65,0.2779539,0.0009542041,0.4632415
66,0.2779518,0.0009542392,0.4632446
67,0.2779501,0.000954271,0.4632474
68,0.277949,0.0009543,0.4632498
69,0.2779484,0.0009543256,0.4632519
70,0.2779483,0.000954347,0.4632536
71,0.2779486,0.0009543645,0.4632549
72,0.2779495,0.0009543774,0.4632559
73,0.2779508,0.0009543858,0.4632564
74,0.2779526,0.0009543892,0.4632565
