EwEVersion,"6.6.7.17812 (compiled 28/02/2022)"
Date,"26/02/2023 11:47:51 AM"
ModelName,CS_model_V1_110722
EcosimScenario,"New Ecosim scenario"
TimeSeries,(none)
StartYear,2020

Data,"Prey of Other seabirds"

timestep\group,"Whiting Species","Blue Sprat","Sandy Sprat","Western King Prawn",Polychaetes,Detritus,
1,0.04602995,0.05327435,0.03196494,0.001032806,0.0239337,0.2110014
2,0.04602481,0.05326689,0.03196068,0.001032716,0.0239301,0.2110043
3,0.04602349,0.05326577,0.03196022,0.001032755,0.02392966,0.2110029
4,0.04602249,0.05326498,0.03195998,0.001032775,0.02392899,0.2110018
5,0.04602168,0.0532642,0.03195975,0.001032785,0.02392838,0.2110006
6,0.04602102,0.05326341,0.03195949,0.001032789,0.02392794,0.2109993
7,0.04602045,0.05326261,0.03195924,0.001032792,0.02392767,0.2109977
8,0.04601991,0.05326177,0.03195895,0.001032793,0.02392753,0.2109961
9,0.04601938,0.05326092,0.03195865,0.001032794,0.02392751,0.2109943
10,0.04601881,0.05326004,0.03195833,0.001032794,0.02392759,0.2109925
11,0.04601822,0.05325917,0.03195799,0.001032794,0.02392773,0.2109906
12,0.04601762,0.0532583,0.03195764,0.001032793,0.02392793,0.2109888
13,0.04601701,0.05325741,0.03195728,0.001032792,0.02392816,0.2109871
14,0.04601642,0.05325656,0.03195692,0.00103279,0.02392839,0.2109854
15,0.04601585,0.05325569,0.03195655,0.001032787,0.02392863,0.2109839
16,0.04601532,0.05325484,0.03195619,0.001032783,0.02392886,0.2109824
17,0.04601484,0.053254,0.03195581,0.001032777,0.02392907,0.210981
18,0.04601443,0.05325317,0.03195545,0.001032771,0.02392925,0.2109798
19,0.0460141,0.05325235,0.03195507,0.001032764,0.0239294,0.2109787
20,0.04601387,0.05325154,0.0319547,0.001032756,0.02392951,0.2109778
21,0.04601375,0.05325075,0.03195434,0.001032747,0.02392959,0.2109769
22,0.04601372,0.05324997,0.03195397,0.001032738,0.02392962,0.2109764
23,0.04601379,0.05324919,0.0319536,0.001032728,0.02392961,0.210976
24,0.04601398,0.05324844,0.03195326,0.001032719,0.02392955,0.2109757
25,0.04601427,0.0532477,0.0319529,0.00103271,0.02392944,0.2109755
26,0.04601466,0.05324699,0.03195256,0.001032702,0.0239293,0.2109755
27,0.04601514,0.05324628,0.03195223,0.001032694,0.02392911,0.2109757
28,0.04601569,0.05324559,0.0319519,0.001032687,0.02392888,0.2109759
29,0.04601634,0.05324494,0.03195159,0.001032681,0.02392862,0.2109764
