EwEVersion,"6.6.7.17812 (compiled 28/02/2022)"
Date,"26/02/2023 11:47:51 AM"
ModelName,CS_model_V1_110722
EcosimScenario,"New Ecosim scenario"
TimeSeries,(none)
StartYear,2020

Data,"Prey of Sea Cucumbers"

timestep\group,Zooplankton,Seagrass,Macroalgae,Microphytobenthos,Detritus,
1,0.1053617,0.02107396,0.05268563,0.105368,0.7155107
2,0.1053561,0.02107348,0.0526833,0.1053732,0.7155139
3,0.1053529,0.02107381,0.05268313,0.1053776,0.7155125
4,0.1053497,0.02107395,0.05268299,0.1053807,0.7155126
5,0.1053469,0.02107405,0.05268288,0.1053831,0.7155132
6,0.1053445,0.02107413,0.05268279,0.1053849,0.7155137
7,0.1053426,0.02107422,0.05268275,0.1053862,0.7155142
8,0.1053412,0.02107432,0.05268271,0.105387,0.7155147
9,0.1053404,0.02107441,0.05268269,0.1053873,0.7155152
10,0.1053399,0.02107448,0.05268262,0.1053872,0.7155157
11,0.1053399,0.02107452,0.05268255,0.1053867,0.7155163
12,0.1053402,0.02107451,0.05268246,0.105386,0.7155168
13,0.1053409,0.02107447,0.05268233,0.1053851,0.7155172
14,0.1053418,0.02107436,0.05268218,0.105384,0.7155176
15,0.1053429,0.0210742,0.05268199,0.1053829,0.7155179
16,0.1053443,0.02107399,0.05268181,0.1053818,0.7155181
17,0.1053458,0.02107372,0.05268158,0.1053807,0.7155182
18,0.1053475,0.02107341,0.05268135,0.1053797,0.7155181
19,0.1053493,0.02107305,0.0526811,0.1053788,0.7155177
20,0.1053513,0.02107266,0.05268084,0.1053781,0.7155172
21,0.1053533,0.02107226,0.05268059,0.1053775,0.7155164
22,0.1053555,0.02107183,0.05268032,0.105377,0.7155154
23,0.1053576,0.02107141,0.05268004,0.1053767,0.7155142
24,0.1053598,0.02107101,0.05267978,0.1053765,0.7155128
25,0.1053622,0.02107065,0.05267956,0.1053766,0.715511
26,0.1053645,0.02107032,0.05267934,0.1053768,0.7155091
27,0.1053667,0.02107004,0.05267911,0.1053771,0.715507
28,0.105369,0.02106984,0.05267893,0.1053775,0.7155048
29,0.1053711,0.02106969,0.05267874,0.105378,0.7155025
30,0.1053732,0.02106963,0.05267859,0.1053787,0.7154999
31,0.1053752,0.02106964,0.05267847,0.1053794,0.7154972
32,0.1053771,0.02106974,0.05267837,0.1053802,0.7154946
33,0.1053789,0.02106992,0.05267829,0.105381,0.715492
34,0.1053805,0.02107018,0.05267824,0.1053819,0.7154893
35,0.1053819,0.02107052,0.05267825,0.1053827,0.7154866
36,0.1053831,0.02107091,0.05267825,0.1053836,0.7154841
37,0.1053842,0.02107136,0.05267828,0.1053844,0.7154818
38,0.1053851,0.02107186,0.05267833,0.1053852,0.7154796
39,0.1053857,0.02107237,0.0526784,0.1053859,0.7154777
40,0.1053861,0.02107292,0.0526785,0.1053865,0.715476
41,0.1053863,0.02107347,0.05267864,0.1053872,0.7154744
42,0.1053862,0.02107399,0.05267878,0.1053877,0.7154734
43,0.1053859,0.02107447,0.05267891,0.1053881,0.7154727
44,0.1053854,0.02107493,0.05267909,0.1053884,0.7154721
45,0.1053846,0.02107531,0.05267925,0.1053887,0.7154721
46,0.1053837,0.02107562,0.05267941,0.1053888,0.7154725
47,0.1053825,0.02107585,0.05267959,0.1053889,0.7154732
48,0.1053811,0.02107599,0.05267974,0.1053889,0.7154742
49,0.1053796,0.02107603,0.05267991,0.1053889,0.7154756
50,0.1053779,0.02107598,0.05268008,0.1053888,0.7154773
51,0.105376,0.02107581,0.0526802,0.1053887,0.7154794
52,0.105374,0.02107556,0.05268034,0.1053885,0.7154816
53,0.1053719,0.02107521,0.05268045,0.1053883,0.7154841
54,0.1053698,0.02107478,0.05268057,0.1053882,0.7154867
55,0.1053676,0.02107428,0.05268067,0.105388,0.7154895
56,0.1053653,0.02107373,0.05268077,0.1053878,0.7154924
57,0.1053631,0.02107313,0.05268085,0.1053877,0.7154952
58,0.1053609,0.02107249,0.05268094,0.1053875,0.7154981
59,0.1053586,0.02107187,0.052681,0.1053875,0.715501
60,0.1053565,0.02107125,0.05268108,0.1053875,0.7155038
61,0.1053545,0.02107066,0.05268115,0.1053875,0.7155062
62,0.1053524,0.02107012,0.05268122,0.1053876,0.7155086
63,0.1053506,0.02106966,0.05268132,0.1053877,0.7155106
64,0.1053489,0.02106928,0.05268141,0.105388,0.7155124
65,0.1053473,0.021069,0.05268151,0.1053882,0.7155139
66,0.105346,0.02106884,0.05268165,0.1053886,0.715515
67,0.1053448,0.02106879,0.0526818,0.1053889,0.7155157
68,0.1053438,0.02106888,0.05268196,0.1053893,0.715516
69,0.1053431,0.02106911,0.05268216,0.1053897,0.715516
70,0.1053425,0.02106945,0.05268233,0.1053901,0.7155157
71,0.1053421,0.02106994,0.05268257,0.1053905,0.7155149
72,0.105342,0.02107054,0.05268282,0.1053908,0.7155138
73,0.1053422,0.02107126,0.05268307,0.1053912,0.7155123
74,0.1053425,0.02107207,0.05268335,0.1053915,0.7155106
75,0.1053431,0.02107295,0.05268363,0.1053917,0.7155087
76,0.105344,0.0210739,0.05268393,0.1053919,0.7155064
77,0.105345,0.02107488,0.05268422,0.1053919,0.7155039
78,0.1053463,0.02107587,0.0526845,0.1053919,0.7155015
79,0.1053477,0.02107685,0.05268478,0.1053917,0.7154989
80,0.1053494,0.02107779,0.05268506,0.1053916,0.7154962
