EwEVersion,"6.6.7.17812 (compiled 28/02/2022)"
Date,"26/02/2023 11:47:50 AM"
ModelName,CS_model_V1_110722
EcosimScenario,"New Ecosim scenario"
TimeSeries,(none)
StartYear,2020

Data,"PredationMortality of Little Penguin"

timestep\group,"Large sharks",
1,0.04177351
2,0.04176656
3,0.04176825
4,0.04176976
5,0.04177076
6,0.04177136
7,0.04177171
8,0.0417719
9,0.04177202
10,0.04177213
11,0.04177225
12,0.04177241
13,0.04177264
14,0.04177294
15,0.0417733
16,0.04177374
17,0.04177423
18,0.04177479
19,0.0417754
20,0.04177606
21,0.04177674
22,0.04177743
23,0.04177815
24,0.04177887
25,0.04177958
26,0.04178026
27,0.04178093
28,0.04178156
29,0.04178215
30,0.04178269
31,0.04178317
32,0.04178358
33,0.04178393
34,0.04178418
35,0.04178436
36,0.04178445
37,0.04178446
38,0.04178436
39,0.04178417
40,0.04178388
41,0.04178349
42,0.04178302
43,0.04178245
44,0.0417818
45,0.04178106
46,0.04178024
47,0.04177936
48,0.0417784
49,0.04177739
50,0.04177632
51,0.04177521
52,0.04177409
53,0.04177293
54,0.04177177
55,0.0417706
56,0.04176945
57,0.04176832
58,0.04176721
59,0.04176615
60,0.04176513
61,0.04176417
62,0.04176328
63,0.04176245
64,0.04176171
65,0.04176104
66,0.04176047
67,0.04176001
68,0.04175964
69,0.04175936
70,0.0417592
71,0.04175913
72,0.04175918
73,0.04175933
74,0.04175958
75,0.04175993
76,0.04176037
77,0.0417609
78,0.04176151
79,0.04176221
80,0.04176299
81,0.04176382
82,0.04176472
83,0.04176565
84,0.04176662
85,0.04176762
86,0.04176863
87,0.04176966
88,0.04177069
89,0.0417717
90,0.04177268
91,0.04177363
92,0.04177453
93,0.04177539
94,0.04177618
95,0.0417769
96,0.04177754
97,0.0417781
98,0.04177857
99,0.04177896
100,0.04177925
101,0.04177944
102,0.04177953
103,0.04177953
104,0.04177942
105,0.04177923
106,0.04177895
107,0.04177857
108,0.04177813
109,0.04177762
110,0.04177704
111,0.04177643
112,0.04177577
113,0.04177509
114,0.04177439
115,0.04177369
116,0.04177299
117,0.04177231
118,0.04177167
119,0.04177106
120,0.04177051
121,0.04177001
122,0.04176961
123,0.04176927
124,0.04176902
125,0.04176886
126,0.04176881
127,0.04176886
128,0.04176901
129,0.04176926
130,0.04176962
131,0.04177007
132,0.04177063
133,0.04177127
134,0.041772
135,0.04177281
136,0.04177369
137,0.04177463
138,0.04177561
139,0.04177664
140,0.0417777
141,0.04177877
142,0.04177984
143,0.04178091
144,0.04178197
145,0.04178301
146,0.04178399
147,0.04178494
148,0.04178583
149,0.04178665
150,0.0417874
151,0.04178807
152,0.04178867
153,0.04178918
154,0.0417896
155,0.04178993
156,0.04179018
157,0.04179034
158,0.04179042
159,0.04179042
160,0.04179033
161,0.04179018
162,0.04178994
163,0.04178965
164,0.04178929
165,0.04178888
166,0.04178843
167,0.04178794
168,0.04178741
169,0.04178686
170,0.0417863
171,0.04178573
172,0.04178515
173,0.04178457
174,0.04178401
175,0.04178346
176,0.04178292
177,0.04178241
178,0.04178194
179,0.04178149
180,0.04178109
181,0.04178073
182,0.04178043
183,0.04178018
184,0.04177997
185,0.04177983
186,0.04177975
187,0.04177973
188,0.04177978
189,0.04177989
190,0.04178007
191,0.04178033
192,0.04178064
193,0.04178102
194,0.04178146
195,0.04178197
196,0.04178254
197,0.04178317
198,0.04178384
199,0.04178457
200,0.04178534
201,0.04178612
202,0.04178694
203,0.04178777
204,0.04178862
205,0.04178947
206,0.0417903
207,0.04179113
208,0.04179192
209,0.04179268
210,0.04179338
211,0.04179402
212,0.04179459
213,0.0417951
214,0.04179551
215,0.04179583
216,0.04179606
217,0.04179619
218,0.04179622
219,0.04179614
220,0.04179596
221,0.04179567
222,0.04179529
223,0.0417948
224,0.04179424
225,0.04179359
