EwEVersion,"6.6.7.17812 (compiled 28/02/2022)"
Date,"26/02/2023 11:47:51 AM"
ModelName,CS_model_V1_110722
EcosimScenario,"New Ecosim scenario"
TimeSeries,(none)
StartYear,2020

Data,Mortality

timestep\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
15,0.1139675,0.1799418,0.1900074,0.07999858,0.7098111,0.08997878,0.8399714,0.08997855,0.1399875,0.19004,1.889763,0.3610468,0.440111,0.8400306,0.3199264,0.8600168,1.099724,0.469925,0.4099144,0.51996,0.1099966,1.100006,1.119981,0.8001268,0.8000374,1.850006,0.4798648,1.579941,0.1199434,0.3259254,0.8399636,0.9000784,0.4699648,1.119807,0.1699589,0.9799156,1.089659,1.200154,0.9601125,0.7801256,0.9200583,0.8901706,0.9137231,0.5198565,0.5198627,7.569666,1.489946,0.1799198,0.8300526,0.7598978,1.519796,2.300245,7.569962,7.569684,3.899782,2.230265,0.08001503,2.300089,4.44995,2.89906,1.90009,1.350149,4.849779,0.2000279,7.509728,29.60126,2.999775,50.97471,7.299734,1.999994,1.999978,706.4343,0
16,0.1139676,0.1799411,0.1900082,0.07999922,0.7098084,0.08997899,0.8399799,0.08997872,0.1399887,0.1900422,1.889784,0.3610521,0.4401112,0.8400254,0.3199241,0.8600173,1.099704,0.4699157,0.4099071,0.5199522,0.1099976,1.100006,1.119982,0.8001114,0.800016,1.849965,0.4798564,1.579924,0.1199421,0.3259225,0.839959,0.9000828,0.4699636,1.119805,0.1699574,0.9799157,1.089664,1.200154,0.9601133,0.7801274,0.9200613,0.8901688,0.9137272,0.5198515,0.5198593,7.569685,1.489933,0.1799162,0.8300526,0.7599007,1.519809,2.300209,7.570005,7.5697,3.899806,2.230242,0.08001535,2.300076,4.450011,2.899056,1.900084,1.350142,4.849812,0.200028,7.509814,29.60109,2.99983,50.97474,7.299786,2.000002,1.999985,706.4395,0
17,0.1139677,0.1799406,0.190009,0.07999992,0.7098067,0.08997934,0.8399891,0.08997905,0.1399902,0.1900447,1.889809,0.3610566,0.4401112,0.84002,0.3199223,0.8600172,1.099684,0.4699062,0.4098998,0.5199443,0.1099987,1.100007,1.119984,0.8000948,0.7999955,1.84993,0.4798495,1.579914,0.1199411,0.3259204,0.8399547,0.9000888,0.4699633,1.119806,0.1699562,0.9799183,1.089672,1.200152,0.9601128,0.7801284,0.9200642,0.890166,0.9137341,0.5198472,0.5198565,7.569716,1.489923,0.1799129,0.8300523,0.7599047,1.519829,2.300175,7.570047,7.569728,3.899838,2.23022,0.08001561,2.300065,4.450072,2.899065,1.900078,1.350134,4.849847,0.2000279,7.509901,29.6009,2.999886,50.97475,7.299848,2.00001,1.999991,706.4446,0
18,0.113968,0.1799403,0.1900099,0.08000065,0.7098058,0.08997982,0.8399987,0.08997951,0.1399919,0.1900475,1.889837,0.3610604,0.440111,0.8400141,0.3199209,0.8600167,1.099665,0.4698966,0.4098927,0.5199366,0.1099999,1.100007,1.119987,0.8000779,0.7999768,1.8499,0.4798445,1.57991,0.1199404,0.325919,0.839951,0.9000967,0.4699635,1.119809,0.1699553,0.9799228,1.089684,1.20015,0.9601114,0.7801281,0.9200668,0.8901622,0.9137433,0.5198436,0.5198543,7.569759,1.489917,0.1799098,0.830052,0.7599092,1.519856,2.300143,7.570087,7.569763,3.899878,2.230198,0.08001584,2.300056,4.45013,2.899087,1.900072,1.350127,4.849884,0.2000278,7.509984,29.6007,2.999942,50.97475,7.299918,2.000019,1.999999,706.4495,0
19,0.1139683,0.17994,0.1900109,0.08000144,0.7098058,0.08998039,0.8400086,0.0899801,0.139994,0.1900505,1.889869,0.3610633,0.4401106,0.8400085,0.3199201,0.8600159,1.099645,0.4698871,0.409886,0.5199293,0.1100012,1.100007,1.11999,0.8000606,0.7999603,1.849879,0.4798414,1.579912,0.1199399,0.3259184,0.8399479,0.9001058,0.4699643,1.119816,0.1699547,0.9799297,1.089699,1.200147,0.9601087,0.780127,0.920069,0.8901569,0.9137548,0.519841,0.5198528,7.569807,1.489914,0.179907,0.8300514,0.7599144,1.519889,2.300113,7.570124,7.569803,3.899921,2.230176,0.08001602,2.300049,4.450185,2.899121,1.900066,1.35012,4.849923,0.2000276,7.510063,29.60047,2.999996,50.97474,7.299995,2.000027,2.000007,706.4539,0
20,0.1139685,0.1799399,0.1900118,0.08000226,0.7098064,0.08998105,0.840019,0.08998083,0.1399962,0.1900538,1.889904,0.3610654,0.4401099,0.8400033,0.3199196,0.860015,1.099627,0.4698777,0.4098798,0.5199228,0.1100026,1.100007,1.119993,0.8000434,0.7999463,1.849864,0.4798404,1.57992,0.1199397,0.3259185,0.8399459,0.900116,0.4699659,1.119825,0.1699543,0.979938,1.089717,1.200143,0.9601051,0.780125,0.9200706,0.8901505,0.9137684,0.5198394,0.5198522,7.569861,1.489915,0.1799045,0.8300504,0.7599202,1.519926,2.300084,7.570156,7.569849,3.899968,2.230155,0.08001614,2.300043,4.450234,2.899164,1.90006,1.350112,4.849963,0.2000274,7.510138,29.60024,3.000047,50.9747,7.300076,2.000036,2.000015,706.4577,0
21,0.1139688,0.1799397,0.1900128,0.08000308,0.7098078,0.08998178,0.8400289,0.08998167,0.1399986,0.1900573,1.88994,0.3610665,0.440109,0.8399986,0.3199198,0.8600138,1.099609,0.4698683,0.4098744,0.519917,0.1100041,1.100007,1.119998,0.8000265,0.7999353,1.849856,0.4798414,1.579933,0.1199397,0.3259193,0.8399448,0.9001267,0.4699679,1.119837,0.1699542,0.9799476,1.089737,1.200137,0.9601002,0.7801216,0.9200717,0.890143,0.9137837,0.5198388,0.5198523,7.56992,1.489918,0.1799022,0.8300493,0.7599264,1.519967,2.300058,7.570182,7.569905,3.900014,2.230134,0.0800162,2.300037,4.450278,2.899218,1.900053,1.350104,4.850002,0.2000271,7.510206,29.6,3.000096,50.97464,7.300158,2.000044,2.000023,706.4609,0
22,0.113969,0.1799396,0.1900136,0.08000392,0.70981,0.08998258,0.840039,0.08998263,0.1400013,0.1900609,1.889978,0.3610667,0.4401078,0.8399947,0.3199204,0.8600127,1.099592,0.4698591,0.4098698,0.5199124,0.1100057,1.100007,1.120003,0.8000103,0.7999277,1.849855,0.4798445,1.57995,0.1199399,0.3259209,0.8399448,0.9001379,0.4699703,1.119851,0.1699543,0.9799582,1.089759,1.200131,0.9600943,0.7801171,0.9200723,0.8901341,0.9138002,0.5198395,0.5198534,7.569981,1.489924,0.1799002,0.8300475,0.7599327,1.520011,2.300032,7.570202,7.569962,3.900059,2.230113,0.0800162,2.300032,4.450314,2.89928,1.900046,1.350096,4.850041,0.2000266,7.510267,29.59975,3.00014,50.97456,7.300241,2.000052,2.000031,706.4634,0
23,0.1139692,0.1799396,0.1900144,0.08000477,0.7098128,0.08998346,0.8400484,0.08998366,0.1400041,0.1900647,1.890016,0.3610661,0.4401064,0.8399917,0.3199216,0.8600115,1.099578,0.4698503,0.409866,0.5199087,0.1100074,1.100007,1.120008,0.7999946,0.7999231,1.849861,0.4798495,1.579971,0.1199402,0.3259231,0.8399459,0.9001487,0.4699732,1.119866,0.1699547,0.9799693,1.089782,1.200124,0.9600874,0.7801116,0.9200721,0.8901243,0.9138179,0.5198413,0.5198552,7.57004,1.489933,0.1798985,0.8300453,0.7599391,1.520056,2.300007,7.570214,7.570021,3.9001,2.230092,0.08001611,2.300027,4.450341,2.899349,1.900038,1.350087,4.850078,0.2000261,7.51032,29.59949,3.00018,50.97446,7.30032,2.000059,2.000039,706.465,0
24,0.1139692,0.1799395,0.1900151,0.0800056,0.7098162,0.08998435,0.8400571,0.08998477,0.140007,0.1900685,1.890055,0.3610645,0.4401048,0.8399898,0.3199232,0.8600101,1.099565,0.4698418,0.4098633,0.5199064,0.1100091,1.100007,1.120013,0.7999796,0.7999219,1.849872,0.4798563,1.579995,0.1199407,0.325926,0.8399477,0.9001591,0.4699763,1.119883,0.1699552,0.9799809,1.089807,1.200115,0.9600793,0.7801048,0.9200713,0.8901131,0.9138363,0.5198442,0.5198579,7.570097,1.489943,0.179897,0.8300425,0.7599454,1.520101,2.299984,7.570221,7.570085,3.900136,2.230071,0.08001594,2.300022,4.450362,2.899423,1.900028,1.350078,4.850113,0.2000254,7.510364,29.59923,3.000216,50.97435,7.300392,2.000065,2.000046,706.466,0
25,0.1139692,0.1799394,0.1900157,0.08000641,0.7098202,0.08998528,0.8400651,0.08998599,0.14001,0.1900724,1.890094,0.361062,0.4401028,0.8399891,0.3199252,0.860009,1.099554,0.4698339,0.4098616,0.5199053,0.1100108,1.100007,1.120019,0.7999653,0.7999238,1.849888,0.4798648,1.580021,0.1199414,0.3259295,0.8399505,0.9001686,0.4699795,1.119902,0.169956,0.9799923,1.089831,1.200106,0.9600703,0.7800972,0.9200696,0.890101,0.9138552,0.5198482,0.5198615,7.570149,1.489956,0.1798957,0.8300391,0.7599515,1.520144,2.299963,7.57022,7.570149,3.900165,2.230051,0.08001571,2.300016,4.450372,2.899501,1.900019,1.350068,4.850147,0.2000246,7.510401,29.59895,3.000247,50.97422,7.300457,2.000069,2.000052,706.4659,0
26,0.1139691,0.1799392,0.1900162,0.08000723,0.7098246,0.08998621,0.8400722,0.08998726,0.1400131,0.1900763,1.890132,0.3610588,0.4401004,0.8399894,0.3199278,0.8600077,1.099545,0.4698263,0.4098609,0.5199056,0.1100125,1.100007,1.120024,0.7999519,0.7999288,1.849909,0.4798747,1.580048,0.1199421,0.3259333,0.8399541,0.9001768,0.469983,1.119921,0.1699569,0.9800034,1.089857,1.200096,0.9600603,0.7800884,0.920067,0.8900877,0.9138741,0.5198534,0.5198659,7.570199,1.48997,0.1798946,0.8300352,0.7599572,1.520185,2.299942,7.570213,7.570211,3.900188,2.23003,0.08001538,2.30001,4.450373,2.899582,1.900008,1.350059,4.850178,0.2000237,7.510428,29.59868,3.000273,50.97409,7.300511,2.000073,2.000057,706.4651,0
27,0.1139688,0.179939,0.1900165,0.08000801,0.7098296,0.08998715,0.8400781,0.08998859,0.1400163,0.1900802,1.890168,0.3610547,0.4400977,0.839991,0.3199307,0.8600067,1.099538,0.4698195,0.4098615,0.5199072,0.1100142,1.100007,1.120029,0.799939,0.7999364,1.849932,0.4798859,1.580075,0.1199429,0.3259377,0.8399584,0.9001834,0.4699864,1.11994,0.169958,0.9800136,1.089882,1.200084,0.9600496,0.7800786,0.9200637,0.8900736,0.9138929,0.5198594,0.5198711,7.570243,1.489984,0.1798937,0.8300305,0.7599623,1.520221,2.299922,7.570199,7.570272,3.900203,2.230009,0.08001496,2.300003,4.450368,2.899664,1.899996,1.350048,4.850205,0.2000226,7.510446,29.5984,3.000294,50.97395,7.300553,2.000076,2.000061,706.4634,0
28,0.1139683,0.1799387,0.1900167,0.08000875,0.709835,0.0899881,0.8400828,0.08998995,0.1400195,0.1900839,1.890202,0.36105,0.4400946,0.8399938,0.319934,0.8600056,1.099534,0.4698131,0.4098631,0.5199103,0.110016,1.100007,1.120034,0.7999271,0.7999464,1.849958,0.4798981,1.580103,0.1199438,0.3259423,0.8399631,0.9001883,0.4699897,1.11996,0.1699591,0.9800231,1.089906,1.200072,0.9600381,0.7800679,0.9200595,0.8900586,0.9139113,0.5198663,0.5198768,7.570283,1.489999,0.179893,0.8300251,0.7599671,1.520252,2.299904,7.570181,7.57033,3.900209,2.229988,0.08001443,2.299996,4.450353,2.899746,1.899984,1.350038,4.850231,0.2000213,7.510455,29.59812,3.00031,50.97379,7.30058,2.000077,2.000064,706.4611,0
29,0.1139677,0.1799384,0.1900167,0.08000947,0.7098408,0.08998904,0.8400862,0.08999135,0.1400226,0.1900876,1.890235,0.3610447,0.4400911,0.8399978,0.3199375,0.8600045,1.099533,0.4698075,0.4098657,0.5199145,0.1100176,1.100007,1.120038,0.7999157,0.7999585,1.849986,0.479911,1.580129,0.1199448,0.3259472,0.8399682,0.9001909,0.4699928,1.119979,0.1699603,0.9800315,1.08993,1.200059,0.9600258,0.7800564,0.9200546,0.8900428,0.913929,0.519874,0.5198834,7.570316,1.490015,0.1798925,0.8300194,0.7599713,1.520276,2.299887,7.570159,7.570382,3.900208,2.229968,0.08001382,2.299988,4.450329,2.899827,1.899971,1.350026,4.850249,0.2000199,7.510455,29.59785,3.000322,50.97362,7.300592,2.000076,2.000066,706.4581,0
30,0.1139669,0.179938,0.1900165,0.08001015,0.709847,0.08998995,0.8400885,0.08999274,0.1400258,0.1900911,1.890265,0.3610389,0.4400873,0.840003,0.3199413,0.8600036,1.099534,0.4698025,0.4098694,0.5199201,0.1100193,1.100006,1.120041,0.7999051,0.7999723,1.850015,0.4799244,1.580154,0.1199457,0.3259522,0.8399734,0.9001917,0.4699957,1.119998,0.1699616,0.9800385,1.089952,1.200046,0.9600132,0.780044,0.9200488,0.8900269,0.9139459,0.5198824,0.5198904,7.570343,1.49003,0.1798921,0.8300127,0.7599747,1.520293,2.29987,7.570135,7.570425,3.900199,2.229948,0.08001313,2.299978,4.450299,2.899905,1.899958,1.350015,4.850265,0.2000183,7.510447,29.59759,3.000328,50.97346,7.300586,2.000075,2.000066,706.4542,0
31,0.113966,0.1799375,0.1900162,0.08001076,0.7098536,0.08999083,0.8400893,0.08999415,0.1400289,0.1900944,1.890292,0.3610328,0.4400829,0.840009,0.3199454,0.8600027,1.099538,0.4697983,0.4098741,0.5199267,0.1100209,1.100006,1.120043,0.799895,0.7999877,1.850043,0.4799379,1.580176,0.1199466,0.3259573,0.8399787,0.9001899,0.4699983,1.120015,0.1699629,0.9800439,1.089973,1.200032,0.96,0.7800309,0.9200424,0.8900103,0.9139614,0.5198912,0.5198977,7.570364,1.490045,0.1798918,0.8300056,0.7599775,1.520302,2.299856,7.570107,7.570464,3.900182,2.229929,0.08001237,2.299969,4.450262,2.89998,1.899945,1.350003,4.850276,0.2000165,7.510429,29.59734,3.000329,50.9733,7.300563,2.000072,2.000064,706.45,0
32,0.1139649,0.179937,0.1900157,0.08001132,0.7098604,0.08999168,0.8400888,0.08999558,0.1400318,0.1900974,1.890316,0.3610262,0.4400783,0.8400159,0.3199497,0.8600019,1.099544,0.4697948,0.4098796,0.5199343,0.1100224,1.100006,1.120045,0.7998859,0.800004,1.850071,0.4799515,1.580196,0.1199475,0.3259622,0.839984,0.9001856,0.4700006,1.120031,0.1699642,0.9800477,1.089992,1.200018,0.9599866,0.7800175,0.9200352,0.8899937,0.9139758,0.5199003,0.5199053,7.570378,1.490059,0.1798917,0.8299983,0.7599792,1.520302,2.299843,7.570076,7.570496,3.90016,2.229911,0.08001153,2.299959,4.450221,2.90005,1.899931,1.349991,4.850281,0.2000147,7.510403,29.5971,3.000327,50.97314,7.300523,2.000067,2.000062,706.4451,0
33,0.1139636,0.1799364,0.190015,0.08001182,0.7098675,0.0899925,0.8400872,0.08999699,0.1400347,0.1901001,1.890336,0.3610194,0.4400734,0.8400235,0.3199541,0.860001,1.099553,0.4697919,0.409886,0.5199429,0.1100238,1.100005,1.120045,0.7998775,0.8000209,1.850097,0.4799647,1.580213,0.1199484,0.3259671,0.8399891,0.9001788,0.4700024,1.120046,0.1699654,0.9800503,1.090008,1.200003,0.9599734,0.7800037,0.9200276,0.8899771,0.9139886,0.5199097,0.5199131,7.570385,1.490073,0.1798917,0.8299904,0.7599802,1.520293,2.299832,7.570044,7.570518,3.900131,2.229893,0.08001062,2.299949,4.450174,2.900115,1.899917,1.34998,4.850281,0.2000126,7.510372,29.5969,3.000321,50.97298,7.300466,2.000062,2.000058,706.4398,0
