EwEVersion,"6.6.7.17812 (compiled 28/02/2022)"
Date,"26/02/2023 11:47:50 AM"
ModelName,CS_model_V1_110722
EcosimScenario,"New Ecosim scenario"
TimeSeries,(none)
StartYear,2020

Data,"PredationMortality of Little Penguin"

year\group,"Large sharks",
2020,0.04177105
2021,0.04177536
2022,0.04178257
2023,0.04178223
2024,0.04177121
2025,0.0417608
2026,0.0417623
2027,0.04177293
2028,0.04177897
2029,0.04177405
2030,0.04176942
2031,0.04177632
2032,0.04178729
2033,0.04178944
2034,0.04178382
2035,0.04178011
2036,0.04178445
2037,0.04179334
2038,0.04179452
2039,0.04178579
2040,0.04178258
2041,0.0417904
2042,0.04179533
2043,0.04179198
2044,0.04178723
2045,0.04178473
2046,0.04178887
2047,0.04179709
2048,0.04179364
2049,0.04178271
2050,0.04178584
2051,0.04179504
2052,0.04179302
2053,0.04179012
2054,0.0417894
2055,0.04178439
2056,0.04179029
2057,0.04180101
2058,0.04178937
2059,0.04177921
2060,0.04179387
2061,0.04179674
2062,0.04178596
2063,0.04179366
2064,0.04179235
2065,0.04177794
2066,0.04179606
2067,0.04180691
2068,0.04177618
2069,0.04178036
2070,0.04180941
2071,0.041786
2072,0.04177788
2073,0.04181104
2074,0.04178492
2075,0.04176407
2076,0.04181957
2077,0.04180448
2078,0.04174667
2079,0.04180503
2080,0.04182519
2081,0.04174523
2082,0.04179169
2083,0.04184428
2084,0.04173737
2085,0.04176328
2086,0.04187744
2087,0.04175365
2088,0.04171236
2089,0.0418892
2090,0.04179333
2091,0.04166555
2092,0.04188691
2093,0.04184854
2094,0.04160732
2095,0.04185391
2096,0.04194291
2097,0.04156975
2098,0.04175755
2099,0.04204333
2100,0.04158292
2101,0.04161038
2102,0.04213235
2103,0.04165936
2104,0.04139714
2105,0.04217024
2106,0.04185242
2107,0.04115925
2108,0.04205738
2109,0.04216622
2110,0.04100692
2111,0.04164312
2112,0.04248735
2113,0.04133435
2114,0.0412898
2115,0.04258073
2116,0.04187954
2117,0.041219
2118,0.04253989
2119,0.04239443
